NumberOfPackageMethod_50%;NumberOfPrivateMethod_50%;ClassFanOutComplexity_std;NCSSForThisMethod_std;NestedTryDepth_50%;NumberOfMethods_Checkstyle_max;NestedIfElseDepth_25%;BooleanExpressionComplexity_std;MethodLength_min;NestedForDepth_max;MethodLength_mean;CyclomaticComplexity_25%;BooleanExpressionComplexity_min;MethodLength_count;NumberOfPrivateMethod_count;AnonymousInnerClassLength_std;NCSSForThisFile_std;ThrowsCount_50%;ExecutableStatementCount_75%;NCSSForThisClass_50%;AnonymousInnerClassLength_25%;NestedTryDepth_std;NCSSForThisClass_75%;ClassFanOutComplexity_min;ExecutableStatementCount_max;NestedIfElseDepth_max;NumberOfPublicMethods_Checkstyle_min;NestedForDepth_75%;NumberOfMethods_Checkstyle_mean;NCSSForThisFile_50%;NumberOfProtectedMethod_mean;NumberOfProtectedMethod_75%;MethodLength_50%;BooleanExpressionComplexity_mean;FileLength_max;NumberOfMethods_Checkstyle_75%;NestedTryDepth_25%;ClassDataAbstractionCoupling_count;NumberOfProtectedMethod_max;MethodLength_25%;NumberOfPrivateMethod_mean;FileLength_count;FileLength_mean;AnonymousInnerClassLength_50%;ClassFanOutComplexity_max;NestedIfElseDepth_mean;NumberOfPackageMethod_mean;NumberOfPublicMethods_Checkstyle_mean;BooleanExpressionComplexity_75%;BooleanExpressionComplexity_50%;NumberOfPrivateMethod_25%;NestedTryDepth_mean;NCSSForThisClass_std;NCSSForThisClass_max;NumberOfPublicMethods_Checkstyle_75%;NumberOfPackageMethod_min;ExecutableStatementCount_min;ExecutableStatementCount_count;ExecutableStatementCount_50%;NumberOfPrivateMethod_75%;NPathComplexity_mean;FileLength_std;NumberOfMethods_Checkstyle_50%;ThrowsCount_count;NPathComplexity_50%;Bugged;NestedTryDepth_min;NumberOfPrivateMethod_max;NumberOfPackageMethod_max;ExecutableStatementCount_mean;NumberOfMethods_Checkstyle_25%;CyclomaticComplexity_count;AnonymousInnerClassLength_75%;NestedIfElseDepth_std;NumberOfPackageMethod_75%;NumberOfPublicMethods_Checkstyle_count;BooleanExpressionComplexity_count;NCSSForThisMethod_50%;NCSSForThisMethod_max;NPathComplexity_25%;NCSSForThisFile_max;NestedForDepth_50%;ClassDataAbstractionCoupling_50%;NumberOfPublicMethods_Checkstyle_std;NCSSForThisClass_count;NestedForDepth_mean;NestedIfElseDepth_75%;NCSSForThisClass_mean;MethodLength_max;ClassDataAbstractionCoupling_mean;NestedForDepth_count;NCSSForThisMethod_min;NCSSForThisFile_75%;NCSSForThisMethod_count;ThrowsCount_mean;ThrowsCount_std;ClassFanOutComplexity_25%;FileLength_25%;NestedTryDepth_count;NumberOfProtectedMethod_25%;ThrowsCount_min;ClassFanOutComplexity_mean;CyclomaticComplexity_min;NCSSForThisMethod_25%;ExecutableStatementCount_std;ClassDataAbstractionCoupling_75%;NumberOfPackageMethod_count;CyclomaticComplexity_mean;ThrowsCount_25%;NumberOfPrivateMethod_min;NumberOfMethods_Checkstyle_std;BooleanExpressionComplexity_max;FileLength_75%;NumberOfPublicMethods_Checkstyle_50%;CyclomaticComplexity_std;ThrowsCount_max;NCSSForThisClass_min;NPathComplexity_count;NPathComplexity_75%;NumberOfPublicMethods_Checkstyle_max;NPathComplexity_min;NestedForDepth_min;FileLength_min;NestedTryDepth_max;NestedTryDepth_75%;CyclomaticComplexity_max;NCSSForThisFile_25%;NestedIfElseDepth_count;NCSSForThisFile_mean;MethodLength_75%;NCSSForThisFile_min;NestedForDepth_std;ClassDataAbstractionCoupling_max;BooleanExpressionComplexity_25%;NumberOfProtectedMethod_min;ClassFanOutComplexity_75%;NCSSForThisFile_count;NumberOfPackageMethod_25%;ClassDataAbstractionCoupling_std;CyclomaticComplexity_75%;AnonymousInnerClassLength_min;ClassFanOutComplexity_50%;ThrowsCount_75%;NumberOfProtectedMethod_50%;CyclomaticComplexity_50%;AnonymousInnerClassLength_mean;NCSSForThisClass_25%;NCSSForThisMethod_mean;ExecutableStatementCount_25%;NumberOfMethods_Checkstyle_min;ClassDataAbstractionCoupling_25%;NestedForDepth_25%;NumberOfProtectedMethod_std;NPathComplexity_max;NPathComplexity_std;NumberOfPackageMethod_std;NestedIfElseDepth_min;NumberOfMethods_Checkstyle_count;NestedIfElseDepth_50%;NumberOfPublicMethods_Checkstyle_25%;MethodLength_std;AnonymousInnerClassLength_count;ClassFanOutComplexity_count;NCSSForThisMethod_75%;FileLength_50%;ClassDataAbstractionCoupling_min;AnonymousInnerClassLength_max;NumberOfProtectedMethod_count;NumberOfPrivateMethod_std
0.0;0.0;1.2649110640673518;1.7126976771553508;0.0;10.0;0.0;0.0;3.0;0.0;4.1;1.0;0.0;10.0;10.0;0.0;12.965338406690352;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;108.0;0.0;0.0;10.0;0.0;3.0;0.0;10.0;10.8;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;11.384199576606164;36.0;0.0;0.0;0.0;10.0;1.0;0.0;1.1;34.152598729818486;0.0;10.0;1.0;False;0.0;0.0;0.0;1.2;0.0;10.0;0.0;0.0;0.0;10.0;10.0;2.0;7.0;1.0;41.0;0.0;0.0;3.1622776601683795;10.0;0.0;0.0;3.6;11.0;0.1;10.0;1.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.4;1.0;2.0;0.7888106377466155;0.0;10.0;1.3;0.0;0.0;3.1622776601683795;0.0;0.0;0.0;0.6749485577105528;0.0;0.0;10.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;10.0;4.1;3.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0;0.0;0.31622776601683794;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.6;1.0;0.0;0.0;0.0;0.0;3.0;0.8755950357709131;0.0;0.0;10.0;0.0;0.0;2.601281735350223;10.0;10.0;2.0;0.0;0.0;0.0;10.0;0.0
0.0;0.0;4.618802153517007;2.8867513459481287;0.0;3.0;0.0;0.5773502691896258;3.0;0.0;4.666666666666667;1.0;0.0;3.0;3.0;0.0;15.588457268119896;0.0;2.0;0.0;0.0;0.0;9.5;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.3333333333333333;65.0;1.5;0.0;3.0;0.0;3.0;0.0;3.0;21.66666666666667;0.0;8.0;0.0;0.0;1.0;0.5;0.0;0.0;0.0;10.96965511460289;19.0;1.5;0.0;1.0;3.0;1.0;0.0;2.0;37.52776749732568;0.0;3.0;1.0;False;0.0;0.0;0.0;1.6666666666666667;0.0;3.0;0.0;0.0;0.0;3.0;3.0;2.0;7.0;1.0;27.0;0.0;0.0;1.7320508075688772;3.0;0.0;0.0;6.333333333333332;8.0;0.0;3.0;2.0;13.5;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.6666666666666665;1.0;2.0;1.1547005383792517;0.0;3.0;2.0;0.0;0.0;1.7320508075688772;1.0;32.5;0.0;1.7320508075688772;0.0;0.0;3.0;2.5;3.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;3.0;9.0;5.5;0.0;0.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.6666666666666665;1.0;0.0;0.0;0.0;0.0;4.0;1.7320508075688772;0.0;0.0;3.0;0.0;0.0;2.8867513459481287;3.0;3.0;4.5;0.0;0.0;0.0;3.0;0.0
0.0;0.0;7.1554175279993295;15.122830422906949;0.0;5.0;0.0;0.4472135954999579;3.0;0.0;13.4;1.0;0.0;5.0;5.0;0.0;33.541019662496836;0.0;3.0;0.0;0.0;0.0;0.0;0.0;28.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.2;131.0;0.0;0.0;5.0;0.0;3.0;0.2;5.0;26.2;0.0;16.0;1.2;0.0;0.8;0.0;0.0;0.0;0.0;27.727242920997394;62.0;0.0;0.0;1.0;5.0;2.0;0.0;4.0;58.58498101049449;0.0;5.0;1.0;False;0.0;1.0;0.0;7.0;0.0;5.0;0.0;2.16794833886788;0.0;5.0;5.0;3.0;37.0;1.0;75.0;0.0;0.0;1.7888543819998322;5.0;0.0;1.0;12.4;48.0;1.2;5.0;2.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;3.2;1.0;2.0;11.76860229593982;0.0;5.0;4.0;0.0;0.0;2.23606797749979;1.0;0.0;0.0;5.656854249492381;0.0;0.0;5.0;3.0;4.0;1.0;0.0;0.0;0.0;0.0;14.0;0.0;5.0;15.0;9.0;0.0;0.0;6.0;0.0;0.0;0.0;5.0;0.0;2.683281572999748;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;10.2;1.0;0.0;0.0;0.0;0.0;14.0;5.656854249492381;0.0;0.0;5.0;0.0;0.0;19.50128200913981;5.0;5.0;7.0;0.0;0.0;0.0;5.0;0.4472135954999581
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;29.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;29.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;False;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;4.0;1.0;0.0;0.0;1.0;29.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;29.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;29.0;0.0;0.0;1.0;4.0;1.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;29.0;0.0;0.0;1.0;0.0
0.0;0.0;2.1213203435596424;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;4.242640687119285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;30.0;1.5;0.0;2.0;0.0;0.0;0.0;2.0;15.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;0.0;0.0;2.0;0.0;0.0;0.0;21.213203435596427;1.0;2.0;0.0;False;0.0;0.0;0.0;0.0;0.5;2.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;0.0;6.0;0.0;0.0;1.4142135623730951;2.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;4.5;2.0;0.0;0.0;0.75;7.5;2.0;0.0;0.0;1.5;1.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;1.4142135623730951;0.0;22.5;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.5;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.25;2.0;0.0;0.0;1.0;0.0;1.5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.5;0.0;2.0;2.0;1.0;15.0;0.0;0.0;2.0;0.0
0.0;0.0;1.1338934190276817;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7.0;7.0;0.0;4.535573676110727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;42.0;0.0;0.0;7.0;0.0;0.0;0.0;7.0;6.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;15.874507866387546;0.0;7.0;0.0;False;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;7.0;7.0;1.0;1.0;0.0;12.0;0.0;0.0;2.6457513110645907;7.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.42857142857142855;1.0;1.0;0.0;0.0;7.0;1.0;0.0;0.0;2.6457513110645907;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7.0;1.7142857142857142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;7.0;7.0;1.0;0.0;0.0;0.0;7.0;0.0
0.0;0.0;1.2649110640673518;1.7126976771553508;0.0;10.0;0.0;0.0;3.0;0.0;4.1;1.0;0.0;10.0;10.0;0.0;12.965338406690352;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;106.0;0.0;0.0;10.0;0.0;3.0;0.0;10.0;10.6;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;11.384199576606164;36.0;0.0;0.0;0.0;10.0;1.0;0.0;1.1;33.520143197784826;0.0;10.0;1.0;False;0.0;0.0;0.0;1.2;0.0;10.0;0.0;0.0;0.0;10.0;10.0;2.0;7.0;1.0;41.0;0.0;0.0;3.1622776601683795;10.0;0.0;0.0;3.6;11.0;0.1;10.0;1.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.4;1.0;2.0;0.7888106377466155;0.0;10.0;1.3;0.0;0.0;3.1622776601683795;0.0;0.0;0.0;0.6749485577105528;0.0;0.0;10.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;10.0;4.1;3.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0;0.0;0.31622776601683794;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.6;1.0;0.0;0.0;0.0;0.0;3.0;0.8755950357709131;0.0;0.0;10.0;0.0;0.0;2.601281735350223;10.0;10.0;2.0;0.0;0.0;0.0;10.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;18.0;0.0;18.0;5.0;0.0;1.0;1.0;0.0;0.0;0.0;9.0;14.0;0.0;0.0;14.0;0.0;9.0;1.0;1.0;0.0;1.0;15.0;0.0;0.0;18.0;0.0;43.0;1.0;0.0;1.0;0.0;18.0;0.0;1.0;43.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;14.0;1.0;0.0;9.0;1.0;9.0;0.0;7.0;0.0;1.0;1.0;7.0;False;0.0;0.0;0.0;9.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;13.0;13.0;7.0;15.0;0.0;0.0;0.0;1.0;0.0;1.0;14.0;18.0;0.0;1.0;13.0;15.0;1.0;0.0;0.0;0.0;43.0;1.0;0.0;0.0;0.0;5.0;13.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;0.0;43.0;1.0;0.0;0.0;14.0;1.0;7.0;1.0;7.0;0.0;43.0;0.0;0.0;5.0;15.0;1.0;15.0;18.0;15.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;14.0;13.0;9.0;1.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;13.0;43.0;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;57.0;0.0;57.0;13.0;1.0;1.0;1.0;0.0;0.0;0.0;31.0;54.0;0.0;0.0;54.0;14.0;31.0;1.0;1.0;0.0;1.0;67.0;0.0;0.0;57.0;1.0;114.0;1.0;0.0;1.0;0.0;57.0;0.0;1.0;114.0;0.0;14.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;54.0;1.0;0.0;31.0;1.0;31.0;0.0;21.0;0.0;1.0;1.0;21.0;False;0.0;0.0;0.0;31.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;46.0;46.0;21.0;67.0;0.0;4.0;0.0;1.0;0.0;1.0;54.0;57.0;4.0;1.0;46.0;67.0;1.0;0.0;0.0;14.0;114.0;1.0;0.0;0.0;14.0;13.0;46.0;0.0;4.0;1.0;13.0;0.0;0.0;0.0;1.0;114.0;1.0;0.0;0.0;54.0;1.0;21.0;1.0;21.0;0.0;114.0;0.0;0.0;13.0;67.0;1.0;67.0;57.0;67.0;0.0;4.0;1.0;0.0;14.0;1.0;0.0;0.0;13.0;0.0;14.0;0.0;0.0;13.0;0.0;54.0;46.0;31.0;1.0;4.0;0.0;0.0;21.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;46.0;114.0;4.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;3.0;2.0;1.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;3.0;0.0;33.0;1.0;0.0;1.0;0.0;3.0;0.0;1.0;33.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;False;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;1.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;0.0;1.0;2.0;4.0;1.0;0.0;0.0;2.0;33.0;1.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;33.0;1.0;0.0;0.0;3.0;1.0;1.0;1.0;1.0;0.0;33.0;0.0;0.0;1.0;4.0;1.0;4.0;3.0;4.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;2.0;33.0;0.0;0.0;1.0;0.0
0.0;0.0;4.242640687119285;2.5035688811888406;0.0;8.0;0.0;2.1213203435596424;3.0;0.0;7.375;1.0;0.0;8.0;8.0;0.0;17.324116139070412;0.0;4.25;0.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;7.5;0.75;112.0;0.0;0.0;8.0;0.0;3.0;0.25;8.0;14.0;0.0;12.0;0.125;0.0;0.75;0.0;0.0;0.0;0.0;14.495689014324224;41.0;0.0;0.0;1.0;8.0;2.5;0.0;2.5;39.597979746446654;0.0;8.0;2.0;False;0.0;2.0;0.0;3.0;0.0;8.0;0.0;0.3535533905932738;0.0;8.0;8.0;4.5;8.0;1.0;49.0;0.0;0.0;2.1213203435596424;8.0;0.0;0.0;5.125;12.0;0.625;8.0;2.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;1.5;1.0;2.0;2.2038926600773587;0.0;8.0;2.625;0.0;0.0;2.8284271247461903;6.0;0.0;0.0;2.3260942125619692;0.0;0.0;8.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;8.0;6.125;11.25;0.0;0.0;5.0;0.0;0.0;0.0;8.0;0.0;1.7677669529663689;3.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.625;1.0;0.0;0.0;0.0;0.0;8.0;2.449489742783178;0.0;0.0;8.0;0.0;0.0;4.1035698744246725;8.0;8.0;7.0;0.0;0.0;0.0;8.0;0.7071067811865476
0.0;0.0;1.7888543819998322;2.4899799195977463;0.0;5.0;0.0;0.0;3.0;0.0;5.6;1.0;0.0;5.0;5.0;0.0;12.96919426949878;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;77.0;0.0;0.0;5.0;0.0;3.0;0.0;5.0;15.4;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;11.627553482998906;26.0;0.0;0.0;1.0;5.0;1.0;0.0;2.0;34.435446853496764;0.0;5.0;1.0;False;0.0;0.0;0.0;1.8;0.0;5.0;0.0;0.0;0.0;5.0;5.0;2.0;7.0;1.0;29.0;0.0;0.0;2.23606797749979;5.0;0.0;0.0;5.2;11.0;0.0;5.0;2.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.8;1.0;2.0;1.0954451150103324;0.0;5.0;1.8;0.0;0.0;2.23606797749979;0.0;0.0;0.0;1.0954451150103324;0.0;0.0;5.0;3.0;5.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;5.0;5.8;8.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.8;1.0;0.0;0.0;0.0;0.0;4.0;1.4142135623730951;0.0;0.0;5.0;0.0;0.0;3.714835124201342;5.0;5.0;6.0;0.0;0.0;0.0;5.0;0.0
0.0;0.0;3.5355339059327378;0.0;0.0;2.0;0.0;0.0;3.0;0.0;3.5;1.0;0.0;2.0;2.0;0.0;8.48528137423857;0.5;1.0;3.0;0.0;0.0;4.5;0.0;1.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;3.5;0.0;42.0;1.5;0.0;2.0;0.0;3.25;0.0;2.0;21.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.242640687119285;6.0;1.5;0.0;1.0;2.0;1.0;0.0;1.0;29.698484809834994;1.0;2.0;1.0;False;0.0;0.0;0.0;1.0;0.5;2.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;1.0;12.0;0.0;0.0;1.4142135623730951;2.0;0.0;0.0;3.0;4.0;0.0;2.0;2.0;9.0;2.0;0.5;0.7071067811865476;1.25;10.5;2.0;0.0;0.0;2.5;1.0;2.0;0.0;0.0;2.0;1.0;0.25;0.0;1.4142135623730951;0.0;31.5;1.0;0.0;1.0;0.0;2.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;6.0;3.75;0.0;0.0;0.0;0.0;0.0;3.75;2.0;0.0;0.0;1.0;0.0;2.5;0.75;0.0;1.0;0.0;1.5;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.5;0.7071067811865476;2.0;2.0;2.0;21.0;0.0;0.0;2.0;0.0
0.0;0.0;3.5355339059327378;0.0;0.0;2.0;0.0;0.0;3.0;0.0;3.5;1.0;0.0;2.0;2.0;0.0;8.48528137423857;0.5;1.0;3.0;0.0;0.0;4.5;0.0;1.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;3.5;0.0;41.0;1.5;0.0;2.0;0.0;3.25;0.0;2.0;20.5;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.242640687119285;6.0;1.5;0.0;1.0;2.0;1.0;0.0;1.0;28.991378028648448;1.0;2.0;1.0;False;0.0;0.0;0.0;1.0;0.5;2.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;1.0;12.0;0.0;0.0;1.4142135623730951;2.0;0.0;0.0;3.0;4.0;0.0;2.0;2.0;9.0;2.0;0.5;0.7071067811865476;1.25;10.25;2.0;0.0;0.0;2.5;1.0;2.0;0.0;0.0;2.0;1.0;0.25;0.0;1.4142135623730951;0.0;30.75;1.0;0.0;1.0;0.0;2.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;6.0;3.75;0.0;0.0;0.0;0.0;0.0;3.75;2.0;0.0;0.0;1.0;0.0;2.5;0.75;0.0;1.0;0.0;1.5;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.5;0.7071067811865476;2.0;2.0;2.0;20.5;0.0;0.0;2.0;0.0
0.0;0.0;3.5355339059327378;0.0;0.0;2.0;0.0;0.0;3.0;0.0;3.5;1.0;0.0;2.0;2.0;0.0;8.48528137423857;0.5;1.0;3.0;0.0;0.0;4.5;0.0;1.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;3.5;0.0;41.0;1.5;0.0;2.0;0.0;3.25;0.0;2.0;20.5;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.242640687119285;6.0;1.5;0.0;1.0;2.0;1.0;0.0;1.0;28.991378028648448;1.0;2.0;1.0;False;0.0;0.0;0.0;1.0;0.5;2.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;1.0;12.0;0.0;0.0;1.4142135623730951;2.0;0.0;0.0;3.0;4.0;0.0;2.0;2.0;9.0;2.0;0.5;0.7071067811865476;1.25;10.25;2.0;0.0;0.0;2.5;1.0;2.0;0.0;0.0;2.0;1.0;0.25;0.0;1.4142135623730951;0.0;30.75;1.0;0.0;1.0;0.0;2.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;6.0;3.75;0.0;0.0;0.0;0.0;0.0;3.75;2.0;0.0;0.0;1.0;0.0;2.5;0.75;0.0;1.0;0.0;1.5;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.5;0.7071067811865476;2.0;2.0;2.0;20.5;0.0;0.0;2.0;0.0
0.0;0.0;3.5355339059327378;0.0;0.0;2.0;0.0;0.0;3.0;0.0;3.5;1.0;0.0;2.0;2.0;0.0;8.48528137423857;0.5;1.0;3.0;0.0;0.0;4.5;0.0;1.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;3.5;0.0;41.0;1.5;0.0;2.0;0.0;3.25;0.0;2.0;20.5;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.242640687119285;6.0;1.5;0.0;1.0;2.0;1.0;0.0;1.0;28.991378028648448;1.0;2.0;1.0;False;0.0;0.0;0.0;1.0;0.5;2.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;1.0;12.0;0.0;0.0;1.4142135623730951;2.0;0.0;0.0;3.0;4.0;0.0;2.0;2.0;9.0;2.0;0.5;0.7071067811865476;1.25;10.25;2.0;0.0;0.0;2.5;1.0;2.0;0.0;0.0;2.0;1.0;0.25;0.0;1.4142135623730951;0.0;30.75;1.0;0.0;1.0;0.0;2.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;6.0;3.75;0.0;0.0;0.0;0.0;0.0;3.75;2.0;0.0;0.0;1.0;0.0;2.5;0.75;0.0;1.0;0.0;1.5;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.5;0.7071067811865476;2.0;2.0;2.0;20.5;0.0;0.0;2.0;0.0
