blamemerge_blamegetDifficulty_count;FileLength_std;MethodLength_std;Difficulty;FileLength_25%;blamemerge_blamegetDifficulty_std;blamemerge_blamegetVocabulary_count;NumberOfDistinctOperators;blame_merge_blame_getDifficulty_std;blamemerge_blamegetEffort_count;FileLength_min;blamemerge_blamegetEffort_mean;blamemerge_blamegetVolume_mean;blamemerge_blamegetVocabulary_max;FileLength_50%;blame_merge_blame_getVolume_mean;blamemerge_blamegetEffort_max;MethodLength_mean;AnonymousInnerClassLength_max;FileLength_max;MethodLength_max;blamemerge_blamegetLength_mean;blame_merge_blame_getLength_max;Length;Bugged;blame_merge_blame_getVolume_std;blame_merge_blame_getVocabulary_count;TotalNumberOfOperands;blame_merge_blame_getEffort_max;blame_merge_blame_getVolume_min;blame_merge_blame_getDifficulty_count;TotalNumberOfOperators;blamemerge_blamegetLength_max;blame_merge_blame_getVocabulary_std;blame_merge_blame_getVocabulary_max;Vocabulary;blame_merge_blame_getEffort_min;MethodLength_25%;blamemerge_blamegetVolume_max;AnonymousInnerClassLength_count;blame_merge_blame_getDifficulty_min;blamemerge_blamegetLength_count;blame_merge_blame_getLength_mean;blame_merge_blame_getEffort_mean;AnonymousInnerClassLength_75%;FileLength_count;blamemerge_blamegetVocabulary_mean;blame_merge_blame_getEffort_std;Volume;AnonymousInnerClassLength_std;AnonymousInnerClassLength_mean;blamemerge_blamegetVolume_count;blame_merge_blame_getVolume_max;blame_merge_blame_getLength_min;MethodLength_min;blamemerge_blamegetVolume_std;blamemerge_blamegetLength_std;Effort;blame_merge_blame_getDifficulty_mean;AnonymousInnerClassLength_min;blamemerge_blamegetVocabulary_std;blame_merge_blame_getLength_count;blame_merge_blame_getVolume_count;FileLength_mean;MethodLength_75%;AnonymousInnerClassLength_50%;blame_merge_blame_getVocabulary_mean;blamemerge_blamegetDifficulty_max;FileLength_75%;blamemerge_blamegetEffort_std;blame_merge_blame_getEffort_count;AnonymousInnerClassLength_25%;MethodLength_50%;blame_merge_blame_getVocabulary_min;blame_merge_blame_getDifficulty_max;blame_merge_blame_getLength_std;MethodLength_count;NumberOfDistinctOperands;blamemerge_blamegetDifficulty_mean
681.0;0.0;0.0;8.25;48.0;0.6697580458849607;681.0;11.0;0.0;681.0;48.0;7.377945861256891;5.241849027141306;9.0;48.0;0.0;60.0;3.0;0.0;48.0;3.0;2.1277533039647576;0.0;84.0;False;0.0;0.0;39.0;0.0;0.0;0.0;45.0;13.0;0.0;0.0;37.0;0.0;3.0;41.20902501875006;1.0;0.0;681.0;0.0;0.0;0.0;1.0;1.908957415565345;0.0;437.5940827128318;0.0;0.0;681.0;0.0;0.0;3.0;10.03841622027587;3.3470543376305626;3610.1511823808632;0.0;0.0;2.7913615062327595;0.0;0.0;48.0;3.0;0.0;0.0;2.5;48.0;15.92952452629998;0.0;0.0;3.0;0.0;0.0;0.0;1.0;26.0;0.3935389133627019
512.0;0.0;0.0;5.775;41.0;0.5415967851894019;512.0;11.0;0.0;512.0;41.0;3.939664517913041;2.8244045068280585;9.0;41.0;0.0;50.532388597036885;3.0;0.0;41.0;3.0;1.306640625;0.0;53.0;False;0.0;0.0;21.0;0.0;0.0;0.0;32.0;13.0;0.0;0.0;31.0;0.0;3.0;41.20902501875006;1.0;0.0;512.0;0.0;0.0;0.0;1.0;1.142578125;0.0;262.5724044505044;0.0;0.0;512.0;0.0;0.0;3.0;7.863616340430638;2.6882572148111765;1516.355635701663;0.0;0.0;2.1227459770592736;0.0;0.0;41.0;3.0;0.0;0.0;2.0;41.0;11.260395777646966;0.0;0.0;3.0;0.0;0.0;0.0;1.0;20.0;0.2353515625
2130.0;41.60251471689217;0.2773500981126146;31.86206896551724;0.0;0.4792471840550082;2130.0;24.0;0.0;2130.0;0.0;18.28349313792998;11.6391621702847;13.0;0.0;0.0;207.22462421590117;3.0769230769230766;0.0;150.0;4.0;4.848826291079813;0.0;358.0;False;0.0;0.0;154.0;0.0;0.0;0.0;204.0;19.0;0.0;0.0;82.0;0.0;3.0;68.11428751370197;13.0;0.0;2130.0;0.0;0.0;0.0;13.0;4.700938967136152;0.0;2276.0036176532744;0.0;0.0;2130.0;0.0;0.0;3.0;8.579238674902697;2.37859979748258;72518.18423143537;0.0;0.0;1.955649416855346;0.0;0.0;11.538461538461537;3.0;0.0;0.0;4.0;0.0;19.983670452237853;0.0;0.0;3.0;0.0;0.0;0.0;13.0;58.0;1.2838419405320811
636.0;0.0;0.0;61.23076923076921;215.0;1.2659153011712352;636.0;36.0;0.0;636.0;215.0;68.39500922079864;24.38436028466084;19.0;215.0;0.0;441.78446139813286;153.0;0.0;215.0;153.0;7.663522012578618;0.0;1006.0;False;0.0;0.0;398.0;0.0;0.0;0.0;608.0;26.0;0.0;0.0;153.0;0.0;153.0;110.44611534953322;1.0;0.0;636.0;0.0;0.0;0.0;1.0;6.226415094339623;0.0;7300.9321697488085;0.0;0.0;636.0;0.0;0.0;153.0;25.780840750236248;6.542892243837987;447041.6928553885;0.0;0.0;4.577142151803792;0.0;0.0;215.0;153.0;0.0;0.0;4.666666666666667;215.0;93.82113439617964;0.0;0.0;153.0;0.0;0.0;0.0;1.0;117.0;1.673401467505241
305.0;68.12733176437582;18.14754345175493;38.20754716981132;0.0;1.3384838220598425;305.0;25.0;0.0;305.0;0.0;43.77483400646052;15.137029467499227;16.0;0.0;0.0;548.1181356564149;23.33333333333333;0.0;118.0;44.0;5.144262295081966;0.0;439.0;False;0.0;0.0;162.0;0.0;0.0;0.0;277.0;33.0;0.0;0.0;78.0;0.0;13.0;109.62362713128296;3.0;0.0;305.0;0.0;0.0;0.0;3.0;3.6098360655737705;0.0;2759.2915740805265;0.0;0.0;305.0;0.0;0.0;10.0;23.360160223849334;6.919569041526263;105425.76297194467;0.0;0.0;3.9530844435420227;0.0;0.0;39.333333333333336;30.0;0.0;0.0;5.0;59.0;93.11731439048786;0.0;0.0;16.0;0.0;0.0;0.0;3.0;53.0;1.0880601092896176
3590.0;81.33265027035577;8.480790619028955;71.2804054054054;0.0;1.2831705198041514;3590.0;39.0;0.0;3590.0;0.0;78.70035854385941;26.47011155442373;16.0;0.0;0.0;484.45443385545633;9.066666666666666;0.0;315.0;29.0;8.377994428969359;0.0;1391.0;False;0.0;0.0;541.0;0.0;0.0;0.0;850.0;31.0;0.0;0.0;187.0;0.0;3.0;121.11360846386408;15.0;0.0;3590.0;0.0;0.0;0.0;15.0;6.789136490250696;0.0;10497.730193703703;0.0;0.0;3590.0;0.0;0.0;3.0;24.461717813413447;6.188594961330031;748282.464043765;0.0;0.0;4.179697787208895;0.0;0.0;21.0;16.5;0.0;0.0;4.8;0.0;94.98880077282122;0.0;0.0;3.0;0.0;0.0;0.0;15.0;148.0;1.9771935933147635
79.0;39.597979746446654;0.0;10.0;14.0;0.5513254513686466;79.0;12.0;0.0;79.0;0.0;7.241128070867767;4.700226598955784;14.0;28.0;0.0;188.2105312878608;0.0;0.0;56.0;0.0;1.5316455696202531;0.0;121.0;False;0.0;0.0;65.0;0.0;0.0;0.0;56.0;17.0;0.0;0.0;51.0;0.0;0.0;60.91767875292166;2.0;0.0;79.0;0.0;0.0;0.0;2.0;1.2151898734177216;0.0;686.363466378551;0.0;0.0;79.0;0.0;0.0;0.0;13.467298913559999;4.009077657970768;6863.63466378551;0.0;0.0;3.0829177242111268;0.0;0.0;28.0;0.0;0.0;0.0;3.5;42.0;26.722182198161683;0.0;0.0;0.0;0.0;0.0;0.0;2.0;39.0;0.1962025316455696
857.0;86.2670273047588;25.45584412271571;36.53846153846154;30.5;0.9433836042047355;857.0;25.0;0.0;857.0;0.0;93.86951726000416;36.8742143875783;18.0;61.0;0.0;376.7897564570768;30.0;0.0;122.0;48.0;11.47607934655776;0.0;630.0;False;0.0;0.0;266.0;0.0;0.0;0.0;364.0;26.0;0.0;0.0;116.0;0.0;21.0;106.27403387250885;2.0;0.0;857.0;0.0;0.0;0.0;2.0;8.397899649941658;0.0;4320.52802693037;0.0;0.0;857.0;0.0;0.0;12.0;17.327283794069285;4.659148325090338;157865.44713784047;0.0;0.0;3.282870477802962;0.0;0.0;61.0;39.0;0.0;0.0;4.2;91.5;58.31651598554786;0.0;0.0;30.0;0.0;0.0;0.0;2.0;91.0;2.1595921289911955
783.0;0.0;0.0;9.777777777777779;39.0;0.41086916297338777;783.0;12.0;0.0;783.0;39.0;4.380468712086147;3.9277272428704735;12.0;39.0;0.0;104.60752504759633;3.0;0.0;39.0;3.0;1.5312899106002549;0.0;90.0;False;0.0;0.0;44.0;0.0;0.0;0.0;46.0;19.0;0.0;0.0;39.0;0.0;3.0;68.11428751370197;1.0;0.0;783.0;0.0;0.0;0.0;1.0;1.1966794380587484;0.0;475.6861996976024;0.0;0.0;783.0;0.0;0.0;3.0;11.779023789954872;3.635745981983873;4651.153952598779;0.0;0.0;2.583072816356953;0.0;0.0;39.0;3.0;0.0;0.0;3.0;39.0;14.049443713840434;0.0;0.0;3.0;0.0;0.0;0.0;1.0;27.0;0.15261813537675606
444.0;0.0;0.0;20.78125;77.0;1.241628310722405;444.0;19.0;0.0;444.0;77.0;75.64161823997937;28.74686494442721;12.0;77.0;0.0;184.36950003708802;20.0;0.0;77.0;20.0;9.43018018018018;0.0;239.0;False;0.0;0.0;105.0;0.0;0.0;0.0;134.0;19.0;0.0;0.0;67.0;0.0;20.0;68.11428751370197;1.0;0.0;444.0;0.0;0.0;0.0;1.0;6.331081081081082;0.0;1449.7953165194074;0.0;0.0;444.0;0.0;0.0;20.0;23.012726105985216;6.743416752168088;30128.55892141893;0.0;0.0;3.4642094857783707;0.0;0.0;77.0;20.0;0.0;0.0;4.0;77.0;72.74309506284204;0.0;0.0;20.0;0.0;0.0;0.0;1.0;48.0;1.9788046975546976
1106.0;77.81516561699267;13.538833036861046;47.0;0.0;1.255097182161738;1106.0;31.0;0.0;1106.0;0.0;50.82132140899663;19.408003885498445;20.0;0.0;0.0;496.62673521191635;15.4;0.0;174.0;34.0;6.209764918625679;0.0;858.0;False;0.0;0.0;376.0;0.0;0.0;0.0;482.0;25.0;0.0;0.0;155.0;0.0;3.0;108.04820237218406;5.0;0.0;1106.0;0.0;0.0;0.0;5.0;5.06871609403255;0.0;6242.9147397252955;0.0;0.0;1106.0;0.0;0.0;3.0;24.476161077256798;6.351351766825207;293416.99276708893;0.0;0.0;4.80203365449181;0.0;0.0;34.8;24.0;0.0;0.0;5.0625;0.0;89.41814581749821;0.0;0.0;13.0;0.0;0.0;0.0;5.0;124.0;1.3565237592927466
84.0;0.0;0.0;3.3928571428571432;0.0;0.2706608855638037;84.0;5.0;0.0;84.0;0.0;3.4586702385456767;3.6659852470177614;10.0;0.0;0.0;49.82892142331044;0.0;0.0;0.0;0.0;1.25;0.0;35.0;False;0.0;0.0;19.0;0.0;0.0;0.0;16.0;15.0;0.0;0.0;19.0;0.0;0.0;49.82892142331044;0.0;0.0;84.0;0.0;0.0;0.0;0.0;0.9285714285714286;0.0;148.67746297052548;0.0;0.0;84.0;0.0;0.0;0.0;11.932921504560769;3.6926335004539372;504.44139222142576;0.0;0.0;2.5778748802940283;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;11.842114802575507;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.08928571428571429
756.0;0.0;0.0;3.3928571428571432;0.0;0.2692231017652922;756.0;5.0;0.0;756.0;0.0;3.4586702385456767;3.6659852470177614;10.0;0.0;0.0;49.82892142331044;0.0;0.0;0.0;0.0;1.25;0.0;35.0;False;0.0;0.0;19.0;0.0;0.0;0.0;16.0;15.0;0.0;0.0;19.0;0.0;0.0;49.82892142331044;0.0;0.0;756.0;0.0;0.0;0.0;0.0;0.9285714285714286;0.0;148.67746297052548;0.0;0.0;756.0;0.0;0.0;0.0;11.869532362932755;3.6730177787003706;504.44139222142576;0.0;0.0;2.5641808929646217;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;11.779208037278455;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.08928571428571429
7452.0;122.31291836923852;16.642051998982634;78.72839506172839;0.0;1.206902245055524;7452.0;42.0;0.0;7452.0;0.0;29.82279996178507;12.435655133535569;16.0;0.0;0.0;553.6782928268609;20.3;0.0;547.0;74.0;4.406468062265164;0.0;2456.0;False;0.0;0.0;911.0;0.0;0.0;0.0;1545.0;31.0;0.0;0.0;285.0;0.0;10.5;107.24238017775623;20.0;0.0;7452.0;0.0;0.0;0.0;20.0;3.572866344605475;0.0;20028.233275831968;0.0;0.0;7452.0;0.0;0.0;3.0;19.51322753679971;5.520593919052961;1576790.6617281537;0.0;0.0;3.9150390818738376;0.0;0.0;27.35;24.5;0.0;0.0;7.875;0.0;70.36121672768496;0.0;0.0;14.5;0.0;0.0;0.0;20.0;243.0;0.7953224445978069
340.0;67.88225099390856;6.363961030678928;31.45212765957447;24.0;1.2678451461865423;340.0;27.0;0.0;340.0;0.0;47.421931820610546;22.14916199621008;16.0;48.0;0.0;373.00432358862207;23.5;0.0;96.0;28.0;6.879411764705884;0.0;517.0;False;0.0;0.0;219.0;0.0;0.0;0.0;298.0;20.0;0.0;0.0;121.0;0.0;21.25;76.14709844115208;2.0;0.0;340.0;0.0;0.0;0.0;2.0;5.208823529411765;0.0;3577.0522936709667;0.0;0.0;340.0;0.0;0.0;19.0;24.32972424950179;6.804920977165415;112505.90538551287;0.0;0.0;4.911059558431906;0.0;0.0;48.0;25.75;0.0;0.0;5.6;72.0;70.67937193135809;0.0;0.0;23.5;0.0;0.0;0.0;2.0;94.0;1.0294117647058822
318.0;35.333333333333336;0.0;23.448275862068964;0.0;1.269744233254033;318.0;17.0;0.0;318.0;0.0;29.05494723229577;10.51338582283306;18.0;0.0;0.0;562.9398751947123;3.0;0.0;106.0;3.0;3.726415094339623;0.0;395.0;False;0.0;0.0;160.0;0.0;0.0;0.0;235.0;24.0;0.0;0.0;75.0;0.0;3.0;100.07820003461548;9.0;0.0;318.0;0.0;0.0;0.0;9.0;3.2169811320754715;0.0;2460.383382745873;0.0;0.0;318.0;0.0;0.0;3.0;17.84922891263043;4.972859498055974;57691.74828507564;0.0;0.0;3.937215585596784;0.0;0.0;11.777777777777779;3.0;0.0;0.0;5.625;0.0;72.99770894567216;0.0;0.0;3.0;0.0;0.0;0.0;9.0;58.0;0.8242924528301887
646.0;0.0;0.0;8.947368421052632;38.0;0.4343419053889157;646.0;10.0;0.0;646.0;38.0;4.396537955763237;3.7808951150653036;10.0;38.0;0.0;60.0;3.0;0.0;38.0;3.0;1.3560371517027865;0.0;68.0;False;0.0;0.0;34.0;0.0;0.0;0.0;34.0;15.0;0.0;0.0;29.0;0.0;3.0;49.82892142331044;1.0;0.0;646.0;0.0;0.0;0.0;1.0;1.023219814241486;0.0;330.3427076686749;0.0;0.0;646.0;0.0;0.0;3.0;11.90366381647124;3.684055621441325;2955.6979107197235;0.0;0.0;2.5887807141037102;0.0;0.0;38.0;3.0;0.0;0.0;2.5;38.0;13.169800314344124;0.0;0.0;3.0;0.0;0.0;0.0;1.0;19.0;0.14086687306501547
437.0;40.30508652763321;0.0;24.066666666666666;14.25;1.0097818285802371;437.0;19.0;0.0;437.0;0.0;19.705225819948364;8.839250139141164;13.0;28.5;0.0;185.02198590705456;7.0;0.0;57.0;7.0;3.034324942791762;0.0;162.0;False;0.0;0.0;76.0;0.0;0.0;0.0;86.0;16.0;0.0;0.0;49.0;0.0;7.0;59.207035490257475;2.0;0.0;437.0;0.0;0.0;0.0;2.0;2.7185354691075516;0.0;909.582994746664;0.0;0.0;437.0;0.0;0.0;7.0;15.660179191305742;4.565146461535592;21890.63074023637;0.0;0.0;3.9586103641767383;0.0;0.0;28.5;7.0;0.0;0.0;3.125;42.75;41.7262985071519;0.0;0.0;7.0;0.0;0.0;0.0;2.0;30.0;0.6029666557698594
346.0;0.0;0.0;16.88888888888889;51.0;0.7780067240039072;346.0;19.0;0.0;346.0;51.0;16.07753390759035;9.282773267302757;18.0;51.0;0.0;300.23460010384645;12.0;0.0;51.0;12.0;3.1329479768786133;0.0;201.0;False;0.0;0.0;96.0;0.0;0.0;0.0;105.0;24.0;0.0;0.0;73.0;0.0;12.0;100.07820003461548;1.0;0.0;346.0;0.0;0.0;0.0;1.0;2.4566473988439306;0.0;1244.1547363348836;0.0;0.0;346.0;0.0;0.0;12.0;18.610590991195835;5.293661616804362;21012.3911025447;0.0;0.0;3.9496283850078715;0.0;0.0;51.0;12.0;0.0;0.0;4.0;51.0;47.02303867552354;0.0;0.0;12.0;0.0;0.0;0.0;1.0;54.0;0.3901734104046243
3510.0;132.49943396105508;11.935474668213056;94.34634146341465;0.0;1.369927617605924;3510.0;42.0;0.0;3510.0;0.0;43.56074368789178;15.410717713943901;18.0;0.0;0.0;468.8268714730223;18.3;0.0;419.0;36.0;5.12962962962963;0.0;2255.0;True;0.0;0.0;921.0;0.0;0.0;0.0;1334.0;24.0;0.0;0.0;247.0;0.0;9.0;100.07820003461548;10.0;0.0;3510.0;0.0;0.0;0.0;10.0;4.257264957264957;0.0;17923.568107223447;0.0;0.0;3510.0;0.0;0.0;3.0;23.0694299648797;6.003704055641197;1691023.0768868716;0.0;0.0;4.609043909895896;0.0;0.0;41.9;28.0;0.0;0.0;6.0;0.0;89.15723419418165;0.0;0.0;16.0;0.0;0.0;0.0;10.0;205.0;1.0088176638176638
392.0;34.648232278140824;0.0;16.818181818181817;12.25;0.8379285936116908;392.0;15.0;0.0;392.0;0.0;14.313589166425748;8.438426772515976;12.0;24.5;0.0;215.09775004326943;3.0;0.0;49.0;3.0;2.9387755102040822;0.0;144.0;False;0.0;0.0;74.0;0.0;0.0;0.0;70.0;17.0;0.0;0.0;48.0;0.0;3.0;58.81033751683406;2.0;0.0;392.0;0.0;0.0;0.0;2.0;2.4285714285714284;0.0;804.2346001038466;0.0;0.0;392.0;0.0;0.0;3.0;15.999680941552345;4.784493979514712;13525.763729019236;0.0;0.0;3.663604084083116;0.0;0.0;24.5;3.0;0.0;0.0;4.0;36.75;35.95825745056942;0.0;0.0;3.0;0.0;0.0;0.0;2.0;33.0;0.4387755102040816
1239.0;58.689862838483435;12.825755338380661;47.70967741935484;0.0;1.3766876552496092;1239.0;29.0;0.0;1239.0;0.0;44.09233123020587;16.634113445575974;17.0;0.0;0.0;668.5714285714286;11.25;0.0;166.0;41.0;5.300242130750607;0.0;938.0;False;0.0;0.0;408.0;0.0;0.0;0.0;530.0;26.0;0.0;0.0;153.0;0.0;3.0;104.0;8.0;0.0;1239.0;0.0;0.0;0.0;8.0;4.188861985472155;0.0;6807.4297964457055;0.0;0.0;1239.0;0.0;0.0;3.0;24.196048112046398;6.532156690076892;324780.2796433291;0.0;0.0;4.785530011633526;0.0;0.0;20.75;12.5;0.0;0.0;6.428571428571429;0.0;94.11315756091;0.0;0.0;7.0;0.0;0.0;0.0;8.0;124.0;0.9167973404050884
1468.0;0.0;0.0;10.25;42.0;0.5851444650785511;1468.0;14.0;0.0;1468.0;42.0;5.386090882490471;3.910997706115887;10.0;42.0;0.0;60.0;3.0;0.0;42.0;3.0;1.4598092643051772;0.0;84.0;False;0.0;0.0;41.0;0.0;0.0;0.0;43.0;15.0;0.0;0.0;42.0;0.0;3.0;49.82892142331044;1.0;0.0;1468.0;0.0;0.0;0.0;1.0;1.2288828337874658;0.0;452.9546635134159;0.0;0.0;1468.0;0.0;0.0;3.0;10.438431938752347;3.366565301131893;4642.785301012513;0.0;0.0;2.648081370994463;0.0;0.0;42.0;3.0;0.0;0.0;2.5;42.0;14.202703607649367;0.0;0.0;3.0;0.0;0.0;0.0;1.0;28.0;0.2244550408719346
4176.0;63.87543681706943;11.124668163960743;65.58227848101266;0.0;1.1147542875534642;4176.0;33.0;0.0;4176.0;0.0;18.423413014854574;7.444213282778237;16.0;0.0;0.0;435.8883839482994;9.714285714285714;0.0;239.0;37.0;2.875478927203065;0.0;879.0;False;0.0;0.0;314.0;0.0;0.0;0.0;565.0;24.0;0.0;0.0;112.0;0.0;3.25;84.0;14.0;0.0;4176.0;0.0;0.0;0.0;14.0;2.4348659003831417;0.0;5983.6649764886315;0.0;0.0;4176.0;0.0;0.0;3.0;15.37495487752706;4.432359208571358;392422.3828251597;0.0;0.0;3.3050237037897015;0.0;0.0;17.071428571428573;7.0;0.0;0.0;6.666666666666668;0.0;59.106600170330076;0.0;0.0;5.5;0.0;0.0;0.0;14.0;79.0;0.5780172413793104
2279.0;45.52821303124232;3.68288424521276;38.525;0.0;0.9514765455694956;2279.0;23.0;0.0;2279.0;0.0;11.933039301654356;6.712365262657312;12.0;0.0;0.0;268.87218755408674;4.818181818181818;0.0;151.0;15.0;2.6647652479157524;0.0;491.0;False;0.0;0.0;201.0;0.0;0.0;0.0;290.0;15.0;0.0;0.0;83.0;0.0;3.0;53.77443751081736;11.0;0.0;2279.0;0.0;0.0;0.0;11.0;2.261079420798596;0.0;3130.1443607913397;0.0;0.0;2279.0;0.0;0.0;3.0;12.651373538659445;3.956406472128299;120588.81149948634;0.0;0.0;3.0706959674630565;0.0;0.0;13.727272727272727;4.0;0.0;0.0;5.0;0.0;28.344244865049767;0.0;0.0;3.0;0.0;0.0;0.0;11.0;60.0;0.4989213105163083
1430.0;0.0;0.0;16.0;45.0;0.6456321765472324;1430.0;20.0;0.0;1430.0;45.0;7.016593859026259;4.048853193699731;13.0;45.0;0.0;190.30832836154187;8.0;0.0;45.0;8.0;1.4405594405594406;0.0;118.0;False;0.0;0.0;56.0;0.0;0.0;0.0;62.0;15.0;0.0;0.0;55.0;0.0;8.0;55.506595772116384;1.0;0.0;1430.0;0.0;0.0;0.0;1.0;1.1797202797202797;0.0;682.2004461959099;0.0;0.0;1430.0;0.0;0.0;8.0;11.747300905715413;3.609377370851061;10915.207139134558;0.0;0.0;2.817620738440612;0.0;0.0;45.0;8.0;0.0;0.0;3.75;45.0;24.759465249433628;0.0;0.0;8.0;0.0;0.0;0.0;1.0;35.0;0.2053696303696304
1576.0;74.24621202458749;40.30508652763321;35.7;26.25;1.1325014404488565;1576.0;28.0;0.0;1576.0;0.0;21.450544643723735;8.73833037874905;13.0;52.5;0.0;387.4563412873773;31.5;0.0;105.0;60.0;3.142766497461929;0.0;388.0;False;0.0;0.0;153.0;0.0;0.0;0.0;235.0;21.0;0.0;0.0;88.0;0.0;17.25;72.64806399138325;2.0;0.0;1576.0;0.0;0.0;0.0;2.0;2.5818527918781724;0.0;2506.259468031272;0.0;0.0;1576.0;0.0;0.0;3.0;16.254040174136968;4.8091762511524045;89473.46300871641;0.0;0.0;3.634704065580547;0.0;0.0;52.5;45.75;0.0;0.0;5.333333333333333;78.75;57.8875306151626;0.0;0.0;31.5;0.0;0.0;0.0;2.0;60.0;0.6042724196277496
539.0;28.29016319029166;0.5773502691896258;11.785714285714285;0.0;1.161295761046616;539.0;15.0;0.0;539.0;0.0;15.95763097466968;6.065866597975662;13.0;0.0;0.0;424.62545765669034;3.333333333333333;0.0;49.0;4.0;2.326530612244898;0.0;114.0;False;0.0;0.0;44.0;0.0;0.0;0.0;70.0;17.0;0.0;0.0;43.0;0.0;3.0;62.90747520839857;3.0;0.0;539.0;0.0;0.0;0.0;3.0;2.061224489795918;0.0;618.5941820360391;0.0;0.0;539.0;0.0;0.0;3.0;12.583134670708606;3.8388860034738066;7290.574288281891;0.0;0.0;3.1354133834629194;0.0;0.0;16.333333333333332;3.5;0.0;0.0;6.75;24.5;60.71251333704228;0.0;0.0;3.0;0.0;0.0;0.0;3.0;28.0;0.5459183673469388
2688.0;65.0;10.783217413081207;44.738255033557046;0.0;1.205117736579926;2688.0;33.0;0.0;2688.0;0.0;30.349183172452825;13.003607804856815;17.0;0.0;0.0;465.9707639025387;10.555555555555557;0.0;195.0;36.0;4.427083333333333;0.0;1006.0;True;0.0;0.0;404.0;0.0;0.0;0.0;602.0;25.0;0.0;0.0;182.0;0.0;3.0;89.85848369899594;9.0;0.0;2688.0;0.0;0.0;0.0;9.0;3.4538690476190474;0.0;7552.841408039889;0.0;0.0;2688.0;0.0;0.0;3.0;20.371214493357588;5.779205962811883;337900.94514089864;0.0;0.0;4.134160600556831;0.0;0.0;21.66666666666667;13.0;0.0;0.0;6.0;0.0;67.69250823119192;0.0;0.0;5.0;0.0;0.0;0.0;9.0;149.0;0.7702626149891775
2688.0;0.0;0.0;44.738255033557046;0.0;1.205117736579926;2688.0;33.0;0.0;2688.0;0.0;30.349183172452825;13.003607804856815;17.0;0.0;0.0;465.9707639025387;0.0;0.0;0.0;0.0;4.427083333333333;0.0;1006.0;True;0.0;0.0;404.0;0.0;0.0;0.0;602.0;25.0;0.0;0.0;182.0;0.0;0.0;89.85848369899594;0.0;0.0;2688.0;0.0;0.0;0.0;0.0;3.4538690476190474;0.0;7552.841408039889;0.0;0.0;2688.0;0.0;0.0;0.0;20.371214493357588;5.779205962811883;337900.94514089864;0.0;0.0;4.134160600556831;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;67.69250823119192;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0;0.7702626149891775
2263.0;103.5;24.42676128074835;66.62626262626263;0.0;1.210659790682139;2263.0;34.0;0.0;2263.0;0.0;31.56897752490489;13.972422804481823;16.0;0.0;0.0;799.2949791184758;35.0;0.0;207.0;68.0;4.593460008837826;0.0;1012.0;False;0.0;0.0;388.0;0.0;0.0;0.0;624.0;26.0;0.0;0.0;133.0;0.0;25.5;104.0;4.0;0.0;2263.0;0.0;0.0;0.0;4.0;3.553689792311092;0.0;7139.945824727205;0.0;0.0;2263.0;0.0;0.0;9.0;20.658772668408407;5.9961667392630575;475707.905655562;0.0;0.0;4.30672097712589;0.0;0.0;51.75;41.0;0.0;0.0;9.0;51.75;64.67876027087631;0.0;0.0;31.5;0.0;0.0;0.0;4.0;99.0;0.7789522967826106
200.0;0.0;0.0;14.921052631578947;50.0;0.9116439872624866;200.0;18.0;0.0;200.0;50.0;13.96515223100869;7.201663236750063;13.0;50.0;0.0;190.30832836154187;4.0;0.0;50.0;4.0;2.48;0.0;124.0;False;0.0;0.0;63.0;0.0;0.0;0.0;61.0;15.0;0.0;0.0;56.0;0.0;4.0;55.506595772116384;1.0;0.0;200.0;0.0;0.0;0.0;1.0;2.1;0.0;720.1120103351428;0.0;0.0;200.0;0.0;0.0;4.0;14.205436406277284;4.352507508096935;10744.82920684279;0.0;0.0;3.5768659255340047;0.0;0.0;50.0;4.0;0.0;0.0;3.75;50.0;35.72013280510719;0.0;0.0;4.0;0.0;0.0;0.0;1.0;38.0;0.4235714285714286
1341.0;52.32399067349508;4.086563348340509;32.3125;0.0;1.1151102388915377;1341.0;22.0;0.0;1341.0;0.0;30.77524009048239;14.734002737509007;16.0;0.0;0.0;337.58546975577417;9.2;0.0;117.0;16.0;5.059656972408651;0.0;509.0;False;0.0;0.0;235.0;0.0;0.0;0.0;274.0;19.0;0.0;0.0;102.0;0.0;7.0;76.0;5.0;0.0;1341.0;0.0;0.0;0.0;5.0;4.3355704697986575;0.0;3396.2644990634913;0.0;0.0;1341.0;0.0;0.0;6.0;17.7505970745124;5.088561025975818;109741.79662598908;0.0;0.0;4.068718791391932;0.0;0.0;23.4;10.0;0.0;0.0;4.666666666666667;0.0;53.94627126268196;0.0;0.0;7.0;0.0;0.0;0.0;5.0;80.0;0.9489187173750931
