NumberOfAncestors;NumberPublicMethods;NumberOfInheritedMethods;NumberOfSubclasses;NumberUserDefinedAttributes;NumberOfMethods_Mood;NumberOfPolymorphicMethods;Cohesion;NumberOfAttributes;Bugged;NumberOfPrivateAttributes;NumberOfPublicAttributes;NumberOfCoupledClasses;NumberOfProtectedAttributes
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;44.0;0.0;0.0;0.0;44.0;44.0;0.0;1.0;True;0.0;1.0;0.0;0.0
0.0;41.0;0.0;0.0;0.0;43.0;41.0;0.027906976744186046;5.0;False;5.0;0.0;0.0;0.0
0.0;41.0;0.0;0.0;0.0;43.0;41.0;0.027906976744186046;5.0;False;5.0;0.0;0.0;0.0
0.0;41.0;0.0;0.0;0.0;43.0;41.0;0.027906976744186046;5.0;False;5.0;0.0;0.0;0.0
0.0;41.0;0.0;0.0;0.0;43.0;41.0;0.027906976744186046;5.0;False;5.0;0.0;0.0;0.0
0.0;41.0;0.0;0.0;0.0;43.0;41.0;0.027906976744186046;5.0;False;5.0;0.0;0.0;0.0
0.0;41.0;0.0;0.0;0.0;43.0;41.0;0.027906976744186046;5.0;False;5.0;0.0;0.0;0.0
0.0;41.0;0.0;0.0;0.0;43.0;41.0;0.027906976744186046;5.0;False;5.0;0.0;0.0;0.0
0.0;41.0;0.0;0.0;0.0;43.0;41.0;0.027906976744186046;5.0;False;5.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;False;0.0;0.0;0.0;0.0
0.0;17.0;0.0;0.0;0.0;17.0;17.0;0.12941176470588234;8.0;False;8.0;0.0;0.0;0.0
0.0;37.0;0.0;0.0;0.0;38.0;38.0;0.02631578947368421;2.0;False;0.0;0.0;0.0;2.0
0.0;37.0;0.0;0.0;0.0;38.0;38.0;0.02631578947368421;2.0;False;0.0;0.0;0.0;2.0
0.0;7.0;0.0;0.0;0.0;7.0;3.0;0.17857142857142858;3.0;True;2.0;0.0;0.0;1.0
0.0;15.0;0.0;0.0;0.0;15.0;15.0;0.0;0.0;True;0.0;0.0;0.0;0.0
0.0;10.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;15.0;0.0;0.0;0.0;16.0;15.0;0.0625;2.0;True;2.0;0.0;0.0;0.0
0.0;15.0;0.0;0.0;0.0;16.0;15.0;0.0625;2.0;True;2.0;0.0;0.0;0.0
0.0;15.0;0.0;0.0;0.0;16.0;15.0;0.0625;2.0;True;2.0;0.0;0.0;0.0
0.0;15.0;0.0;0.0;0.0;16.0;15.0;0.0625;2.0;True;2.0;0.0;0.0;0.0
0.0;15.0;0.0;0.0;0.0;16.0;15.0;0.0625;2.0;True;2.0;0.0;0.0;0.0
0.0;15.0;0.0;0.0;0.0;16.0;15.0;0.0625;2.0;True;2.0;0.0;0.0;0.0
0.0;15.0;0.0;0.0;0.0;16.0;15.0;0.0625;2.0;True;2.0;0.0;0.0;0.0
0.0;15.0;0.0;0.0;0.0;16.0;15.0;0.0625;2.0;True;2.0;0.0;0.0;0.0
0.0;15.0;0.0;0.0;0.0;16.0;15.0;0.0625;2.0;True;2.0;0.0;0.0;0.0
0.0;15.0;0.0;0.0;0.0;16.0;15.0;0.0625;2.0;True;2.0;0.0;0.0;0.0
0.0;15.0;0.0;0.0;0.0;16.0;15.0;0.0625;2.0;True;2.0;0.0;0.0;0.0
0.0;5.0;0.0;0.0;0.0;5.0;5.0;0.0;1.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;4.0;0.0;0.0;0.0;4.0;4.0;0.0;1.0;False;1.0;0.0;0.0;0.0
0.0;4.0;0.0;0.0;0.0;4.0;4.0;0.0;1.0;False;1.0;0.0;0.0;0.0
0.0;7.0;0.0;0.0;1.0;7.0;7.0;0.0;4.0;True;4.0;0.0;1.0;0.0
0.0;7.0;0.0;0.0;0.0;7.0;7.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;9.0;0.0;0.0;0.0;9.0;0.0;0.2222222222222222;2.0;False;2.0;0.0;0.0;0.0
0.0;9.0;0.0;0.0;0.0;9.0;9.0;0.0;0.0;True;0.0;0.0;0.0;0.0
0.0;9.0;0.0;0.0;0.0;9.0;9.0;0.0;0.0;True;0.0;0.0;0.0;0.0
0.0;4.0;0.0;0.0;0.0;4.0;4.0;0.0;1.0;False;0.0;1.0;0.0;0.0
0.0;4.0;0.0;0.0;0.0;4.0;4.0;0.0;1.0;False;0.0;1.0;0.0;0.0
0.0;9.0;0.0;0.0;0.0;10.0;9.0;0.1;0.0;False;0.0;0.0;0.0;0.0
0.0;9.0;0.0;0.0;0.0;10.0;10.0;0.1;1.0;True;1.0;0.0;0.0;0.0
0.0;9.0;0.0;0.0;0.0;10.0;10.0;0.1;1.0;True;1.0;0.0;0.0;0.0
0.0;9.0;0.0;0.0;0.0;10.0;10.0;0.1;1.0;True;1.0;0.0;0.0;0.0
0.0;9.0;0.0;0.0;0.0;10.0;10.0;0.1;1.0;True;1.0;0.0;0.0;0.0
0.0;9.0;0.0;0.0;0.0;10.0;10.0;0.1;1.0;True;1.0;0.0;0.0;0.0
0.0;9.0;0.0;0.0;0.0;10.0;10.0;0.1;1.0;True;1.0;0.0;0.0;0.0
0.0;5.0;0.0;0.0;0.0;5.0;5.0;0.2;0.0;False;0.0;0.0;0.0;0.0
0.0;5.0;0.0;0.0;0.0;5.0;5.0;0.2;0.0;False;0.0;0.0;0.0;0.0
0.0;15.0;0.0;0.0;0.0;15.0;15.0;0.16666666666666666;1.0;False;0.0;1.0;0.0;0.0
0.0;15.0;0.0;0.0;0.0;15.0;15.0;0.16666666666666666;1.0;False;0.0;1.0;0.0;0.0
0.0;15.0;0.0;0.0;0.0;15.0;15.0;0.16666666666666666;1.0;False;0.0;1.0;0.0;0.0
0.0;15.0;0.0;0.0;0.0;15.0;15.0;0.16666666666666666;1.0;False;0.0;1.0;0.0;0.0
0.0;3.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;3.0;0.0;0.0;0.0;3.0;1.0;0.3333333333333333;0.0;False;0.0;0.0;0.0;0.0
0.0;3.0;0.0;0.0;0.0;3.0;1.0;0.3333333333333333;0.0;False;0.0;0.0;0.0;0.0
0.0;3.0;0.0;0.0;0.0;3.0;1.0;0.3333333333333333;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;2.0;1.0;1.0;1.0;2.0;False;0.0;2.0;0.0;0.0
0.0;2.0;0.0;0.0;0.0;4.0;1.0;0.25;2.0;False;2.0;0.0;0.0;0.0
0.0;3.0;0.0;0.0;0.0;5.0;3.0;0.2;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;7.0;0.0;0.2857142857142857;0.0;False;0.0;0.0;0.0;0.0
0.0;4.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;4.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;4.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;10.0;0.0;0.0;0.0;11.0;10.0;0.3181818181818182;7.0;False;7.0;0.0;0.0;0.0
0.0;10.0;0.0;0.0;0.0;10.0;10.0;0.0;1.0;False;0.0;1.0;0.0;0.0
0.0;10.0;0.0;0.0;0.0;10.0;10.0;0.0;1.0;False;0.0;1.0;0.0;0.0
0.0;10.0;0.0;0.0;0.0;10.0;10.0;0.0;1.0;False;0.0;1.0;0.0;0.0
0.0;10.0;0.0;0.0;0.0;10.0;10.0;0.0;1.0;False;0.0;1.0;0.0;0.0
0.0;10.0;0.0;0.0;0.0;10.0;10.0;0.0;1.0;False;0.0;1.0;0.0;0.0
0.0;10.0;0.0;0.0;0.0;10.0;10.0;0.0;1.0;False;0.0;1.0;0.0;0.0
0.0;10.0;0.0;0.0;0.0;10.0;10.0;0.0;1.0;False;0.0;1.0;0.0;0.0
0.0;10.0;0.0;0.0;0.0;10.0;10.0;0.0;1.0;False;0.0;1.0;0.0;0.0
0.0;12.0;0.0;0.0;0.0;12.0;12.0;0.2777777777777778;3.0;False;3.0;0.0;0.0;0.0
0.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;3.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;True;0.0;0.0;0.0;0.0
0.0;3.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;True;0.0;0.0;0.0;0.0
0.0;3.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;True;0.0;0.0;0.0;0.0
0.0;3.0;0.0;0.0;0.0;3.0;3.0;0.0;3.0;True;3.0;0.0;0.0;0.0
0.0;7.0;0.0;0.0;0.0;7.0;7.0;0.0;3.0;True;3.0;0.0;0.0;0.0
