Bugged;MHF;MIF;Aa;AIF;AHF
False;0.0;0.0;0.0;0.0;0.0
True;0.0;0.0;0.0;0.0;0.0
False;0.75;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;1.0;0.0;1.0;0.0;0.0
False;1.0;0.0;3.0;0.0;1.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.7857142859999999;0.0;15.0;0.0;0.133333333
False;0.7857142859999999;0.0;15.0;0.0;0.133333333
False;0.0;0.0;0.0;0.0;0.0
False;1.0;0.0;1.0;0.0;0.0
False;0.107142857;0.0;18.0;0.0;0.111111111
False;0.107142857;0.0;18.0;0.0;0.111111111
False;1.0;0.0;3.0;0.0;0.0
False;1.0;0.0;8.0;0.0;0.0
False;1.0;0.0;1.0;0.0;0.0
False;0.5;0.0;2.0;0.0;0.0
False;1.0;0.0;3.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.846153846;0.0;4.0;0.0;0.25
False;1.0;0.0;2.0;0.0;0.0
False;0.75;0.0;3.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;1.0;0.0;1.0;0.0;0.0
False;1.0;0.0;1.0;0.0;0.0
False;1.0;0.0;2.0;0.0;0.0
False;0.28571428600000004;0.0;7.0;0.0;0.0
False;0.133333333;0.0;4.0;0.0;0.75
False;0.105263158;0.0;4.0;0.0;0.0
False;0.5;0.0;2.0;0.0;0.0
False;0.625;0.0;5.0;0.0;0.0
False;1.0;0.0;3.0;0.0;0.0
False;0.923076923;0.0;5.0;0.0;0.0
False;0.2;0.0;9.0;0.0;0.111111111
