MethodLength_50%;TotalNumberOfOperators;blamemerge_blamegetEffort_mean;blamemerge_blamegetVocabulary_max;blame_merge_blame_getVolume_std;blamemerge_blamegetVolume_std;FileLength_min;blame_merge_blame_getEffort_count;blame_merge_blame_getLength_mean;blame_merge_blame_getLength_max;FileLength_50%;blame_merge_blame_getVolume_min;FileLength_count;FileLength_25%;blamemerge_blamegetVolume_mean;AnonymousInnerClassLength_50%;blame_merge_blame_getVolume_max;Difficulty;blame_merge_blame_getEffort_max;blame_merge_blame_getDifficulty_min;TotalNumberOfOperands;blame_merge_blame_getVocabulary_std;blame_merge_blame_getLength_min;blamemerge_blamegetVocabulary_mean;blame_merge_blame_getVocabulary_count;blame_merge_blame_getDifficulty_count;MethodLength_count;MethodLength_max;blamemerge_blamegetLength_max;FileLength_75%;blame_merge_blame_getVolume_mean;blamemerge_blamegetDifficulty_mean;MethodLength_std;blamemerge_blamegetDifficulty_max;blame_merge_blame_getDifficulty_max;Length;blame_merge_blame_getDifficulty_std;AnonymousInnerClassLength_max;blamemerge_blamegetEffort_std;blame_merge_blame_getVolume_count;Vocabulary;FileLength_max;AnonymousInnerClassLength_std;MethodLength_75%;blame_merge_blame_getEffort_mean;NumberOfDistinctOperands;blamemerge_blamegetVolume_max;blamemerge_blamegetEffort_count;AnonymousInnerClassLength_min;blame_merge_blame_getEffort_std;blame_merge_blame_getEffort_min;NumberOfDistinctOperators;blame_merge_blame_getLength_std;AnonymousInnerClassLength_mean;blamemerge_blamegetDifficulty_std;AnonymousInnerClassLength_25%;blamemerge_blamegetLength_count;blamemerge_blamegetDifficulty_count;blamemerge_blamegetVolume_count;FileLength_std;blame_merge_blame_getVocabulary_min;blame_merge_blame_getLength_count;blame_merge_blame_getDifficulty_mean;Volume;AnonymousInnerClassLength_75%;blame_merge_blame_getVocabulary_mean;blamemerge_blamegetLength_mean;MethodLength_mean;blame_merge_blame_getVocabulary_max;MethodLength_min;FileLength_mean;Effort;MethodLength_25%;Bugged;blamemerge_blamegetVocabulary_std;AnonymousInnerClassLength_count;blamemerge_blamegetVocabulary_count;blamemerge_blamegetLength_std;blamemerge_blamegetEffort_max
0.0;375.0;51.61586026223448;19.0;0.0;22.45448928797508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.125934991610386;0.0;0.0;39.696969696969695;0.0;0.0;262.0;0.0;0.0;4.8201923076923086;0.0;0.0;0.0;0.0;24.0;0.0;0.0;1.3888554692434;0.0;4.571428571428571;0.0;637.0;0.0;0.0;80.34098572236822;0.0;129.0;0.0;0.0;0.0;0.0;99.0;101.95026032264605;30160.0;0.0;0.0;0.0;30.0;0.0;0.0;1.3730786319648105;0.0;30160.0;30160.0;30160.0;0.0;0.0;0.0;0.0;4466.151761704613;0.0;0.0;5.786903183023872;0.0;0.0;0.0;0.0;177292.69114645585;0.0;False;4.713369574230428;0.0;30160.0;6.086343995708951;375.06149717841777
3.0;375.0;51.61586026223448;19.0;0.0;22.45448928797508;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;18.125934991610386;0.0;0.0;39.696969696969695;0.0;0.0;262.0;0.0;0.0;4.8201923076923086;0.0;0.0;6.0;31.0;24.0;0.0;0.0;1.3888554692434;11.214573851318056;4.571428571428571;0.0;637.0;0.0;0.0;80.34098572236822;0.0;129.0;139.0;0.0;8.25;0.0;99.0;101.95026032264605;30160.0;0.0;0.0;0.0;30.0;0.0;0.0;1.3730786319648105;0.0;30160.0;30160.0;30160.0;56.74651237447696;0.0;0.0;0.0;4466.151761704613;0.0;0.0;5.786903183023872;8.833333333333334;0.0;3.0;23.16666666666667;177292.69114645585;3.0;False;4.713369574230428;6.0;30160.0;6.086343995708951;375.06149717841777
3.0;1468.0;75.6045446817444;19.0;0.0;26.201819548263874;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;26.90334713836963;0.0;0.0;73.80165289256199;0.0;0.0;940.0;0.0;0.0;6.387798381701361;0.0;0.0;1.0;3.0;27.0;0.0;0.0;1.7505164555881556;0.0;7.0;0.0;2408.0;0.0;0.0;99.89284949782817;0.0;280.0;0.0;0.0;3.0;0.0;242.0;108.0;79219.0;0.0;0.0;0.0;38.0;0.0;0.0;1.3021201198263992;0.0;79219.0;79219.0;79219.0;0.0;0.0;0.0;0.0;19575.31350480348;0.0;0.0;8.421893737613452;3.0;0.0;3.0;0.0;1444690.4925445875;3.0;False;4.439572775821782;1.0;79219.0;6.881998690400264;624.8571428571429
11.5;1468.0;75.6045446817444;19.0;0.0;26.201819548263874;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;26.90334713836963;0.0;0.0;73.80165289256199;0.0;0.0;940.0;0.0;0.0;6.387798381701361;0.0;0.0;10.0;94.0;27.0;0.0;0.0;1.7505164555881556;31.582167964427853;7.0;0.0;2408.0;0.0;0.0;99.89284949782817;0.0;280.0;356.0;0.0;18.0;0.0;242.0;108.0;79219.0;0.0;0.0;0.0;38.0;0.0;0.0;1.3021201198263992;0.0;79219.0;79219.0;79219.0;112.57708470199431;0.0;0.0;0.0;19575.31350480348;0.0;0.0;8.421893737613452;23.9;0.0;3.0;35.6;1444690.4925445875;5.0;False;4.439572775821782;10.0;79219.0;6.881998690400264;624.8571428571429
0.0;1468.0;75.6045446817444;19.0;0.0;26.201819548263874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.90334713836963;0.0;0.0;73.80165289256199;0.0;0.0;940.0;0.0;0.0;6.387798381701361;0.0;0.0;0.0;0.0;27.0;0.0;0.0;1.7505164555881556;0.0;7.0;0.0;2408.0;0.0;0.0;99.89284949782817;0.0;280.0;0.0;0.0;0.0;0.0;242.0;108.0;79219.0;0.0;0.0;0.0;38.0;0.0;0.0;1.3021201198263992;0.0;79219.0;79219.0;79219.0;0.0;0.0;0.0;0.0;19575.31350480348;0.0;0.0;8.421893737613452;0.0;0.0;0.0;0.0;1444690.4925445875;0.0;False;4.439572775821782;0.0;79219.0;6.881998690400264;624.8571428571429
33.0;570.0;46.10845880277977;19.0;0.0;16.696691518376845;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;20.233956190866888;0.0;0.0;49.3804347826087;0.0;0.0;413.0;0.0;0.0;5.813563271964577;0.0;0.0;3.0;52.0;23.0;81.5;0.0;1.5842130816437503;19.502136635080102;6.0;0.0;983.0;0.0;0.0;53.71470454146235;0.0;171.0;163.0;0.0;42.5;0.0;138.0;85.83671966625714;4291.0;0.0;0.0;0.0;33.0;0.0;0.0;1.1108326786954492;0.0;4291.0;4291.0;4291.0;94.108093877909;0.0;0.0;0.0;7291.749022132839;0.0;0.0;6.91120950827313;32.666666666666664;0.0;13.0;54.33333333333334;360069.7370385814;23.0;False;3.53724276676656;3.0;4291.0;4.6518204778553045;387.1759500778849
0.0;551.0;57.809218830864275;17.0;0.0;19.133259245193507;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.629942457719842;0.0;0.0;61.08411214953271;0.0;0.0;344.0;0.0;0.0;5.132654915500637;0.0;0.0;0.0;0.0;23.0;0.0;0.0;1.6529120479738324;0.0;7.5;0.0;895.0;0.0;0.0;89.4913881166615;0.0;145.0;0.0;0.0;0.0;0.0;107.0;94.01164534875782;27515.0;0.0;0.0;0.0;38.0;0.0;0.0;1.7003432509804912;0.0;27515.0;27515.0;27515.0;0.0;0.0;0.0;0.0;6426.018635563366;0.0;0.0;5.7674722878429945;0.0;0.0;0.0;0.0;392527.64300973975;0.0;False;4.353575161654398;0.0;27515.0;5.271498823949259;485.4377525623444
49.5;551.0;57.809218830864275;17.0;0.0;19.133259245193507;0.0;0.0;0.0;0.0;82.5;0.0;2.0;41.25;17.629942457719842;0.0;0.0;61.08411214953271;0.0;0.0;344.0;0.0;0.0;5.132654915500637;0.0;0.0;2.0;96.0;23.0;123.75;0.0;1.6529120479738324;65.76093065034893;7.5;0.0;895.0;0.0;0.0;89.4913881166615;0.0;145.0;165.0;0.0;72.75;0.0;107.0;94.01164534875782;27515.0;0.0;0.0;0.0;38.0;0.0;0.0;1.7003432509804912;0.0;27515.0;27515.0;27515.0;116.67261889578036;0.0;0.0;0.0;6426.018635563366;0.0;0.0;5.7674722878429945;49.5;0.0;3.0;82.5;392527.64300973975;26.25;False;4.353575161654398;2.0;27515.0;5.271498823949259;485.4377525623444
5.0;64.0;13.312854742336752;13.0;0.0;13.223123877271938;46.0;0.0;0.0;0.0;46.0;0.0;1.0;46.0;6.438643188517194;0.0;0.0;13.125;0.0;0.0;49.0;0.0;0.0;1.996763754045308;0.0;0.0;1.0;5.0;16.0;46.0;0.0;0.4724919093851133;0.0;4.0;0.0;113.0;0.0;0.0;34.03499571753098;0.0;43.0;46.0;0.0;5.0;0.0;28.0;59.207035490257475;309.0;0.0;0.0;0.0;15.0;0.0;0.0;0.9099311041954667;0.0;309.0;309.0;309.0;0.0;0.0;0.0;0.0;613.1679172813369;0.0;0.0;2.29126213592233;5.0;0.0;5.0;46.0;8047.828914317549;5.0;False;3.3502261814292367;1.0;309.0;4.041901638633272;207.22462421590117
0.0;21.0;5.369156263863134;12.0;0.0;9.776413700758084;0.0;0.0;0.0;0.0;21.5;0.0;2.0;10.75;3.205001612096585;0.0;0.0;6.617647058823527;0.0;0.0;25.0;0.0;0.0;0.9534883720930232;0.0;0.0;2.0;0.0;12.0;32.25;0.0;0.1744186046511628;0.0;2.5;0.0;46.0;0.0;0.0;19.132516300258924;0.0;26.0;43.0;0.0;0.0;0.0;17.0;43.01955000865388;43.0;0.0;0.0;0.0;9.0;0.0;0.0;0.5332260412566111;0.0;43.0;43.0;43.0;30.405591591021548;0.0;0.0;0.0;216.22022703449025;0.0;0.0;1.069767441860465;0.0;0.0;0.0;21.5;1430.86914949295;0.0;False;2.7425525855278288;2.0;43.0;3.065905823090068;107.54887502163471
10.0;1242.0;71.82145997705803;21.0;0.0;27.040959730760946;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;26.878275528261124;0.0;0.0;62.95774647887324;0.0;0.0;894.0;0.0;0.0;6.951130561633844;0.0;0.0;9.0;97.0;27.0;0.0;0.0;1.7389128764197144;33.98529093593286;5.0;0.0;2136.0;0.0;0.0;105.95843130990316;0.0;324.0;376.0;0.0;36.0;0.0;284.0;118.59257041502657;19194.0;0.0;0.0;0.0;40.0;0.0;0.0;1.1932813693463435;0.0;19194.0;19194.0;19194.0;125.33333333333331;0.0;0.0;0.0;17813.91960616156;0.0;0.0;8.388767323121808;29.0;0.0;2.0;41.77777777777778;1121524.2343597491;8.0;False;4.72145041453614;9.0;19194.0;6.405052494243328;454.6048532576017
0.0;27.0;0.6533627515263811;15.0;0.0;2.34465432426736;0.0;0.0;0.0;0.0;22.0;0.0;2.0;11.0;0.6169676708319781;0.0;0.0;6.8181818181818175;0.0;0.0;30.0;0.0;0.0;0.3029437336976773;0.0;0.0;2.0;0.0;15.0;33.0;0.0;0.07539436094895044;0.0;3.5;0.0;57.0;0.0;0.0;3.879470268827663;0.0;32.0;44.0;0.0;0.0;0.0;22.0;58.603358934127776;8051.0;0.0;0.0;0.0;10.0;0.0;0.0;0.2681279992153528;0.0;8051.0;8051.0;8051.0;31.11269837220809;0.0;0.0;0.0;285.0;0.0;0.0;0.30368898273506395;0.0;0.0;0.0;22.0;1943.1818181818185;0.0;False;1.0810691874315144;2.0;8051.0;1.0873913417388157;205.11175626944728
22.5;263.0;50.87655531587576;15.0;0.0;20.23310480101007;0.0;0.0;0.0;0.0;49.0;0.0;2.0;24.5;14.68526237379382;0.0;0.0;37.661971830985905;0.0;0.0;191.0;0.0;0.0;4.015219533559619;0.0;0.0;2.0;32.0;17.0;73.5;0.0;1.2678519289025143;13.435028842544405;5.625;0.0;454.0;0.0;0.0;89.37217314054153;0.0;99.0;98.0;0.0;27.25;0.0;71.0;62.90747520839857;18266.0;0.0;0.0;0.0;28.0;0.0;0.0;1.6715051749388423;0.0;18266.0;18266.0;18266.0;69.29646455628165;0.0;0.0;0.0;3009.7279055161425;0.0;0.0;4.574674258184605;22.5;0.0;13.0;49.0;113352.28759648115;17.75;False;4.7570586334445775;2.0;18266.0;5.696554514103799;353.8545480472419
3.0;81.0;20.501477858498106;13.0;0.0;12.621301937911007;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;8.73583502364097;0.0;0.0;17.307692307692307;0.0;0.0;50.0;0.0;0.0;2.753349875930521;0.0;0.0;3.0;5.0;14.0;23.5;0.0;0.8539081885856079;1.1547005383792517;5.25;0.0;131.0;0.0;0.0;32.24663573210582;0.0;44.0;47.0;0.0;4.0;0.0;26.0;51.806156053975286;12090.0;0.0;0.0;0.0;18.0;0.0;0.0;1.1440892361049355;0.0;12090.0;12090.0;12090.0;27.13546265191241;0.0;0.0;0.0;715.1855420414861;0.0;0.0;2.9993382961124886;3.6666666666666665;0.0;3.0;15.666666666666664;12378.21130456418;3.0;False;3.722490453306024;3.0;12090.0;4.101068204637564;207.22462421590117
14.5;6211.0;102.3755315889502;20.0;0.0;22.883643326888393;0.0;0.0;0.0;0.0;0.0;0.0;66.0;0.0;31.36433230741601;0.0;0.0;174.63032367972744;0.0;0.0;4184.0;0.0;0.0;7.813119750349977;0.0;0.0;66.0;116.0;32.0;0.0;0.0;2.338059560496893;19.585310369876254;11.0;0.0;10395.0;0.0;27.0;108.52216896635788;0.0;636.0;1434.0;3.323470256441984;22.0;0.0;587.0;130.79881092001088;137152.0;0.0;0.0;0.0;49.0;0.0;0.4090909090909091;1.5160918931765996;0.0;137152.0;137152.0;137152.0;176.5131980643631;0.0;0.0;0.0;96807.41832018088;0.0;0.0;9.455501924871676;18.01515151515152;0.0;3.0;21.727272727272727;16905510.795851965;4.0;False;4.310347107300107;66.0;137152.0;5.97749863723364;1438.7869201201197
10.0;2238.0;112.19802375675889;18.0;0.0;26.435743928709783;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;28.04613827005257;0.0;0.0;151.55172413793102;0.0;0.0;1465.0;0.0;0.0;7.292041214382633;0.0;0.0;25.0;72.0;29.0;0.0;0.0;2.4158616904164734;21.721878371816747;7.5;0.0;3703.0;0.0;0.0;158.30781132211501;0.0;245.0;593.0;0.0;21.0;0.0;203.0;118.53642239625988;47168.0;0.0;0.0;0.0;42.0;0.0;0.0;1.9107710817681165;0.0;47168.0;47168.0;47168.0;118.6;0.0;0.0;0.0;29389.370288126524;0.0;0.0;8.398087686567164;18.56;0.0;3.0;23.72;4454009.738493658;3.0;False;4.858504468051619;25.0;47168.0;6.4888391364854145;550.4301001903852
4.0;3374.0;40.93751863791217;21.0;0.0;20.93857809112049;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;16.227785222806318;0.0;0.0;112.30927835051548;0.0;0.0;2095.0;0.0;0.0;4.628624973434572;0.0;0.0;9.0;5.0;36.0;0.0;0.0;1.2440623507850943;0.6009252125773316;6.0;0.0;5469.0;0.0;0.0;67.89225961616589;0.0;537.0;0.0;0.0;4.0;0.0;485.0;158.12342722003538;103518.0;0.0;0.0;0.0;52.0;0.0;0.0;1.221098408470185;0.0;103518.0;103518.0;103518.0;0.0;0.0;0.0;0.0;49597.14840230222;0.0;0.0;5.470179099287081;4.111111111111111;0.0;3.0;0.0;5570219.945305984;4.0;False;4.078860345413496;9.0;103518.0;5.745286075775661;553.4319952701238
102.0;3374.0;40.93751863791217;21.0;0.0;20.93857809112049;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;16.227785222806318;0.0;0.0;112.30927835051548;0.0;0.0;2095.0;0.0;0.0;4.628624973434572;0.0;0.0;1.0;102.0;36.0;0.0;0.0;1.2440623507850943;0.0;6.0;0.0;5469.0;0.0;0.0;67.89225961616589;0.0;537.0;0.0;0.0;102.0;0.0;485.0;158.12342722003538;103518.0;0.0;0.0;0.0;52.0;0.0;0.0;1.221098408470185;0.0;103518.0;103518.0;103518.0;0.0;0.0;0.0;0.0;49597.14840230222;0.0;0.0;5.470179099287081;102.0;0.0;102.0;0.0;5570219.945305984;102.0;False;4.078860345413496;1.0;103518.0;5.745286075775661;553.4319952701238
5.0;3374.0;40.93751863791217;21.0;0.0;20.93857809112049;0.0;0.0;0.0;0.0;0.0;0.0;54.0;0.0;16.227785222806318;0.0;0.0;112.30927835051548;0.0;0.0;2095.0;0.0;0.0;4.628624973434572;0.0;0.0;54.0;66.0;36.0;0.0;0.0;1.2440623507850943;15.501222872794955;6.0;0.0;5469.0;0.0;0.0;67.89225961616589;0.0;537.0;1124.0;0.0;13.0;0.0;485.0;158.12342722003538;103518.0;0.0;0.0;0.0;52.0;0.0;0.0;1.221098408470185;0.0;103518.0;103518.0;103518.0;152.95702616046069;0.0;0.0;0.0;49597.14840230222;0.0;0.0;5.470179099287081;12.296296296296294;0.0;3.0;20.814814814814813;5570219.945305984;4.0;False;4.078860345413496;54.0;103518.0;5.745286075775661;553.4319952701238
21.0;1287.0;75.22201908732855;19.0;0.0;22.482846059051177;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;23.85605843346913;0.0;0.0;104.39024390243902;0.0;0.0;856.0;0.0;0.0;6.5125011901361525;0.0;0.0;15.0;45.0;28.0;0.0;0.0;1.9462032183754543;13.209664571639891;7.5;0.0;2143.0;0.0;7.0;92.03413526422315;0.0;204.0;338.0;2.294921930407801;29.0;0.0;164.0;118.9419703764204;52515.0;0.0;0.0;0.0;40.0;0.0;0.8666666666666667;1.61581609790149;0.0;52515.0;52515.0;52515.0;87.27122473454047;0.0;0.0;0.0;16442.007507844915;0.0;0.0;7.545139483956965;18.933333333333334;0.0;3.0;22.53333333333333;1716385.1739896643;7.5;False;4.514487187340583;15.0;52515.0;5.693103575474594;485.4377525623444
27.0;505.0;54.80627513982761;19.0;0.0;22.875159536102014;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;20.22336814967613;0.0;0.0;47.85;0.0;0.0;377.0;0.0;0.0;5.419315468293977;0.0;0.0;3.0;50.0;23.0;68.5;0.0;1.4341310692491378;19.139836293274122;5.0;0.0;882.0;0.0;0.0;67.10831706344524;0.0;163.0;137.0;0.0;38.5;0.0;130.0;97.70233280920246;18845.0;0.0;0.0;0.0;33.0;0.0;0.0;1.4209231328846743;0.0;18845.0;18845.0;18845.0;79.09698687897874;0.0;0.0;0.0;6481.578232031811;0.0;0.0;6.1614221278853805;29.66666666666667;0.0;12.0;45.66666666666666;310143.5184027222;19.5;False;5.170160008075497;3.0;18845.0;6.114978399826318;470.05822674378913
66.5;1333.0;114.14474065354023;19.0;0.0;23.790405629273486;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;29.870979112089444;0.0;0.0;85.28;0.0;0.0;832.0;0.0;0.0;7.254344391785152;0.0;0.0;4.0;114.0;26.0;78.5;0.0;2.4391535958775297;44.07096549884061;7.5;0.0;2165.0;0.0;0.0;118.48501703557213;0.0;241.0;314.0;0.0;91.5;0.0;200.0;104.0;35448.0;0.0;0.0;0.0;41.0;0.0;0.0;2.1834675941990107;0.0;35448.0;35448.0;35448.0;157.0;0.0;0.0;0.0;17131.405412937867;0.0;0.0;8.765092529902956;64.75;0.0;12.0;78.5;1460966.2536153411;39.75;False;5.1467554467578935;4.0;35448.0;6.448274533816518;470.05822674378913
3.0;470.0;54.080630854896725;19.0;0.0;22.639009280368022;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;16.97183570380026;0.0;0.0;57.62105263157895;0.0;0.0;322.0;0.0;0.0;4.927431237721022;0.0;0.0;1.0;3.0;26.0;0.0;0.0;1.5264247025758566;0.0;4.9;0.0;792.0;0.0;0.0;90.70437184312357;0.0;129.0;0.0;0.0;3.0;0.0;95.0;104.0;24432.0;0.0;0.0;0.0;34.0;0.0;0.0;1.4285399705666568;0.0;24432.0;24432.0;24432.0;0.0;0.0;0.0;0.0;5552.891986295217;0.0;0.0;5.278528159790438;3.0;0.0;3.0;0.0;319963.4813997897;3.0;False;5.080564700592402;1.0;24432.0;5.751201762865588;420.5448238309148
12.0;470.0;54.080630854896725;19.0;0.0;22.639009280368022;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;16.97183570380026;0.0;0.0;57.62105263157895;0.0;0.0;322.0;0.0;0.0;4.927431237721022;0.0;0.0;3.0;26.0;26.0;0.0;0.0;1.5264247025758566;11.590225767142474;4.9;0.0;792.0;0.0;0.0;90.70437184312357;0.0;129.0;0.0;0.0;19.0;0.0;95.0;104.0;24432.0;0.0;0.0;0.0;34.0;0.0;0.0;1.4285399705666568;0.0;24432.0;24432.0;24432.0;0.0;0.0;0.0;0.0;5552.891986295217;0.0;0.0;5.278528159790438;13.666666666666664;0.0;3.0;0.0;319963.4813997897;7.5;False;5.080564700592402;3.0;24432.0;5.751201762865588;420.5448238309148
3.0;470.0;54.080630854896725;19.0;0.0;22.639009280368022;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;16.97183570380026;0.0;0.0;57.62105263157895;0.0;0.0;322.0;0.0;0.0;4.927431237721022;0.0;0.0;1.0;3.0;26.0;0.0;0.0;1.5264247025758566;0.0;4.9;0.0;792.0;0.0;0.0;90.70437184312357;0.0;129.0;0.0;0.0;3.0;0.0;95.0;104.0;24432.0;0.0;0.0;0.0;34.0;0.0;0.0;1.4285399705666568;0.0;24432.0;24432.0;24432.0;0.0;0.0;0.0;0.0;5552.891986295217;0.0;0.0;5.278528159790438;3.0;0.0;3.0;0.0;319963.4813997897;3.0;False;5.080564700592402;1.0;24432.0;5.751201762865588;420.5448238309148
6.0;470.0;54.080630854896725;19.0;0.0;22.639009280368022;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;16.97183570380026;0.0;0.0;57.62105263157895;0.0;0.0;322.0;0.0;0.0;4.927431237721022;0.0;0.0;1.0;6.0;26.0;0.0;0.0;1.5264247025758566;0.0;4.9;0.0;792.0;0.0;0.0;90.70437184312357;0.0;129.0;0.0;0.0;6.0;0.0;95.0;104.0;24432.0;0.0;0.0;0.0;34.0;0.0;0.0;1.4285399705666568;0.0;24432.0;24432.0;24432.0;0.0;0.0;0.0;0.0;5552.891986295217;0.0;0.0;5.278528159790438;6.0;0.0;6.0;0.0;319963.4813997897;6.0;False;5.080564700592402;1.0;24432.0;5.751201762865588;420.5448238309148
0.0;470.0;54.080630854896725;19.0;0.0;22.639009280368022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.97183570380026;0.0;0.0;57.62105263157895;0.0;0.0;322.0;0.0;0.0;4.927431237721022;0.0;0.0;0.0;0.0;26.0;0.0;0.0;1.5264247025758566;0.0;4.9;0.0;792.0;0.0;0.0;90.70437184312357;0.0;129.0;0.0;0.0;0.0;0.0;95.0;104.0;24432.0;0.0;0.0;0.0;34.0;0.0;0.0;1.4285399705666568;0.0;24432.0;24432.0;24432.0;0.0;0.0;0.0;0.0;5552.891986295217;0.0;0.0;5.278528159790438;0.0;0.0;0.0;0.0;319963.4813997897;0.0;False;5.080564700592402;0.0;24432.0;5.751201762865588;420.5448238309148
0.0;470.0;54.080630854896725;19.0;0.0;22.639009280368022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.97183570380026;0.0;0.0;57.62105263157895;0.0;0.0;322.0;0.0;0.0;4.927431237721022;0.0;0.0;0.0;0.0;26.0;0.0;0.0;1.5264247025758566;0.0;4.9;0.0;792.0;0.0;0.0;90.70437184312357;0.0;129.0;0.0;0.0;0.0;0.0;95.0;104.0;24432.0;0.0;0.0;0.0;34.0;0.0;0.0;1.4285399705666568;0.0;24432.0;24432.0;24432.0;0.0;0.0;0.0;0.0;5552.891986295217;0.0;0.0;5.278528159790438;0.0;0.0;0.0;0.0;319963.4813997897;0.0;False;5.080564700592402;0.0;24432.0;5.751201762865588;420.5448238309148
6.0;470.0;54.080630854896725;19.0;0.0;22.639009280368022;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;16.97183570380026;0.0;0.0;57.62105263157895;0.0;0.0;322.0;0.0;0.0;4.927431237721022;0.0;0.0;5.0;12.0;26.0;0.0;0.0;1.5264247025758566;3.6742346141747673;4.9;0.0;792.0;0.0;0.0;90.70437184312357;0.0;129.0;192.0;0.0;6.0;0.0;95.0;104.0;24432.0;0.0;0.0;0.0;34.0;0.0;0.0;1.4285399705666568;0.0;24432.0;24432.0;24432.0;85.86501033599194;0.0;0.0;0.0;5552.891986295217;0.0;0.0;5.278528159790438;6.0;0.0;3.0;38.4;319963.4813997897;3.0;False;5.080564700592402;5.0;24432.0;5.751201762865588;420.5448238309148
0.0;470.0;54.080630854896725;19.0;0.0;22.639009280368022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.97183570380026;0.0;0.0;57.62105263157895;0.0;0.0;322.0;0.0;0.0;4.927431237721022;0.0;0.0;0.0;0.0;26.0;0.0;0.0;1.5264247025758566;0.0;4.9;0.0;792.0;0.0;0.0;90.70437184312357;0.0;129.0;0.0;0.0;0.0;0.0;95.0;104.0;24432.0;0.0;0.0;0.0;34.0;0.0;0.0;1.4285399705666568;0.0;24432.0;24432.0;24432.0;0.0;0.0;0.0;0.0;5552.891986295217;0.0;0.0;5.278528159790438;0.0;0.0;0.0;0.0;319963.4813997897;0.0;False;5.080564700592402;0.0;24432.0;5.751201762865588;420.5448238309148
0.0;4338.0;174.0818155285134;21.0;0.0;32.84506751687996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.75154584596661;0.0;0.0;234.3525423728813;0.0;0.0;2659.0;0.0;0.0;8.330803773998216;0.0;0.0;0.0;0.0;34.0;0.0;0.0;2.983931438448755;0.0;7.5;0.0;6997.0;0.0;0.0;210.5816403886694;0.0;347.0;0.0;0.0;0.0;0.0;295.0;129.45006734995852;127822.0;0.0;0.0;0.0;52.0;0.0;0.0;2.2766782583656555;0.0;127822.0;127822.0;127822.0;0.0;0.0;0.0;0.0;59046.226592490086;0.0;0.0;10.587825256998013;0.0;0.0;0.0;0.0;13837633.319475286;0.0;False;5.183427355183506;0.0;127822.0;7.912097740907087;863.0004489997235
4.0;4338.0;174.0818155285134;21.0;0.0;32.84506751687996;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;36.75154584596661;0.0;0.0;234.3525423728813;0.0;0.0;2659.0;0.0;0.0;8.330803773998216;0.0;0.0;1.0;4.0;34.0;0.0;0.0;2.983931438448755;0.0;7.5;0.0;6997.0;0.0;0.0;210.5816403886694;0.0;347.0;0.0;0.0;4.0;0.0;295.0;129.45006734995852;127822.0;0.0;0.0;0.0;52.0;0.0;0.0;2.2766782583656555;0.0;127822.0;127822.0;127822.0;0.0;0.0;0.0;0.0;59046.226592490086;0.0;0.0;10.587825256998013;4.0;0.0;4.0;0.0;13837633.319475286;4.0;False;5.183427355183506;1.0;127822.0;7.912097740907087;863.0004489997235
10.0;4338.0;174.0818155285134;21.0;0.0;32.84506751687996;0.0;0.0;0.0;0.0;0.0;0.0;33.0;0.0;36.75154584596661;0.0;0.0;234.3525423728813;0.0;0.0;2659.0;0.0;0.0;8.330803773998216;0.0;0.0;33.0;144.0;34.0;0.0;0.0;2.983931438448755;36.040144914449854;7.5;0.0;6997.0;0.0;0.0;210.5816403886694;0.0;347.0;1170.0;0.0;39.0;0.0;295.0;129.45006734995852;127822.0;0.0;0.0;0.0;52.0;0.0;0.0;2.2766782583656555;0.0;127822.0;127822.0;127822.0;203.6708574681664;0.0;0.0;0.0;59046.226592490086;0.0;0.0;10.587825256998013;27.72727272727273;0.0;3.0;35.45454545454545;13837633.319475286;3.0;False;5.183427355183506;33.0;127822.0;7.912097740907087;863.0004489997235
