WMC_CK_count;NORM;DIT;WMC;WMC_CK_mean;NMIR;WMC_CK_50%;WMC_CK_min;WMC_CK_25%;WMC_CK_std;Bugged;NOCh;NMI;WMC_CK_75%;WMC_CK_max;NPM
0.0;0.0;1.0;47.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;13.0
22.0;0.0;1.0;47.0;3.4090909090909087;0.0;2.0;1.0;1.0;3.995939497481471;False;0.0;0.0;3.75;18.0;13.0
1.0;0.0;1.0;47.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;13.0
1.0;0.0;1.0;47.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;13.0
5.0;0.0;1.0;23.0;4.6;0.0;3.0;1.0;1.0;4.979959839195494;False;0.0;0.0;5.0;13.0;4.0
1.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;1.0
4.0;0.0;1.0;9.0;3.25;0.0;3.5;2.0;2.75;0.957427107756338;False;0.0;0.0;4.0;4.0;4.0
5.0;0.0;1.0;12.0;2.8;0.0;2.0;1.0;2.0;1.9235384061671343;False;0.0;0.0;3.0;6.0;1.0
14.0;0.0;1.0;20.0;1.8571428571428568;0.0;2.0;1.0;1.0;0.8644378215075665;True;0.0;0.0;2.0;4.0;10.0
0.0;0.0;1.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;10.0
2.0;0.0;1.0;5.0;2.5;0.0;2.5;1.0;1.75;2.1213203435596424;False;0.0;0.0;3.25;4.0;2.0
0.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;2.0
4.0;0.0;1.0;4.0;2.0;0.0;1.5;1.0;1.0;1.4142135623730951;False;0.0;0.0;2.5;4.0;2.0
10.0;0.0;1.0;31.0;3.3;0.0;2.0;1.0;2.0;2.4517567397911058;False;0.0;0.0;4.25;8.0;2.0
6.0;0.0;1.0;16.0;2.333333333333333;0.0;2.0;1.0;1.0;1.6329931618554518;False;0.0;0.0;3.0;5.0;6.0
8.0;0.0;1.0;17.0;2.0;0.0;1.5;1.0;1.0;1.1952286093343936;False;0.0;0.0;3.0;4.0;3.0
4.0;0.0;1.0;8.0;2.25;0.0;1.5;1.0;1.0;1.8929694486000912;False;0.0;0.0;2.75;5.0;4.0
4.0;0.0;1.0;19.0;4.75;0.0;4.0;2.0;2.75;3.0956959368344514;False;0.0;0.0;6.0;9.0;4.0
25.0;0.0;1.0;64.0;2.56;0.0;2.0;1.0;1.0;2.7398296784046026;False;0.0;0.0;3.0;14.0;22.0
2.0;0.0;1.0;8.0;4.0;0.0;4.0;1.0;2.5;4.242640687119285;False;0.0;0.0;5.5;7.0;2.0
1.0;0.0;1.0;3.0;2.0;0.0;2.0;2.0;2.0;0.0;False;0.0;0.0;2.0;2.0;1.0
10.0;0.0;1.0;19.0;1.9;0.0;1.0;1.0;1.0;2.846049894151541;False;0.0;0.0;1.0;10.0;10.0
39.0;0.0;1.0;54.0;1.4102564102564104;0.0;1.0;1.0;1.0;2.2445014534699865;True;0.0;0.0;1.0;15.0;37.0
2.0;0.0;1.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;2.0
2.0;0.0;1.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;2.0
1.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;1.0
1.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;1.0
2.0;0.0;1.0;4.0;1.5;0.0;1.5;1.0;1.25;0.7071067811865476;False;0.0;0.0;1.75;2.0;1.0
10.0;0.0;1.0;23.0;2.4;0.0;2.0;1.0;1.0;1.6465452046971292;False;0.0;0.0;3.0;6.0;7.0
4.0;0.0;1.0;4.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;4.0
5.0;0.0;1.0;12.0;2.2;0.0;2.0;1.0;2.0;1.095445115010332;False;0.0;0.0;2.0;4.0;5.0
11.0;0.0;1.0;41.0;4.545454545454546;0.0;4.0;1.0;1.0;3.7513633885198687;False;0.0;0.0;6.5;12.0;7.0
7.0;0.0;1.0;8.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;7.0
3.0;0.0;1.0;8.0;2.333333333333333;0.0;1.0;1.0;1.0;2.309401076758504;False;0.0;0.0;3.0;5.0;2.0
1.0;0.0;1.0;4.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
5.0;0.0;1.0;9.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;5.0
3.0;0.0;1.0;4.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
2.0;0.0;1.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;2.0
34.0;0.0;1.0;106.0;3.882352941176471;0.0;2.0;1.0;1.0;6.409106711652937;False;0.0;0.0;3.75;36.0;33.0
4.0;0.0;1.0;11.0;4.0;0.0;1.0;1.0;1.0;6.0;False;0.0;0.0;4.0;13.0;4.0
9.0;0.0;1.0;14.0;1.6666666666666667;0.0;1.0;1.0;1.0;1.0;False;0.0;0.0;2.0;4.0;9.0
3.0;0.0;1.0;5.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;1.0;3.0;1.5;0.0;1.5;1.0;1.25;0.7071067811865476;False;0.0;0.0;1.75;2.0;2.0
6.0;0.0;1.0;6.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;6.0
7.0;0.0;1.0;11.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;7.0
4.0;0.0;1.0;10.0;2.25;0.0;1.0;1.0;1.0;2.5;False;0.0;0.0;2.25;6.0;2.0
0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
4.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;1.0
9.0;0.0;0.0;0.0;1.2222222222222223;0.0;1.0;1.0;1.0;0.4409585518440984;False;0.0;0.0;1.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
5.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
5.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
3.0;0.0;0.0;0.0;1.3333333333333333;0.0;1.0;1.0;1.0;0.5773502691896257;False;0.0;0.0;1.5;2.0;0.0
6.0;0.0;0.0;0.0;1.1666666666666667;0.0;1.0;1.0;1.0;0.40824829046386296;False;0.0;0.0;1.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
