NumberOfInheritedMethods;NumberOfSubclasses;NumberOfCoupledClasses;Bugged;NumberOfMethods_Mood;NumberUserDefinedAttributes;NumberOfPublicAttributes;NumberOfPrivateAttributes;NumberOfAncestors;NumberOfAttributes;NumberOfProtectedAttributes;NumberOfPolymorphicMethods;NumberPublicMethods;Cohesion
0.0;0.0;0.0;False;8.0;0.0;2.0;0.0;0.0;4.0;2.0;8.0;8.0;0.1875
0.0;0.0;0.0;False;16.0;0.0;0.0;2.0;0.0;2.0;0.0;16.0;16.0;0.875
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.875
0.0;0.0;0.0;False;2.0;0.0;0.0;3.0;0.0;3.0;0.0;2.0;2.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;3.0;0.0;0.0;4.0;0.0;4.0;0.0;3.0;3.0;0.3333333333333333
0.0;0.0;2.0;False;16.0;2.0;0.0;7.0;0.0;7.0;0.0;12.0;8.0;0.16964285714285715
0.0;0.0;2.0;False;16.0;2.0;0.0;7.0;0.0;7.0;0.0;12.0;8.0;0.16964285714285715
0.0;0.0;2.0;False;16.0;2.0;0.0;7.0;0.0;7.0;0.0;12.0;8.0;0.16964285714285715
0.0;0.0;2.0;False;16.0;2.0;0.0;7.0;0.0;7.0;0.0;12.0;8.0;0.16964285714285715
0.0;0.0;2.0;False;27.0;2.0;1.0;12.0;0.0;13.0;0.0;23.0;20.0;0.1339031339031339
0.0;0.0;2.0;False;27.0;2.0;1.0;12.0;0.0;13.0;0.0;23.0;20.0;0.1339031339031339
0.0;0.0;2.0;False;27.0;2.0;1.0;12.0;0.0;13.0;0.0;23.0;20.0;0.1339031339031339
0.0;0.0;2.0;False;27.0;2.0;1.0;12.0;0.0;13.0;0.0;23.0;20.0;0.1339031339031339
0.0;0.0;0.0;False;10.0;0.0;0.0;1.0;0.0;1.0;0.0;10.0;10.0;0.4
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.0;False;1.0;1.0;0.0;2.0;0.0;2.0;0.0;1.0;1.0;1.0
0.0;0.0;1.0;False;2.0;1.0;0.0;2.0;0.0;2.0;0.0;2.0;2.0;0.5
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;4.0;0.0;0.0;2.0;0.0;2.0;0.0;4.0;4.0;0.25
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;2.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;2.0;0.5
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.0;False;14.0;1.0;0.0;2.0;0.0;2.0;0.0;14.0;14.0;0.3928571428571429
0.0;0.0;0.0;False;3.0;0.0;2.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0
0.0;0.0;0.0;False;11.0;0.0;4.0;1.0;0.0;5.0;0.0;11.0;11.0;0.20454545454545456
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.0;False;31.0;0.0;0.0;1.0;0.0;4.0;3.0;16.0;3.0;0.17548387096774193
0.0;0.0;1.0;False;31.0;0.0;0.0;1.0;0.0;4.0;3.0;16.0;3.0;0.17548387096774193
0.0;0.0;0.0;False;5.0;0.0;0.0;3.0;0.0;3.0;0.0;5.0;5.0;0.4
0.0;0.0;0.0;False;35.0;0.0;1.0;4.0;0.0;5.0;0.0;6.0;6.0;0.15194805194805194
0.0;0.0;0.0;False;35.0;0.0;1.0;4.0;0.0;5.0;0.0;6.0;6.0;0.15194805194805194
0.0;0.0;0.0;False;35.0;0.0;1.0;4.0;0.0;5.0;0.0;6.0;6.0;0.15194805194805194
0.0;0.0;0.0;False;6.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;2.0;0.5357142857142857
0.0;0.0;0.0;False;2.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;0.7272727272727273
0.0;0.0;0.0;False;2.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;0.7916666666666666
0.0;0.0;0.0;False;2.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;0.7916666666666666
0.0;0.0;0.0;False;2.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;0.7916666666666666
0.0;0.0;0.0;False;2.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;0.7272727272727273
0.0;0.0;0.0;False;26.0;0.0;12.0;1.0;0.0;14.0;1.0;25.0;26.0;0.05128205128205128
0.0;0.0;0.0;False;26.0;0.0;12.0;1.0;0.0;14.0;1.0;25.0;26.0;0.05128205128205128
0.0;0.0;0.0;False;32.0;0.0;0.0;1.0;0.0;1.0;0.0;31.0;31.0;0.2125
0.0;0.0;0.0;False;15.0;1.0;1.0;4.0;0.0;5.0;0.0;12.0;13.0;0.3333333333333333
0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;9.0;0.0;0.0;2.0;0.0;2.0;0.0;1.0;1.0;0.2345679012345679
0.0;0.0;0.0;False;9.0;0.0;0.0;5.0;0.0;5.0;0.0;5.0;9.0;0.19444444444444445
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.5833333333333334
0.0;0.0;0.0;False;6.0;0.0;0.0;3.0;0.0;3.0;0.0;6.0;6.0;0.16666666666666666
0.0;0.0;0.0;False;6.0;0.0;0.0;3.0;0.0;3.0;0.0;6.0;6.0;0.0
0.0;0.0;0.0;False;6.0;0.0;0.0;3.0;0.0;3.0;0.0;6.0;6.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;True;40.0;0.0;1.0;9.0;0.0;11.0;1.0;27.0;31.0;0.11730769230769232
0.0;0.0;0.0;True;40.0;0.0;1.0;9.0;0.0;11.0;1.0;27.0;31.0;0.11730769230769232
0.0;0.0;0.0;True;40.0;0.0;1.0;9.0;0.0;11.0;1.0;27.0;31.0;0.11730769230769232
0.0;0.0;0.0;True;40.0;0.0;1.0;9.0;0.0;11.0;1.0;27.0;31.0;0.11730769230769232
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;7.0;0.0;0.0;1.0;0.0;1.0;0.0;7.0;3.0;0.2727272727272727
0.0;0.0;0.0;False;3.0;0.0;1.0;2.0;0.0;3.0;0.0;3.0;3.0;0.0
0.0;0.0;0.0;False;8.0;0.0;0.0;13.0;0.0;13.0;0.0;5.0;5.0;0.16666666666666666
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;26.0;0.0;0.0;7.0;0.0;7.0;0.0;25.0;25.0;0.3384615384615385
0.0;0.0;0.0;False;4.0;0.0;1.0;6.0;0.0;7.0;0.0;4.0;4.0;0.25
0.0;0.0;0.0;True;51.0;0.0;4.0;1.0;0.0;5.0;0.0;0.0;13.0;0.1542483660130719
0.0;0.0;0.0;True;51.0;0.0;4.0;1.0;0.0;5.0;0.0;0.0;13.0;0.1542483660130719
0.0;0.0;0.0;False;3.0;0.0;0.0;3.0;0.0;3.0;0.0;2.0;2.0;0.6388888888888888
0.0;0.0;0.0;False;3.0;0.0;0.0;0.0;0.0;5.0;5.0;3.0;3.0;0.6666666666666666
0.0;0.0;0.0;False;10.0;0.0;1.0;0.0;0.0;5.0;4.0;6.0;8.0;0.13333333333333333
0.0;0.0;0.0;False;10.0;0.0;1.0;0.0;0.0;5.0;4.0;6.0;8.0;0.13333333333333333
0.0;0.0;0.0;False;10.0;0.0;1.0;0.0;0.0;5.0;4.0;6.0;8.0;0.13333333333333333
0.0;0.0;0.0;False;10.0;0.0;1.0;0.0;0.0;5.0;4.0;6.0;8.0;0.13333333333333333
0.0;0.0;0.0;False;23.0;0.0;11.0;2.0;0.0;14.0;1.0;20.0;21.0;0.06521739130434782
0.0;0.0;0.0;False;23.0;0.0;11.0;2.0;0.0;14.0;1.0;20.0;21.0;0.06521739130434782
0.0;0.0;0.0;False;21.0;0.0;2.0;1.0;0.0;4.0;1.0;21.0;17.0;0.19047619047619047
0.0;0.0;0.0;False;10.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;3.0;0.26666666666666666
0.0;0.0;0.0;False;10.0;0.0;1.0;8.0;0.0;9.0;0.0;9.0;9.0;0.16666666666666666
0.0;0.0;0.0;False;10.0;0.0;1.0;7.0;0.0;8.0;0.0;10.0;10.0;0.1
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;4.0;0.0;0.0;3.0;0.0;3.0;0.0;2.0;2.0;0.8125
0.0;0.0;0.0;False;4.0;0.0;0.0;3.0;0.0;3.0;0.0;2.0;2.0;0.8125
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;6.0;0.0;1.0;1.0;0.0;2.0;0.0;4.0;6.0;0.25
0.0;0.0;0.0;False;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;47.0;0.0;51.0;1.0;0.0;52.0;0.0;40.0;44.0;0.1702127659574468
0.0;0.0;2.0;False;11.0;0.0;6.0;1.0;0.0;7.0;0.0;0.0;9.0;0.19696969696969696
0.0;0.0;2.0;False;11.0;0.0;6.0;1.0;0.0;7.0;0.0;0.0;9.0;0.19696969696969696
0.0;0.0;2.0;False;11.0;0.0;6.0;1.0;0.0;7.0;0.0;0.0;9.0;0.19696969696969696
0.0;0.0;2.0;False;11.0;0.0;6.0;1.0;0.0;7.0;0.0;0.0;9.0;0.19696969696969696
0.0;0.0;1.0;False;6.0;0.0;0.0;2.0;0.0;6.0;4.0;6.0;6.0;0.3
0.0;0.0;1.0;False;6.0;0.0;0.0;2.0;0.0;6.0;4.0;6.0;6.0;0.3
0.0;0.0;0.0;False;9.0;0.0;0.0;5.0;0.0;5.0;0.0;4.0;3.0;0.14814814814814814
0.0;0.0;0.0;False;9.0;0.0;0.0;5.0;0.0;5.0;0.0;4.0;3.0;0.14814814814814814
0.0;0.0;0.0;False;9.0;0.0;0.0;5.0;0.0;5.0;0.0;4.0;3.0;0.14814814814814814
0.0;0.0;0.0;False;2.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;0.5
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;6.0;0.0;0.0;3.0;0.0;3.0;0.0;4.0;3.0;0.2916666666666667
0.0;0.0;0.0;False;6.0;0.0;0.0;3.0;0.0;3.0;0.0;4.0;3.0;0.2916666666666667
0.0;0.0;1.0;False;14.0;0.0;0.0;3.0;0.0;9.0;6.0;13.0;11.0;0.17142857142857146
0.0;0.0;1.0;False;14.0;0.0;0.0;3.0;0.0;9.0;6.0;13.0;11.0;0.17142857142857146
0.0;0.0;1.0;False;14.0;0.0;0.0;3.0;0.0;9.0;6.0;13.0;11.0;0.17142857142857146
0.0;0.0;0.0;False;11.0;0.0;4.0;0.0;0.0;4.0;0.0;1.0;11.0;0.5606060606060606
0.0;0.0;1.0;False;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.29464285714285715
0.0;0.0;1.0;False;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.29464285714285715
0.0;0.0;1.0;False;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.29464285714285715
0.0;0.0;0.0;False;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.4666666666666667
0.0;0.0;0.0;False;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.9166666666666666
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
0.0;0.0;0.0;False;4.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.4166666666666667
0.0;0.0;0.0;False;8.0;0.0;2.0;0.0;0.0;10.0;8.0;8.0;8.0;0.2
0.0;0.0;0.0;False;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.14285714285714285
0.0;0.0;1.0;False;1.0;1.0;7.0;0.0;0.0;7.0;0.0;1.0;1.0;0.0
0.0;0.0;1.0;False;1.0;1.0;7.0;0.0;0.0;7.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;23.0;0.0;1.0;5.0;0.0;6.0;0.0;0.0;2.0;0.2565217391304348
0.0;0.0;0.0;False;23.0;0.0;1.0;5.0;0.0;6.0;0.0;0.0;2.0;0.2565217391304348
0.0;0.0;0.0;False;1.0;0.0;3.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5
0.0;0.0;0.0;False;1.0;0.0;5.0;0.0;0.0;5.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;1.0;0.0;4.0;0.0;0.0;4.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;4.0;0.0;5.0;1.0;0.0;6.0;0.0;0.0;3.0;0.25
0.0;0.0;0.0;False;6.0;0.0;5.0;7.0;0.0;12.0;0.0;3.0;5.0;0.16666666666666666
0.0;0.0;0.0;False;8.0;0.0;12.0;1.0;0.0;13.0;0.0;4.0;8.0;0.2916666666666667
0.0;0.0;0.0;False;10.0;0.0;24.0;1.0;0.0;25.0;0.0;2.0;5.0;0.13333333333333333
0.0;0.0;0.0;False;10.0;0.0;24.0;1.0;0.0;25.0;0.0;2.0;5.0;0.13333333333333333
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.5
0.0;0.0;0.0;False;8.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;1.0;0.225
0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
0.0;0.0;3.0;False;4.0;0.0;0.0;2.0;0.0;2.0;0.0;1.0;2.0;0.25
0.0;0.0;0.0;False;8.0;0.0;1.0;4.0;0.0;5.0;0.0;6.0;7.0;0.25
0.0;0.0;1.0;False;7.0;0.0;1.0;5.0;0.0;6.0;0.0;0.0;2.0;0.20634920634920634
0.0;0.0;1.0;False;7.0;0.0;1.0;5.0;0.0;6.0;0.0;0.0;2.0;0.20634920634920634
0.0;0.0;0.0;False;6.0;0.0;1.0;3.0;0.0;4.0;0.0;0.0;1.0;0.26666666666666666
0.0;0.0;0.0;False;18.0;0.0;2.0;6.0;0.0;8.0;0.0;0.0;17.0;0.19047619047619047
0.0;0.0;0.0;False;18.0;0.0;2.0;6.0;0.0;8.0;0.0;0.0;17.0;0.19047619047619047
0.0;0.0;0.0;False;4.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;1.0;0.4166666666666667
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;1.0;0.0;0.0;4.0;0.0;4.0;0.0;1.0;1.0;1.0
0.0;0.0;0.0;False;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.5
0.0;0.0;1.0;False;12.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;12.0;0.16666666666666666
0.0;0.0;1.0;False;10.0;0.0;0.0;2.0;0.0;2.0;0.0;3.0;3.0;0.24
0.0;0.0;1.0;False;10.0;0.0;0.0;2.0;0.0;2.0;0.0;3.0;3.0;0.24
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.75
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.5
0.0;0.0;0.0;False;22.0;0.0;5.0;0.0;0.0;5.0;0.0;18.0;18.0;0.3363636363636364
0.0;0.0;0.0;False;22.0;0.0;5.0;0.0;0.0;5.0;0.0;18.0;18.0;0.3363636363636364
0.0;0.0;0.0;False;22.0;0.0;5.0;0.0;0.0;5.0;0.0;18.0;18.0;0.3363636363636364
0.0;0.0;0.0;False;2.0;0.0;2.0;1.0;0.0;3.0;0.0;2.0;2.0;0.8333333333333334
0.0;0.0;0.0;False;5.0;0.0;0.0;5.0;0.0;5.0;0.0;3.0;3.0;0.475
0.0;0.0;0.0;False;3.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;3.0;0.3333333333333333
0.0;0.0;1.0;False;5.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;5.0;0.5333333333333333
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;1.0;0.0;0.0;3.0;0.0;3.0;0.0;1.0;1.0;0.0
0.0;0.0;1.0;False;24.0;0.0;0.0;3.0;0.0;3.0;0.0;24.0;24.0;0.12202380952380952
0.0;0.0;0.0;False;2.0;0.0;4.0;1.0;0.0;5.0;0.0;0.0;2.0;0.5
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0
0.0;0.0;0.0;False;5.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;5.0;0.5
0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;1.0;0.0;0.0;3.0;0.0;3.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;1.0;0.0;0.0;3.0;0.0;3.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0
0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0
0.0;0.0;2.0;False;35.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;33.0;0.11857142857142858
0.0;0.0;2.0;False;35.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;33.0;0.11857142857142858
0.0;0.0;2.0;False;35.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;33.0;0.11857142857142858
0.0;0.0;0.0;False;3.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.6666666666666666
0.0;0.0;0.0;False;4.0;0.0;4.0;0.0;0.0;4.0;0.0;4.0;4.0;0.0
0.0;0.0;0.0;False;4.0;0.0;4.0;0.0;0.0;4.0;0.0;4.0;4.0;0.0
0.0;0.0;0.0;False;4.0;0.0;4.0;0.0;0.0;4.0;0.0;4.0;4.0;0.0
0.0;0.0;1.0;False;12.0;0.0;1.0;3.0;0.0;4.0;0.0;7.0;7.0;0.3333333333333333
0.0;0.0;1.0;False;12.0;0.0;1.0;3.0;0.0;4.0;0.0;7.0;7.0;0.3333333333333333
0.0;0.0;1.0;False;12.0;0.0;1.0;3.0;0.0;4.0;0.0;7.0;7.0;0.3333333333333333
0.0;0.0;1.0;False;12.0;0.0;1.0;3.0;0.0;4.0;0.0;7.0;7.0;0.3333333333333333
0.0;0.0;0.0;False;7.0;0.0;1.0;1.0;0.0;2.0;0.0;5.0;5.0;0.0
0.0;0.0;0.0;False;7.0;0.0;1.0;1.0;0.0;2.0;0.0;5.0;5.0;0.0
0.0;0.0;0.0;False;7.0;0.0;1.0;1.0;0.0;2.0;0.0;5.0;5.0;0.0
0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.5
0.0;0.0;0.0;False;8.0;0.0;1.0;0.0;0.0;1.0;0.0;7.0;7.0;0.125
0.0;0.0;0.0;False;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.3333333333333333
0.0;0.0;0.0;False;4.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;3.0;0.25
0.0;0.0;0.0;False;4.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;3.0;0.25
0.0;0.0;0.0;False;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.3333333333333333
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0
0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0
0.0;0.0;0.0;False;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;7.0;0.0;1.0;2.0;0.0;3.0;0.0;6.0;6.0;0.0
0.0;0.0;0.0;False;14.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;14.0;0.3035714285714285
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.0;False;35.0;0.0;1.0;1.0;0.0;10.0;8.0;35.0;8.0;0.09230769230769233
0.0;0.0;1.0;False;35.0;0.0;1.0;1.0;0.0;10.0;8.0;35.0;8.0;0.09230769230769233
0.0;0.0;1.0;False;35.0;0.0;1.0;1.0;0.0;10.0;8.0;35.0;8.0;0.09230769230769233
0.0;0.0;1.0;False;35.0;0.0;1.0;1.0;0.0;10.0;8.0;35.0;8.0;0.09230769230769233
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.5
0.0;0.0;0.0;False;6.0;0.0;0.0;1.0;0.0;1.0;0.0;4.0;4.0;0.19444444444444445
0.0;0.0;0.0;False;6.0;0.0;0.0;1.0;0.0;1.0;0.0;4.0;4.0;0.19444444444444445
0.0;0.0;0.0;False;2.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.5
0.0;0.0;0.0;False;12.0;0.0;13.0;1.0;0.0;14.0;0.0;9.0;9.0;0.08333333333333333
0.0;0.0;0.0;False;3.0;0.0;0.0;5.0;0.0;5.0;0.0;3.0;3.0;0.4166666666666667
0.0;0.0;0.0;False;2.0;0.0;0.0;3.0;0.0;3.0;0.0;2.0;2.0;1.0
0.0;0.0;0.0;False;1.0;0.0;0.0;2.0;0.0;2.0;0.0;1.0;1.0;1.0
0.0;0.0;0.0;False;19.0;0.0;2.0;0.0;0.0;7.0;5.0;19.0;5.0;0.145748987854251
0.0;0.0;0.0;False;47.0;0.0;3.0;0.0;0.0;3.0;0.0;47.0;47.0;0.04005006257822278
0.0;0.0;0.0;False;47.0;0.0;3.0;0.0;0.0;3.0;0.0;47.0;47.0;0.04005006257822278
0.0;0.0;0.0;False;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.3333333333333333
0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.5
0.0;0.0;0.0;False;6.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.3333333333333333
0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0
0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;False;3.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;0.3333333333333333
0.0;0.0;0.0;False;3.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;0.3333333333333333
0.0;0.0;0.0;False;3.0;0.0;1.0;1.0;0.0;2.0;0.0;2.0;2.0;0.3333333333333333
0.0;0.0;0.0;False;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.3333333333333333
0.0;0.0;0.0;False;8.0;0.0;1.0;1.0;0.0;2.0;0.0;6.0;5.0;0.2083333333333333
0.0;0.0;0.0;False;4.0;0.0;0.0;7.0;0.0;7.0;0.0;3.0;3.0;0.4
0.0;0.0;0.0;False;4.0;0.0;0.0;7.0;0.0;7.0;0.0;3.0;3.0;0.4
0.0;0.0;0.0;False;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0
0.0;0.0;0.0;False;6.0;0.0;0.0;2.0;0.0;2.0;0.0;3.0;3.0;0.3888888888888889
0.0;0.0;0.0;False;11.0;0.0;2.0;6.0;0.0;8.0;0.0;3.0;3.0;0.3181818181818182
0.0;0.0;0.0;False;11.0;0.0;2.0;6.0;0.0;8.0;0.0;3.0;3.0;0.3181818181818182
0.0;0.0;0.0;False;2.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;0.0
0.0;0.0;1.0;False;5.0;1.0;0.0;0.0;0.0;4.0;4.0;5.0;5.0;0.0
