WMC;Bugged;WMC_CK_mean;WMC_CK_25%;WMC_CK_max;WMC_CK_min;WMC_CK_std;NOCh;NMI;DIT;WMC_CK_50%;NMIR;WMC_CK_75%;NPM;NORM;WMC_CK_count
3.0;False;1.5;1.25;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;1.5;0.0;1.75;2.0;0.0;2.0
3.0;False;1.5;1.25;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;1.5;0.0;1.75;2.0;0.0;2.0
3.0;False;1.5;1.25;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;1.5;0.0;1.75;2.0;0.0;2.0
3.0;False;1.5;1.25;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;1.5;0.0;1.75;2.0;0.0;2.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
62.0;False;4.285714285714286;1.0;18.0;1.0;4.6314737881747154;0.0;0.0;1.0;2.5;0.0;5.75;6.0;0.0;14.0
7.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;6.0
0.0;False;4.6;1.0;14.0;1.0;4.6951511631090685;0.0;0.0;0.0;3.5;0.0;4.75;0.0;0.0;10.0
3.0;False;1.2;1.0;2.0;1.0;0.4472135954999579;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;5.0
19.0;False;3.6;1.0;10.0;1.0;3.781534080237808;0.0;0.0;1.0;2.0;0.0;4.0;3.0;0.0;5.0
3.0;False;1.1666666666666667;1.0;2.0;1.0;0.40824829046386296;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;6.0
23.0;False;2.6;1.0;6.0;1.0;2.073644135332772;0.0;0.0;1.0;2.0;0.0;3.0;3.0;0.0;5.0
3.0;False;1.2;1.0;2.0;1.0;0.4472135954999579;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;5.0
19.0;False;2.9375;1.0;29.0;1.0;6.990171671711646;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;16.0
19.0;False;1.6666666666666667;1.0;3.0;1.0;1.1547005383792517;0.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;3.0
19.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0
19.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
19.0;False;2.333333333333333;1.0;12.0;1.0;3.6400549446402586;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;9.0
19.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
8.0;False;8.0;8.0;8.0;8.0;0.0;0.0;0.0;1.0;8.0;0.0;8.0;1.0;0.0;1.0
13.0;False;4.0;1.0;10.0;1.0;5.196152422706632;0.0;0.0;1.0;1.0;0.0;5.5;3.0;0.0;3.0
5.0;False;1.3333333333333333;1.0;2.0;1.0;0.5773502691896257;0.0;0.0;1.0;1.0;0.0;1.5;3.0;0.0;3.0
4.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;3.0
12.0;False;4.0;4.0;4.0;4.0;0.0;0.0;0.0;1.0;4.0;0.0;4.0;3.0;0.0;1.0
12.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
12.0;False;1.8571428571428568;1.0;5.0;1.0;1.4638501094227998;0.0;0.0;1.0;1.0;0.0;2.0;3.0;0.0;7.0
12.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
12.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
12.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
9.0;False;1.3333333333333333;1.0;3.0;1.0;0.8164965809277259;0.0;0.0;1.0;1.0;0.0;1.0;6.0;0.0;6.0
13.0;False;1.3333333333333333;1.0;2.0;1.0;0.5773502691896257;0.0;0.0;1.0;1.0;0.0;1.5;3.0;0.0;3.0
13.0;False;16.0;16.0;16.0;16.0;0.0;0.0;0.0;1.0;16.0;0.0;16.0;0.0;0.0;1.0
11.0;False;2.333333333333333;1.0;11.0;1.0;3.3166247903554;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;9.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
4.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;3.0
6.0;False;2.5;1.75;4.0;1.0;2.1213203435596424;0.0;0.0;1.0;2.5;0.0;3.25;1.0;0.0;2.0
4.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;3.0
9.0;False;4.0;3.5;5.0;3.0;1.4142135623730951;0.0;0.0;1.0;4.0;0.0;4.5;1.0;0.0;2.0
5.0;False;1.5;1.25;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;1.5;0.0;1.75;1.0;0.0;2.0
5.0;False;2.5;2.25;3.0;2.0;0.7071067811865476;0.0;0.0;1.0;2.5;0.0;2.75;1.0;0.0;2.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
3.0;False;2.0;2.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;1.0;0.0;1.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
3.0;False;2.0;2.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;1.0;0.0;1.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
3.0;False;3.0;3.0;3.0;3.0;0.0;0.0;0.0;1.0;3.0;0.0;3.0;1.0;0.0;1.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
23.0;False;7.333333333333332;5.5;11.0;1.0;5.507570547286101;0.0;0.0;1.0;10.0;0.0;10.5;3.0;0.0;3.0
5.0;False;2.0;2.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;1.0;0.0;1.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
3.0;False;4.0;4.0;4.0;4.0;0.0;0.0;0.0;1.0;4.0;0.0;4.0;1.0;0.0;1.0
4.0;False;1.8571428571428568;1.0;4.0;1.0;1.2149857925879115;0.0;0.0;1.0;1.0;0.0;2.5;1.0;0.0;7.0
4.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
4.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
8.0;False;3.5;2.25;6.0;1.0;3.5355339059327378;0.0;0.0;1.0;3.5;0.0;4.75;2.0;0.0;2.0
4.0;False;2.0;1.0;4.0;1.0;1.7320508075688772;0.0;0.0;1.0;1.0;0.0;2.5;2.0;0.0;3.0
5.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
10.0;False;9.0;9.0;9.0;9.0;0.0;0.0;0.0;1.0;9.0;0.0;9.0;1.0;0.0;1.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;3.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12.0;False;3.6666666666666665;3.0;5.0;2.0;1.5275252316519463;0.0;0.0;1.0;4.0;0.0;4.5;3.0;0.0;3.0
5.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
28.0;False;5.166666666666667;1.0;11.0;1.0;4.915960401250875;0.0;0.0;1.0;3.5;0.0;9.75;1.0;0.0;6.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
19.0;False;7.0;4.0;13.0;1.0;8.48528137423857;0.0;0.0;1.0;7.0;0.0;10.0;1.0;0.0;2.0
4.0;False;1.5;1.25;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;1.5;0.0;1.75;2.0;0.0;2.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
7.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
4.0;False;1.5;1.25;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;1.5;0.0;1.75;2.0;0.0;2.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
22.0;False;2.75;1.0;5.0;1.0;2.0615528128088303;0.0;0.0;1.0;2.5;0.0;4.25;2.0;0.0;4.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13.0;False;3.0;1.75;7.0;1.0;2.7080128015453195;0.0;0.0;1.0;2.0;0.0;3.25;2.0;0.0;4.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
8.0;True;2.0;1.75;3.0;1.0;0.8164965809277259;0.0;0.0;1.0;2.0;0.0;2.25;3.0;0.0;4.0
16.0;False;1.7142857142857142;1.0;3.0;1.0;0.951189731211342;0.0;0.0;1.0;1.0;0.0;2.5;6.0;0.0;7.0
4.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
7.0;False;1.5;1.0;3.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.5;4.0;0.0;4.0
6.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7.0;False;1.5;1.0;3.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.5;3.0;0.0;4.0
6.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;4.0;0.0;4.0
19.0;True;1.7777777777777777;1.0;6.0;1.0;1.7159383568311666;0.0;0.0;1.0;1.0;0.0;1.0;9.0;0.0;9.0
15.0;False;1.75;1.0;4.0;1.0;1.5;0.0;0.0;1.0;1.0;0.0;1.75;2.0;0.0;4.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.0;False;1.5;1.25;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;1.5;0.0;1.75;2.0;0.0;2.0
12.0;True;1.6666666666666667;1.0;3.0;1.0;0.8164965809277259;0.0;0.0;1.0;1.5;0.0;2.0;6.0;0.0;6.0
4.0;False;1.5;1.25;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;1.5;0.0;1.75;2.0;0.0;2.0
16.0;False;1.25;1.0;2.0;1.0;0.4522670168666454;0.0;0.0;1.0;1.0;0.0;1.25;6.0;0.0;12.0
24.0;False;1.5;1.0;2.0;1.0;0.5773502691896257;0.0;0.0;1.0;1.5;0.0;2.0;4.0;0.0;4.0
2.0;True;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0
3.0;True;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;3.0
2.0;True;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0
26.0;True;3.8333333333333335;3.0;10.0;1.0;3.1251666622224588;0.0;0.0;1.0;3.0;0.0;3.0;5.0;0.0;6.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
19.0;False;1.3076923076923077;1.0;3.0;1.0;0.6304251719561152;0.0;0.0;1.0;1.0;0.0;1.0;13.0;0.0;13.0
16.0;False;2.333333333333333;1.0;7.0;1.0;2.422120283277993;0.0;0.0;1.0;1.0;0.0;2.5;6.0;0.0;6.0
60.0;False;4.133333333333334;1.0;25.0;1.0;6.780925628625666;0.0;0.0;1.0;1.0;0.0;3.0;10.0;0.0;15.0
60.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;10.0;0.0;3.0
7.0;False;1.5;1.0;2.0;1.0;0.5773502691896257;0.0;0.0;1.0;1.5;0.0;2.0;3.0;0.0;4.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;4.0;0.0;4.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;4.0;0.0;4.0
5.0;False;1.5;1.25;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;1.5;0.0;1.75;2.0;0.0;2.0
9.0;False;2.6666666666666665;2.0;4.0;2.0;1.1547005383792517;0.0;0.0;1.0;2.0;0.0;3.0;1.0;0.0;3.0
5.0;False;1.5;1.25;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;1.5;0.0;1.75;2.0;0.0;2.0
7.0;False;6.0;6.0;6.0;6.0;0.0;0.0;0.0;1.0;6.0;0.0;6.0;1.0;0.0;1.0
22.0;False;2.4444444444444446;1.0;5.0;1.0;1.5898986690282426;0.0;0.0;1.0;2.0;0.0;3.0;9.0;0.0;9.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;3.0
15.0;False;2.375;1.0;9.0;1.0;2.8753881725529062;0.0;0.0;1.0;1.0;0.0;1.75;2.0;0.0;8.0
15.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;21.0
22.0;False;4.0;1.0;11.0;1.0;4.47213595499958;0.0;0.0;1.0;1.0;0.0;6.0;4.0;0.0;5.0
15.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0
15.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0
15.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0
15.0;False;3.0;1.75;5.0;1.0;1.8257418583505536;0.0;0.0;1.0;3.0;0.0;4.25;2.0;0.0;4.0
55.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;1.0
55.0;False;2.0;1.5;3.0;1.0;1.4142135623730951;0.0;0.0;1.0;2.0;0.0;2.5;3.0;0.0;2.0
55.0;False;4.8;1.0;18.0;1.0;5.553777493242273;0.0;0.0;1.0;2.0;0.0;6.0;3.0;0.0;10.0
55.0;False;6.0;6.0;6.0;6.0;0.0;0.0;0.0;1.0;6.0;0.0;6.0;3.0;0.0;1.0
17.0;False;2.2857142857142856;1.0;6.0;1.0;2.214669705568283;0.0;0.0;1.0;1.0;0.0;3.0;5.0;0.0;7.0
26.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0
26.0;False;2.571428571428572;1.0;9.0;1.0;3.0472470011002204;0.0;0.0;1.0;1.0;0.0;2.5;6.0;0.0;7.0
26.0;True;2.1538461538461537;1.0;9.0;1.0;2.339734808553947;0.0;0.0;1.0;1.0;0.0;2.0;9.0;0.0;13.0
24.0;False;1.8;1.0;3.0;1.0;1.0327955589886446;0.0;0.0;1.0;1.0;0.0;3.0;9.0;0.0;10.0
21.0;False;1.7;1.0;4.0;1.0;1.0593499054713802;0.0;0.0;1.0;1.0;0.0;2.0;6.0;0.0;10.0
6.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;5.0;0.0;5.0
7.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;3.0
28.0;False;2.6666666666666665;2.0;4.0;1.0;1.5275252316519463;0.0;0.0;1.0;3.0;0.0;3.5;2.0;0.0;3.0
9.0;False;1.5;1.25;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;1.5;0.0;1.75;2.0;0.0;2.0
8.0;False;1.5;1.0;3.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.5;4.0;0.0;4.0
10.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;9.0
5.0;False;5.0;5.0;5.0;5.0;0.0;0.0;0.0;1.0;5.0;0.0;5.0;1.0;0.0;1.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;3.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
9.0;False;1.5;1.0;3.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.5;4.0;0.0;4.0
10.0;False;2.0;1.0;5.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;2.0;4.0;0.0;4.0
11.0;False;1.25;1.0;2.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;1.25;4.0;0.0;4.0
8.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
13.0;False;1.6666666666666667;1.0;5.0;1.0;1.6329931618554518;0.0;0.0;1.0;1.0;0.0;1.0;5.0;0.0;6.0
5.0;False;1.3333333333333333;1.0;2.0;1.0;0.5773502691896257;0.0;0.0;1.0;1.0;0.0;1.5;3.0;0.0;3.0
8.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;7.0
4.0;False;1.3333333333333333;1.0;2.0;1.0;0.5773502691896257;0.0;0.0;1.0;1.0;0.0;1.5;3.0;0.0;3.0
4.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;3.0
10.0;True;3.6666666666666665;2.0;7.0;1.0;3.055050463303893;0.0;0.0;1.0;3.0;0.0;5.0;1.0;0.0;3.0
10.0;False;3.6666666666666665;2.0;7.0;1.0;3.055050463303893;0.0;0.0;1.0;3.0;0.0;5.0;1.0;0.0;3.0
7.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;3.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0
12.0;False;1.5;1.25;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;1.5;0.0;1.75;2.0;0.0;2.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
4.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;3.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
6.0;False;1.6666666666666667;1.0;3.0;1.0;1.1547005383792517;0.0;0.0;1.0;1.0;0.0;2.0;3.0;0.0;3.0
12.0;True;3.6666666666666665;2.0;7.0;1.0;3.055050463303893;0.0;0.0;1.0;3.0;0.0;5.0;1.0;0.0;3.0
9.0;False;1.6;1.0;3.0;1.0;0.8944271909999159;0.0;0.0;1.0;1.0;0.0;2.0;5.0;0.0;5.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;4.0;0.0;4.0
27.0;False;2.75;1.0;11.0;1.0;2.8643577734887544;0.0;0.0;1.0;2.0;0.0;3.0;10.0;0.0;12.0
14.0;False;1.2727272727272727;1.0;2.0;1.0;0.4670993664969138;0.0;0.0;1.0;1.0;0.0;1.5;11.0;0.0;11.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
29.0;False;3.0;1.0;12.0;1.0;3.570714214271425;0.0;0.0;1.0;1.0;0.0;3.0;6.0;0.0;9.0
5.0;False;1.5;1.25;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;1.5;0.0;1.75;2.0;0.0;2.0
12.0;True;5.0;4.5;6.0;3.0;1.7320508075688772;0.0;0.0;1.0;6.0;0.0;6.0;1.0;0.0;3.0
22.0;False;3.333333333333333;1.25;8.0;1.0;2.7325202042558927;0.0;0.0;1.0;2.5;0.0;4.5;3.0;0.0;6.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;4.0;0.0;4.0
27.0;False;1.8823529411764703;1.0;6.0;1.0;1.5363248737318087;0.0;0.0;1.0;1.0;0.0;2.0;15.0;0.0;17.0
15.0;False;1.3636363636363635;1.0;2.0;1.0;0.504524979109513;0.0;0.0;1.0;1.0;0.0;2.0;11.0;0.0;11.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7.0;False;1.25;1.0;2.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;1.25;4.0;0.0;4.0
19.0;False;2.833333333333333;1.0;10.0;1.0;3.600925806881706;0.0;0.0;1.0;1.0;0.0;2.5;6.0;0.0;6.0
5.0;False;1.5;1.25;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;1.5;0.0;1.75;2.0;0.0;2.0
12.0;False;5.0;4.5;6.0;3.0;1.7320508075688772;0.0;0.0;1.0;6.0;0.0;6.0;1.0;0.0;3.0
62.0;True;4.384615384615385;1.0;27.0;1.0;6.946683399753457;0.0;0.0;1.0;2.0;0.0;4.0;8.0;0.0;13.0
51.0;False;8.666666666666666;3.25;27.0;1.0;9.72967967955095;0.0;0.0;1.0;4.5;0.0;10.25;4.0;0.0;6.0
16.0;False;4.25;1.0;8.0;1.0;3.7749172176353754;0.0;0.0;1.0;4.0;0.0;7.25;4.0;0.0;4.0
16.0;False;16.0;16.0;16.0;16.0;0.0;0.0;0.0;1.0;16.0;0.0;16.0;1.0;0.0;1.0
23.0;False;5.0;2.0;8.0;1.0;3.3166247903554;0.0;0.0;1.0;6.0;0.0;8.0;4.0;0.0;5.0
13.0;False;3.25;1.75;5.0;1.0;2.0615528128088303;0.0;0.0;1.0;3.5;0.0;5.0;4.0;0.0;4.0
9.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0
18.0;False;2.2;2.0;4.0;1.0;1.095445115010332;0.0;0.0;1.0;2.0;0.0;2.0;3.0;0.0;5.0
27.0;True;2.1818181818181817;1.0;6.0;1.0;1.6624188291872668;0.0;0.0;1.0;1.0;0.0;3.0;8.0;0.0;11.0
9.0;True;9.0;9.0;9.0;9.0;0.0;0.0;0.0;1.0;9.0;0.0;9.0;1.0;0.0;1.0
40.0;False;3.0;1.0;10.0;1.0;3.2557641192199416;0.0;0.0;1.0;1.0;0.0;4.0;10.0;0.0;11.0
5.0;False;4.0;4.0;4.0;4.0;0.0;0.0;0.0;1.0;4.0;0.0;4.0;1.0;0.0;1.0
13.0;False;1.75;1.0;4.0;1.0;1.5;0.0;0.0;1.0;1.0;0.0;1.75;4.0;0.0;4.0
5.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
29.0;False;1.875;1.0;8.0;1.0;2.4748737341529163;0.0;0.0;1.0;1.0;0.0;1.0;7.0;0.0;8.0
4.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;1.0
4.0;False;1.4;1.0;2.0;1.0;0.5477225575051661;0.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;5.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
10.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0
10.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0
10.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0
10.0;False;2.0;1.0;6.0;1.0;2.23606797749979;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;5.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0
