WMC_CK_std;NOCh;WMC;WMC_CK_max;Bugged;WMC_CK_count;NMIR;WMC_CK_min;DIT;NPM;NORM;WMC_CK_25%;WMC_CK_50%;NMI;WMC_CK_75%;WMC_CK_mean
0.0;0.0;0.0;1.0;False;3.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
0.5;0.0;0.0;2.0;False;4.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.25;1.25
2.79647303543383;0.0;0.0;13.0;False;18.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;2.055555555555556
1.0;0.0;0.0;3.0;False;4.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.5;1.5
0.0;0.0;0.0;1.0;False;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;0.0;0.0;13.0;False;1.0;0.0;13.0;0.0;0.0;0.0;13.0;13.0;0.0;13.0;13.0
3.6347092196090607;0.0;26.0;13.0;False;10.0;0.0;1.0;1.0;5.0;0.0;1.0;2.0;0.0;2.75;2.9
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;9.0;2.0;False;1.0;0.0;2.0;1.0;3.0;0.0;2.0;2.0;0.0;2.0;2.0
1.5275252316519468;0.0;9.0;4.0;False;3.0;0.0;1.0;1.0;3.0;0.0;2.0;3.0;0.0;3.5;2.6666666666666665
1.7888543819998317;0.0;4.0;5.0;False;5.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.8
0.5345224838248488;0.0;4.0;2.0;False;7.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;1.4285714285714286
0.0;0.0;4.0;3.0;False;1.0;0.0;3.0;1.0;1.0;0.0;3.0;3.0;0.0;3.0;3.0
0.8944271909999159;0.0;7.0;3.0;False;5.0;0.0;1.0;1.0;2.0;0.0;1.0;1.0;0.0;1.0;1.4
1.2154310870109943;0.0;20.0;5.0;False;12.0;0.0;1.0;1.0;9.0;0.0;1.0;1.0;0.0;2.0;1.75
0.3755338080994054;0.0;16.0;2.0;False;13.0;0.0;1.0;1.0;13.0;0.0;1.0;1.0;0.0;1.0;1.1538461538461535
0.0;0.0;3.0;0.0;False;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.807721533549109;0.0;3.0;6.0;False;8.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.5;1.875
1.6670995108933293;0.0;39.0;7.0;False;22.0;0.0;1.0;1.0;12.0;0.0;1.0;2.0;0.0;2.0;2.272727272727273
0.0;0.0;14.0;1.0;False;14.0;0.0;1.0;1.0;14.0;0.0;1.0;1.0;0.0;1.0;1.0
4.0022720819781625;0.0;34.0;15.0;False;11.0;0.0;1.0;1.0;4.0;0.0;2.0;3.0;0.0;5.5;4.2727272727272725
0.6244997998398399;0.0;30.0;4.0;False;25.0;0.0;1.0;1.0;25.0;0.0;1.0;1.0;0.0;1.0;1.16
0.5646597025732799;0.0;16.0;3.0;False;24.0;0.0;1.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0;1.6666666666666667
0.31622776601683794;0.0;21.0;2.0;False;10.0;0.0;1.0;1.0;10.0;0.0;2.0;2.0;0.0;2.0;1.9
0.0;0.0;0.0;1.0;False;3.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
0.5773502691896257;0.0;0.0;2.0;False;3.0;0.0;1.0;0.0;0.0;0.0;1.5;2.0;0.0;2.0;1.6666666666666667
1.2909944487358056;0.0;0.0;4.0;False;4.0;0.0;1.0;0.0;0.0;0.0;1.75;2.5;0.0;3.25;2.5
2.503331114069145;0.0;38.0;9.0;False;10.0;0.0;1.0;1.0;5.0;0.0;2.0;2.5;0.0;4.0;3.4
0.0;0.0;1.0;1.0;False;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
2.063507818286384;0.0;67.0;10.0;False;32.0;0.0;1.0;1.0;22.0;0.0;1.0;2.0;0.0;3.25;2.5
0.0;0.0;67.0;1.0;False;1.0;0.0;1.0;1.0;22.0;0.0;1.0;1.0;0.0;1.0;1.0
0.6393250913581487;0.0;483.0;8.0;False;427.0;0.0;1.0;1.0;413.0;0.0;1.0;1.0;0.0;1.0;1.135831381733021
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.5477225575051661;0.0;10.0;2.0;False;5.0;0.0;1.0;1.0;4.0;0.0;1.0;1.0;0.0;2.0;1.4
1.9021518914592015;0.0;30.0;7.0;False;11.0;0.0;1.0;1.0;10.0;0.0;1.5;2.0;0.0;3.5;2.727272727272727
0.2773500981126146;0.0;54.0;2.0;False;13.0;0.0;1.0;1.0;29.0;0.0;1.0;1.0;0.0;1.0;1.0769230769230769
0.0;0.0;54.0;1.0;False;9.0;0.0;1.0;1.0;29.0;0.0;1.0;1.0;0.0;1.0;1.0
1.4257518583477002;0.0;54.0;11.0;False;60.0;0.0;1.0;1.0;29.0;0.0;1.0;1.0;0.0;1.0;1.3666666666666667
0.0;0.0;54.0;1.0;False;7.0;0.0;1.0;1.0;29.0;0.0;1.0;1.0;0.0;1.0;1.0
0.7867957924694432;0.0;9.0;3.0;False;7.0;0.0;1.0;1.0;5.0;0.0;1.0;1.0;0.0;2.0;1.5714285714285714
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.7270509911871454;0.0;33.0;13.0;False;11.0;0.0;1.0;1.0;10.0;0.0;1.0;1.0;0.0;4.0;3.0909090909090913
0.8698658900466593;0.0;34.0;5.0;False;25.0;0.0;1.0;1.0;23.0;0.0;1.0;1.0;0.0;2.0;1.44
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
