MethodLength_mean;AnonymousInnerClassLength_75%;Effort;AnonymousInnerClassLength_std;TotalNumberOfOperators;AnonymousInnerClassLength_count;AnonymousInnerClassLength_min;FileLength_std;TotalNumberOfOperands;Volume;MethodLength_25%;Vocabulary;MethodLength_max;FileLength_50%;NumberOfDistinctOperands;Bugged;FileLength_25%;FileLength_75%;AnonymousInnerClassLength_50%;NumberOfDistinctOperators;Difficulty;Length;FileLength_min;MethodLength_50%;MethodLength_min;MethodLength_count;MethodLength_75%;MethodLength_std;FileLength_count;AnonymousInnerClassLength_mean;AnonymousInnerClassLength_max;FileLength_max;AnonymousInnerClassLength_25%;FileLength_mean
0.0;0.0;3761.001507241895;0.0;48.0;8.0;0.0;16.617009357883866;36.0;450.034368387919;0.0;41.0;0.0;0.0;28.0;False;0.0;0.0;0.0;13.0;8.357142857142858;84.0;0.0;0.0;0.0;8.0;0.0;0.0;8.0;0.0;0.0;47.0;0.0;5.875
0.0;0.0;4987.856154021933;0.0;50.0;0.0;0.0;0.0;29.0;420.4323194961016;0.0;40.0;0.0;0.0;22.0;False;0.0;0.0;0.0;18.0;11.863636363636365;79.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2812.3155604605713;0.0;32.0;0.0;0.0;0.0;25.0;276.9049167222716;0.0;29.0;0.0;0.0;16.0;False;0.0;0.0;0.0;13.0;10.15625;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1785.299806844129;0.0;28.0;1.0;0.0;0.0;28.0;269.21187563522585;0.0;28.0;0.0;35.0;19.0;True;35.0;35.0;0.0;9.0;6.63157894736842;56.0;35.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;35.0;0.0;35.0
21.428571428571427;0.0;464643.9095353824;0.0;709.0;7.0;0.0;85.79793537309456;486.0;8103.724857661969;9.0;110.0;39.0;0.0;89.0;False;0.0;0.0;0.0;21.0;57.3370786516854;1195.0;0.0;26.0;8.0;7.0;29.5;12.7522173608768;7.0;0.0;0.0;227.0;0.0;32.42857142857143
28.11111111111111;0.0;1048506.3415114995;0.0;1158.0;9.0;0.0;114.66666666666669;663.0;13365.866855252903;3.0;162.0;104.0;0.0;131.0;True;0.0;0.0;0.0;31.0;78.44656488549619;1821.0;0.0;3.0;3.0;9.0;23.0;43.50702369860654;9.0;0.0;0.0;344.0;0.0;38.22222222222222
37.333333333333336;0.0;356612.50721218094;0.0;687.0;3.0;0.0;94.68544414709862;409.0;7847.2189851091125;19.0;143.0;74.0;0.0;117.0;True;0.0;82.0;0.0;26.0;45.444444444444436;1096.0;0.0;24.0;14.0;3.0;49.0;32.145502536643185;3.0;0.0;0.0;164.0;0.0;54.66666666666666
0.0;0.0;8277.64176166145;0.0;64.0;3.0;0.0;42.723919920032294;80.0;750.1612846505689;0.0;37.0;0.0;0.0;29.0;False;0.0;37.0;0.0;8.0;11.034482758620687;144.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;74.0;0.0;24.66666666666667
3.0;0.0;20125.97086759876;0.0;147.0;14.0;0.0;38.48561883538912;84.0;1290.1263376665872;3.0;48.0;3.0;0.0;35.0;False;0.0;0.0;0.0;13.0;15.6;231.0;0.0;3.0;3.0;14.0;3.0;0.0;14.0;0.0;0.0;144.0;0.0;10.285714285714286
19.428571428571427;0.0;243529.85163709745;0.0;480.0;7.0;0.0;83.15218406202999;333.0;5681.800650345772;7.0;127.0;36.0;0.0;101.0;True;0.0;0.0;0.0;26.0;42.86138613861386;813.0;0.0;16.0;3.0;7.0;33.5;14.751916743903065;7.0;0.0;0.0;220.0;0.0;31.42857142857143
3.0;0.0;6991.992408563726;0.0;53.0;3.0;0.0;31.754264805429422;45.0;510.52642983163713;3.0;37.0;3.0;0.0;23.0;False;0.0;27.5;0.0;14.0;13.695652173913045;98.0;0.0;3.0;3.0;3.0;3.0;0.0;3.0;0.0;0.0;55.0;0.0;18.33333333333333
3.0;0.0;58489.97799174;0.0;218.0;16.0;0.0;29.5;141.0;2046.457858812652;3.0;52.0;3.0;0.0;37.0;False;0.0;0.0;0.0;15.0;28.58108108108108;359.0;0.0;3.0;3.0;16.0;3.0;0.0;16.0;0.0;0.0;118.0;0.0;7.375
9.75;0.0;16502.075340859617;0.0;93.0;4.0;0.0;51.0;79.0;1007.5727311619424;3.0;58.0;30.0;0.0;41.0;False;0.0;25.5;0.0;17.0;16.378048780487806;172.0;0.0;3.0;3.0;4.0;9.75;13.5;4.0;0.0;0.0;102.0;0.0;25.5
22.0;0.0;108076.86153040855;0.0;309.0;2.0;0.0;66.46803743153546;200.0;3336.285725503917;14.0;94.0;38.0;47.0;71.0;False;23.5;70.5;0.0;23.0;32.394366197183096;509.0;0.0;22.0;6.0;2.0;30.0;22.62741699796952;2.0;0.0;0.0;94.0;0.0;47.0
0.0;0.0;2408.093074064141;0.0;34.0;0.0;0.0;0.0;26.0;267.56589711823784;0.0;22.0;0.0;0.0;13.0;False;0.0;0.0;0.0;9.0;9.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;68849.37268116654;0.0;224.0;33.0;0.0;21.41155168255084;265.0;3197.6486586318274;0.0;93.0;0.0;0.0;80.0;False;0.0;0.0;0.0;13.0;21.53125;489.0;0.0;0.0;0.0;33.0;0.0;0.0;33.0;0.0;0.0;123.0;0.0;3.727272727272727
0.0;0.0;2408.093074064141;0.0;34.0;0.0;0.0;0.0;26.0;267.56589711823784;0.0;22.0;0.0;0.0;13.0;False;0.0;0.0;0.0;9.0;9.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2408.093074064141;0.0;34.0;0.0;0.0;0.0;26.0;267.56589711823784;0.0;22.0;0.0;0.0;13.0;False;0.0;0.0;0.0;9.0;9.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23.07317073170732;0.0;6837379.128920271;0.0;3832.0;41.0;0.0;181.16156379078308;2511.0;56186.1734520942;11.0;464.0;146.0;0.0;423.0;True;0.0;0.0;0.0;41.0;121.69148936170212;6343.0;0.0;17.0;3.0;41.0;25.0;24.46465843201417;41.0;0.0;0.0;1160.0;0.0;28.292682926829272
22.0;0.0;126615.19724212508;0.0;332.0;3.0;0.0;72.74613391789285;244.0;3985.2652246701673;19.0;121.0;28.0;0.0;96.0;True;0.0;63.0;0.0;25.0;31.77083333333333;576.0;0.0;28.0;10.0;3.0;28.0;10.392304845413264;3.0;0.0;0.0;126.0;0.0;42.0
16.0;0.0;16659.90413149326;0.0;92.0;1.0;0.0;0.0;82.0;1027.7989636358825;16.0;60.0;16.0;60.0;43.0;False;60.0;60.0;0.0;17.0;16.209302325581394;174.0;60.0;16.0;16.0;1.0;16.0;0.0;1.0;0.0;0.0;60.0;0.0;60.0
32.0;0.0;399709.64768230775;0.0;701.0;5.0;0.0;101.51748617849043;431.0;8462.530243853962;13.0;178.0;99.0;0.0;146.0;False;0.0;0.0;0.0;32.0;47.232876712328775;1132.0;0.0;19.0;10.0;5.0;19.0;37.65634076752546;5.0;0.0;0.0;227.0;0.0;45.4
16.0;0.0;17170.274840445745;0.0;102.0;1.0;0.0;0.0;94.0;1148.1642750450042;16.0;58.0;16.0;61.0;44.0;False;61.0;61.0;0.0;14.0;14.954545454545455;196.0;61.0;16.0;16.0;1.0;16.0;0.0;1.0;0.0;0.0;61.0;0.0;61.0
34.0;0.0;98029.9998897874;0.0;242.0;1.0;0.0;0.0;190.0;2857.5546526577705;34.0;98.0;34.0;87.0;72.0;False;87.0;87.0;0.0;26.0;34.30555555555556;432.0;87.0;34.0;34.0;1.0;34.0;0.0;1.0;0.0;0.0;87.0;0.0;87.0
79.0;0.0;132640.45723149474;0.0;328.0;1.0;0.0;0.0;269.0;4116.206204694842;79.0;119.0;79.0;135.0;96.0;False;135.0;135.0;0.0;23.0;32.223958333333336;597.0;135.0;79.0;79.0;1.0;79.0;0.0;1.0;0.0;0.0;135.0;0.0;135.0
14.0;0.0;28722.7900785838;0.0;134.0;1.0;0.0;0.0;128.0;1626.8767817947848;14.0;74.0;14.0;71.0;58.0;False;71.0;71.0;0.0;16.0;17.655172413793107;262.0;71.0;14.0;14.0;1.0;14.0;0.0;1.0;0.0;0.0;71.0;0.0;71.0
31.285714285714285;0.0;660217.3048046529;0.0;940.0;7.0;0.0;110.74359059170358;574.0;11637.361798155393;19.0;206.0;69.0;0.0;172.0;True;0.0;0.0;0.0;34.0;56.73255813953488;1514.0;0.0;23.0;10.0;7.0;39.5;22.081019645193667;7.0;0.0;0.0;293.0;0.0;41.857142857142854
13.758620689655173;0.0;1768386.6124548381;0.0;1736.0;29.0;0.0;108.81746817175241;1085.0;23089.533342344268;3.0;291.0;84.0;0.0;255.0;False;0.0;0.0;0.0;36.0;76.58823529411767;2821.0;0.0;3.0;3.0;29.0;24.0;19.58617437380218;29.0;0.0;0.0;586.0;0.0;20.206896551724142
0.0;0.0;2388.9293626317085;0.0;34.0;0.0;0.0;0.0;30.0;300.82814196102987;0.0;26.0;0.0;0.0;17.0;False;0.0;0.0;0.0;9.0;7.9411764705882355;64.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;0.0;4773.513856713943;0.0;48.0;2.0;0.0;32.526911934581186;30.0;386.4273122101763;3.0;31.0;3.0;23.0;17.0;False;11.5;34.5;0.0;14.0;12.352941176470587;78.0;0.0;3.0;3.0;2.0;3.0;0.0;2.0;0.0;0.0;46.0;0.0;23.0
0.0;0.0;17756.00102016261;0.0;84.0;6.0;0.0;21.22891110412088;105.0;1092.6769858561606;0.0;55.0;0.0;0.0;42.0;False;0.0;0.0;0.0;13.0;16.25;189.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0;0.0;52.0;0.0;8.666666666666666
0.0;0.0;2464.875840387694;0.0;36.0;0.0;0.0;0.0;28.0;293.43760004615405;0.0;24.0;0.0;0.0;15.0;False;0.0;0.0;0.0;9.0;8.4;64.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21.5;0.0;141406.98169656462;0.0;317.0;2.0;0.0;73.53910524340094;243.0;3804.87288515606;12.25;111.0;40.0;52.0;85.0;False;26.0;78.0;0.0;26.0;37.16470588235294;560.0;0.0;21.5;3.0;2.0;30.75;26.162950903902264;2.0;0.0;0.0;104.0;0.0;52.0
0.0;0.0;2811.056024661789;0.0;35.0;2.0;0.0;23.33452377915607;38.0;361.6563306582418;0.0;31.0;0.0;16.5;22.0;False;8.25;24.75;0.0;9.0;7.7727272727272725;73.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;33.0;0.0;16.5
11.0;0.0;41162.81655915774;0.0;151.0;3.0;0.0;52.53887449625594;105.0;1599.4694434415576;6.5;76.0;20.0;0.0;51.0;False;0.0;45.5;0.0;25.0;25.735294117647058;256.0;0.0;10.0;3.0;3.0;15.0;8.54400374531753;3.0;0.0;0.0;91.0;0.0;30.33333333333333
0.0;0.0;3882.882987214159;0.0;41.0;1.0;0.0;0.0;44.0;449.2591886032912;0.0;39.0;0.0;33.0;28.0;False;33.0;33.0;0.0;11.0;8.642857142857142;85.0;33.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;33.0;0.0;33.0
0.0;0.0;2538.2374477961903;0.0;38.0;0.0;0.0;0.0;30.0;319.6299008335943;0.0;26.0;0.0;0.0;17.0;False;0.0;0.0;0.0;9.0;7.9411764705882355;68.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
155.5;0.0;672114.2140026104;0.0;883.0;2.0;0.0;260.92240225783604;570.0;10802.51481475616;82.75;173.0;301.0;184.5;142.0;False;92.25;276.75;0.0;31.0;62.21830985915493;1453.0;0.0;155.5;10.0;2.0;228.25;205.76807332528531;2.0;0.0;0.0;369.0;0.0;184.5
43.0;0.0;277519.13058405;0.0;483.0;2.0;0.0;106.77312395916869;330.0;5861.285586256336;42.0;148.0;45.0;75.5;115.0;False;37.75;113.25;0.0;33.0;47.34782608695652;813.0;0.0;43.0;41.0;2.0;44.0;2.8284271247461903;2.0;0.0;0.0;151.0;0.0;75.5
0.0;0.0;5668.403965340719;0.0;50.0;2.0;0.0;24.748737341529164;54.0;553.4805218682857;0.0;40.0;0.0;17.5;29.0;False;8.75;26.25;0.0;11.0;10.24137931034483;104.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;35.0;0.0;17.5
38.6;0.0;3247966.978249352;0.0;2935.0;15.0;0.0;187.71059284618613;1406.0;36845.71358682586;7.0;359.0;228.0;0.0;319.0;False;0.0;0.0;0.0;40.0;88.15047021943573;4341.0;0.0;15.0;3.0;15.0;37.5;59.84599282443944;15.0;0.0;0.0;727.0;0.0;48.46666666666667
22.66666666666667;0.0;712090.0718689215;0.0;915.0;9.0;0.0;100.0;609.0;11692.77622116456;3.0;204.0;90.0;0.0;170.0;False;0.0;0.0;0.0;34.0;60.9;1524.0;0.0;17.0;3.0;9.0;21.0;28.783675929248506;9.0;0.0;0.0;300.0;0.0;33.333333333333336
3.0;0.0;16524.98596685599;0.0;94.0;2.0;0.0;39.597979746446654;59.0;840.2535237384402;3.0;45.0;3.0;28.0;27.0;False;14.0;42.0;0.0;18.0;19.666666666666668;153.0;0.0;3.0;3.0;2.0;3.0;0.0;2.0;0.0;0.0;56.0;0.0;28.0
4.0;0.0;39190.652430439986;0.0;129.0;2.0;0.0;44.54772721475249;133.0;1559.9994333213615;3.5;62.0;5.0;31.5;45.0;False;15.75;47.25;0.0;17.0;25.122222222222234;262.0;0.0;4.0;3.0;2.0;4.5;1.4142135623730951;2.0;0.0;0.0;63.0;0.0;31.5
3.0;0.0;175695.01208711992;0.0;660.0;62.0;0.0;51.054051054076595;327.0;6984.816994289171;3.0;135.0;3.0;0.0;117.0;True;0.0;0.0;0.0;18.0;25.153846153846153;987.0;0.0;3.0;3.0;62.0;3.0;0.0;62.0;0.0;0.0;402.0;0.0;6.483870967741934
0.0;0.0;4470.861229508157;0.0;49.0;4.0;0.0;20.0;36.0;439.44362512259653;0.0;36.0;0.0;0.0;23.0;False;0.0;10.0;0.0;13.0;10.173913043478262;85.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;0.0;0.0;40.0;0.0;10.0
9.25;0.0;34203.707336774285;0.0;142.0;4.0;0.0;41.0;91.0;1353.113696839422;8.0;56.0;11.0;0.0;36.0;False;0.0;20.5;0.0;20.0;25.277777777777786;233.0;0.0;9.0;8.0;4.0;10.25;1.5;4.0;0.0;0.0;82.0;0.0;20.5
0.0;0.0;3686.794136800678;0.0;41.0;6.0;0.0;18.37117307087384;41.0;413.6403177873932;0.0;33.0;0.0;0.0;23.0;False;0.0;0.0;0.0;10.0;8.91304347826087;82.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0;0.0;45.0;0.0;7.5
0.0;0.0;2433.9994439269626;0.0;35.0;0.0;0.0;0.0;27.0;280.46084127553485;0.0;23.0;0.0;0.0;14.0;False;0.0;0.0;0.0;9.0;8.678571428571429;62.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;8692.415685519363;0.0;68.0;9.0;0.0;17.0;62.0;701.0012649612389;0.0;42.0;0.0;0.0;30.0;False;0.0;0.0;0.0;12.0;12.4;130.0;0.0;0.0;0.0;9.0;0.0;0.0;9.0;0.0;0.0;51.0;0.0;5.666666666666668
13.222222222222221;0.0;276137.712955175;0.0;529.0;9.0;0.0;62.66666666666666;306.0;5736.754540852144;3.0;117.0;43.0;0.0;89.0;False;0.0;0.0;0.0;28.0;48.13483146067415;835.0;0.0;3.0;3.0;9.0;23.0;15.246128834705695;9.0;0.0;0.0;188.0;0.0;20.88888888888889
6.538461538461537;0.0;138659.9658048927;0.0;330.0;13.0;0.0;43.8213155017931;196.0;3560.064954832664;3.0;109.0;21.0;0.0;78.0;False;0.0;0.0;0.0;31.0;38.94871794871795;526.0;0.0;3.0;3.0;13.0;11.0;5.952805845640981;13.0;0.0;0.0;158.0;0.0;12.153846153846152
3.0;0.0;24234.063626713883;0.0;134.0;10.0;0.0;28.14427117549857;85.0;1216.4549585174027;3.0;47.0;3.0;0.0;32.0;False;0.0;0.0;0.0;15.0;19.921875;219.0;0.0;3.0;3.0;10.0;3.0;0.0;10.0;0.0;0.0;89.0;0.0;8.9
0.0;0.0;3581.710527925248;0.0;49.0;2.0;0.0;31.819805153394643;42.0;477.5614037233663;0.0;38.0;0.0;22.5;28.0;False;11.25;33.75;0.0;10.0;7.5;91.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;45.0;0.0;22.5
6.666666666666668;0.0;43682.49787277973;0.0;189.0;3.0;0.0;36.37306695894642;118.0;1887.9723656879376;3.5;71.0;13.0;0.0;51.0;False;0.0;31.5;0.0;20.0;23.137254901960784;307.0;0.0;4.0;3.0;3.0;8.5;5.507570547286101;3.0;0.0;0.0;63.0;0.0;21.0
0.0;0.0;11795.421907848902;0.0;70.0;7.0;0.0;18.898223650461357;71.0;783.1970280865469;0.0;47.0;0.0;0.0;33.0;False;0.0;0.0;0.0;14.0;15.06060606060606;141.0;0.0;0.0;0.0;7.0;0.0;0.0;7.0;0.0;0.0;50.0;0.0;7.142857142857142
0.0;0.0;24638.34784466666;0.0;103.0;9.0;0.0;18.666666666666664;126.0;1368.797102481481;0.0;63.0;0.0;0.0;49.0;False;0.0;0.0;0.0;14.0;18.0;229.0;0.0;0.0;0.0;9.0;0.0;0.0;9.0;0.0;0.0;56.0;0.0;6.222222222222222
20.571428571428573;0.0;455937.4994974594;0.0;619.0;7.0;0.0;78.99457485892847;380.0;6665.7529166295235;21.0;102.0;21.0;0.0;75.0;False;0.0;0.0;0.0;27.0;68.4;999.0;0.0;21.0;18.0;7.0;21.0;1.1338934190276817;7.0;0.0;0.0;209.0;0.0;29.857142857142854
23.0;0.0;892692.3235611026;0.0;1119.0;12.0;0.0;108.83052574224443;766.0;14858.782148047076;9.0;236.0;64.0;0.0;204.0;False;0.0;0.0;0.0;32.0;60.07843137254902;1885.0;0.0;22.0;3.0;12.0;32.75;17.929153506357892;12.0;0.0;0.0;377.0;0.0;31.41666666666667
3.1428571428571432;0.0;27912.64310736837;0.0;136.0;7.0;0.0;32.50494467879354;87.0;1283.3399129824534;3.0;54.0;4.0;0.0;36.0;False;0.0;0.0;0.0;18.0;21.75;223.0;0.0;3.0;3.0;7.0;3.0;0.3779644730092273;7.0;0.0;0.0;86.0;0.0;12.285714285714285
21.65;0.0;2254239.621515204;0.0;1941.0;20.0;0.0;129.6919426949878;1284.0;26981.38914094276;3.75;330.0;52.0;0.0;292.0;True;0.0;0.0;0.0;38.0;83.54794520547945;3225.0;0.0;18.5;3.0;20.0;37.0;16.33940989722315;20.0;0.0;0.0;580.0;0.0;29.0
26.91666666666667;0.0;1296824.280771897;0.0;1356.0;12.0;0.0;123.55295760657991;860.0;17385.605952892736;12.75;230.0;65.0;0.0;196.0;True;0.0;0.0;0.0;34.0;74.59183673469387;2216.0;0.0;24.5;3.0;12.0;40.75;19.2186383650367;12.0;0.0;0.0;428.0;0.0;35.666666666666664
0.0;0.0;27380.520391698683;0.0;116.0;15.0;0.0;19.623115620784247;116.0;1386.728942251981;0.0;63.0;0.0;0.0;47.0;False;0.0;0.0;0.0;16.0;19.74468085106383;232.0;0.0;0.0;0.0;15.0;0.0;0.0;15.0;0.0;0.0;76.0;0.0;5.066666666666666
13.63157894736842;0.0;925653.5577702292;0.0;955.0;19.0;0.0;86.2603159353312;581.0;11367.750814129437;10.0;169.0;30.0;0.0;132.0;False;0.0;0.0;0.0;37.0;81.4280303030303;1536.0;0.0;11.0;3.0;19.0;16.0;7.818855601939238;19.0;0.0;0.0;376.0;0.0;19.789473684210527
17.0;0.0;8213.509905365567;0.0;75.0;1.0;0.0;0.0;52.0;680.4091045864967;17.0;41.0;17.0;48.0;28.0;False;48.0;48.0;0.0;13.0;12.071428571428573;127.0;48.0;17.0;17.0;1.0;17.0;0.0;1.0;0.0;0.0;48.0;0.0;48.0
27.0;0.0;12532.032372065149;0.0;112.0;1.0;0.0;0.0;74.0;1044.3360310054288;27.0;49.0;27.0;58.0;37.0;False;58.0;58.0;0.0;12.0;12.0;186.0;58.0;27.0;27.0;1.0;27.0;0.0;1.0;0.0;0.0;58.0;0.0;58.0
6.546666666666668;0.0;3425646.4551624632;0.0;2830.0;75.0;0.0;104.15398856180849;1811.0;40458.736279451135;3.0;421.0;48.0;0.0;385.0;True;0.0;0.0;0.0;36.0;84.67012987012987;4641.0;0.0;3.0;3.0;75.0;3.0;9.561032022398695;75.0;0.0;0.0;902.0;0.0;12.026666666666667
23.66666666666667;0.0;735473.245984925;0.0;1029.0;6.0;0.0;82.87440296416419;493.0;11002.26204693473;10.25;150.0;60.0;0.0;118.0;False;0.0;0.0;0.0;32.0;66.84745762711864;1522.0;0.0;21.0;6.0;6.0;25.75;19.684172999307503;6.0;0.0;0.0;203.0;0.0;33.833333333333336
19.714285714285715;0.0;353824.4472602312;0.0;730.0;7.0;0.0;70.67935645272549;454.0;8261.0994294239;6.5;126.0;51.0;0.0;106.0;False;0.0;0.0;0.0;20.0;42.83018867924528;1184.0;0.0;8.0;5.0;7.0;30.5;18.526686029565443;7.0;0.0;0.0;187.0;0.0;26.714285714285715
15.928571428571427;9.0;649592.6963369807;4.475206422889622;994.0;14.0;0.0;84.45455244432611;599.0;11762.240937911167;6.25;167.0;38.0;0.0;141.0;False;0.0;0.0;0.0;26.0;55.226950354609926;1593.0;0.0;12.0;5.0;14.0;24.75;10.542691859688949;14.0;3.2142857142857144;9.0;316.0;0.0;22.57142857142857
6.0;0.0;6913.913257404875;0.0;57.0;1.0;0.0;0.0;53.0;635.9495684877128;6.0;55.0;6.0;42.0;39.0;False;42.0;42.0;0.0;16.0;10.871794871794872;110.0;42.0;6.0;6.0;1.0;6.0;0.0;1.0;0.0;0.0;42.0;0.0;42.0
16.0;0.0;20786.348005946376;0.0;121.0;1.0;0.0;0.0;86.0;1222.7263532909633;16.0;60.0;16.0;51.0;43.0;False;51.0;51.0;0.0;17.0;17.0;207.0;51.0;16.0;16.0;1.0;16.0;0.0;1.0;0.0;0.0;51.0;0.0;51.0
34.75;8.5;381072.8373844629;17.0;732.0;4.0;0.0;106.5;520.0;9683.856444522751;12.0;213.0;83.0;0.0;185.0;False;0.0;53.25;0.0;28.0;39.35135135135136;1252.0;0.0;25.0;6.0;4.0;47.75;34.57720829293963;4.0;8.5;34.0;213.0;0.0;53.25
12.0;0.0;29823.469059603263;0.0;159.0;2.0;0.0;49.49747468305833;128.0;1770.7684754139434;7.5;72.0;21.0;35.0;57.0;False;17.5;52.5;0.0;15.0;16.842105263157894;287.0;0.0;12.0;3.0;2.0;16.5;12.727922061357855;2.0;0.0;0.0;70.0;0.0;35.0
36.22222222222222;0.0;1484841.0766313563;0.0;1499.0;9.0;0.0;145.66666666666669;986.0;20162.649282632243;16.0;277.0;118.0;0.0;241.0;True;0.0;0.0;0.0;36.0;73.64315352697095;2485.0;0.0;35.0;3.0;9.0;38.0;34.419390529822635;9.0;0.0;0.0;437.0;0.0;48.555555555555564
5.0;0.0;720289.3402456085;0.0;849.0;2.0;0.0;0.0;552.0;10873.933276654716;4.0;217.0;7.0;0.0;175.0;False;0.0;0.0;0.0;42.0;66.24;1401.0;0.0;5.0;3.0;2.0;6.0;2.8284271247461903;2.0;0.0;0.0;0.0;0.0;0.0
18.0;0.0;720289.3402456085;3.752776749732568;849.0;12.0;0.0;103.92304845413263;552.0;10873.933276654716;3.0;217.0;61.0;0.0;175.0;False;0.0;0.0;0.0;42.0;66.24;1401.0;0.0;8.0;3.0;12.0;23.0;21.746473068272266;12.0;1.0833333333333333;13.0;360.0;0.0;30.0
8.181818181818182;0.0;159721.84395175456;0.0;344.0;11.0;0.0;41.91007689630914;208.0;3583.5029091739807;3.0;90.0;21.0;0.0;63.0;False;0.0;0.0;0.0;27.0;44.57142857142857;552.0;0.0;3.0;3.0;11.0;15.5;7.332369082611456;11.0;0.0;0.0;139.0;0.0;12.636363636363635
4.108108108108108;0.0;1954770.9499912963;0.0;1920.0;74.0;0.0;75.09597462850722;1265.0;26269.64913031782;3.0;304.0;17.0;0.0;272.0;False;0.0;0.0;0.0;32.0;74.41176470588233;3185.0;0.0;3.0;3.0;74.0;3.0;3.1167579202366698;74.0;0.0;0.0;646.0;0.0;8.72972972972973
8.6;0.0;92912.27471045114;0.0;262.0;10.0;0.0;49.96398703066039;173.0;2734.1499652050784;3.0;78.0;24.0;0.0;56.0;False;0.0;0.0;0.0;22.0;33.982142857142854;435.0;0.0;10.0;3.0;10.0;10.0;6.43255608430877;10.0;0.0;0.0;158.0;0.0;15.8
18.9375;0.0;1436079.4401945043;1.5;1345.0;16.0;0.0;116.75;823.0;16898.29359824703;10.75;222.0;59.0;0.0;184.0;False;0.0;0.0;0.0;38.0;84.9836956521739;2168.0;0.0;13.0;3.0;16.0;24.25;15.084069963596251;16.0;0.375;6.0;467.0;0.0;29.1875
15.230769230769232;0.0;655595.8768051767;0.0;814.0;13.0;0.0;88.47468129792404;514.0;9412.150653180452;11.0;136.0;36.0;0.0;107.0;False;0.0;0.0;0.0;29.0;69.65420560747664;1328.0;0.0;12.0;3.0;13.0;17.0;9.470602287727411;13.0;0.0;0.0;319.0;0.0;24.538461538461537
19.5;0.0;20318.6275749419;0.0;127.0;2.0;0.0;53.03300858899106;72.0;1128.8126430523278;17.75;51.0;23.0;37.5;34.0;False;18.75;56.25;0.0;17.0;18.0;199.0;0.0;19.5;16.0;2.0;21.25;4.949747468305833;2.0;0.0;0.0;75.0;0.0;37.5
10.375;0.0;2133684.67020979;0.0;1879.0;56.0;0.0;109.8443704260064;1105.0;23922.15593045668;3.0;259.0;31.0;0.0;223.0;True;0.0;0.0;0.0;36.0;89.19282511210763;2984.0;0.0;9.0;3.0;56.0;16.0;7.501666481522622;56.0;0.0;0.0;822.0;0.0;14.678571428571427
3.8;0.0;22838.882819364262;0.0;128.0;5.0;0.0;33.09380606699689;94.0;1305.946756958329;3.0;59.0;7.0;0.0;43.0;True;0.0;0.0;0.0;16.0;17.488372093023255;222.0;0.0;3.0;3.0;5.0;3.0;1.7888543819998317;5.0;0.0;0.0;74.0;0.0;14.8
12.75;0.0;135363.57595363044;0.0;300.0;4.0;0.0;80.0;186.0;3326.9081647589664;9.0;115.0;21.0;0.0;80.0;False;0.0;40.0;0.0;35.0;40.6875;486.0;0.0;13.5;3.0;4.0;17.25;7.6757192931129685;4.0;0.0;0.0;160.0;0.0;40.0
14.333333333333336;0.0;45326.057290611534;0.0;184.0;3.0;0.0;53.6935750346352;107.0;1771.4516868038488;3.0;68.0;37.0;0.0;46.0;True;0.0;46.5;0.0;22.0;25.58695652173913;291.0;0.0;3.0;3.0;3.0;20.0;19.62990915244728;3.0;0.0;0.0;93.0;0.0;31.0
3.0;0.0;4945.083002250008;0.0;52.0;4.0;0.0;31.0;28.0;380.3910001730776;3.0;27.0;3.0;0.0;14.0;False;0.0;15.5;0.0;13.0;13.0;80.0;0.0;3.0;3.0;4.0;3.0;0.0;4.0;0.0;0.0;62.0;0.0;15.5
