ClassFanOutComplexity_25%;AnonymousInnerClassLength_count;ClassFanOutComplexity_std;NCSSForThisClass_mean;AnonymousInnerClassLength_25%;FileLength_50%;NestedForDepth_max;ClassDataAbstractionCoupling_mean;NCSSForThisMethod_count;CyclomaticComplexity_count;NumberOfProtectedMethod_min;NumberOfPrivateMethod_min;NumberOfPackageMethod_75%;NumberOfPublicMethods_Checkstyle_std;ClassFanOutComplexity_count;NCSSForThisFile_mean;BooleanExpressionComplexity_max;FileLength_mean;BooleanExpressionComplexity_min;ClassDataAbstractionCoupling_min;NCSSForThisFile_count;NCSSForThisMethod_min;NumberOfProtectedMethod_50%;CyclomaticComplexity_std;ThrowsCount_75%;FileLength_min;NumberOfProtectedMethod_mean;NumberOfPrivateMethod_mean;ClassFanOutComplexity_max;NCSSForThisMethod_75%;NumberOfPublicMethods_Checkstyle_75%;NumberOfPackageMethod_25%;ThrowsCount_mean;NumberOfProtectedMethod_25%;MethodLength_std;NumberOfPackageMethod_min;NestedIfElseDepth_count;NumberOfMethods_Checkstyle_count;NPathComplexity_max;Bugged;NCSSForThisClass_count;NumberOfPackageMethod_mean;NumberOfMethods_Checkstyle_mean;NestedForDepth_50%;NCSSForThisClass_50%;ClassDataAbstractionCoupling_50%;NCSSForThisFile_25%;NestedIfElseDepth_50%;ThrowsCount_25%;ExecutableStatementCount_mean;NumberOfPublicMethods_Checkstyle_25%;BooleanExpressionComplexity_50%;NestedIfElseDepth_min;ClassDataAbstractionCoupling_count;NumberOfProtectedMethod_std;NumberOfProtectedMethod_75%;AnonymousInnerClassLength_min;NPathComplexity_count;ExecutableStatementCount_50%;MethodLength_count;ClassDataAbstractionCoupling_75%;NCSSForThisFile_max;BooleanExpressionComplexity_std;NPathComplexity_75%;NPathComplexity_mean;ThrowsCount_max;ThrowsCount_50%;ExecutableStatementCount_count;FileLength_25%;NCSSForThisMethod_mean;FileLength_max;ClassDataAbstractionCoupling_std;NumberOfPrivateMethod_max;NumberOfPackageMethod_max;CyclomaticComplexity_mean;FileLength_std;ClassFanOutComplexity_min;NestedForDepth_count;NumberOfPublicMethods_Checkstyle_50%;NestedTryDepth_50%;NestedTryDepth_max;NumberOfPackageMethod_count;NestedTryDepth_count;NumberOfPublicMethods_Checkstyle_max;ClassDataAbstractionCoupling_max;NumberOfPackageMethod_50%;NumberOfPrivateMethod_75%;NestedForDepth_mean;NCSSForThisMethod_25%;NCSSForThisFile_std;BooleanExpressionComplexity_count;ClassFanOutComplexity_75%;NCSSForThisClass_min;NestedIfElseDepth_std;NestedTryDepth_75%;NestedTryDepth_25%;NumberOfPrivateMethod_25%;NestedIfElseDepth_mean;ClassFanOutComplexity_50%;NPathComplexity_50%;NestedForDepth_25%;NestedForDepth_min;NumberOfPrivateMethod_50%;AnonymousInnerClassLength_max;NumberOfPackageMethod_std;NestedIfElseDepth_75%;AnonymousInnerClassLength_std;NumberOfMethods_Checkstyle_min;AnonymousInnerClassLength_mean;ThrowsCount_min;NCSSForThisClass_25%;NestedTryDepth_std;AnonymousInnerClassLength_75%;ThrowsCount_count;NPathComplexity_25%;NumberOfPrivateMethod_std;CyclomaticComplexity_50%;NumberOfPublicMethods_Checkstyle_min;NumberOfMethods_Checkstyle_50%;CyclomaticComplexity_25%;ExecutableStatementCount_75%;NumberOfPrivateMethod_count;NCSSForThisClass_std;NestedTryDepth_min;AnonymousInnerClassLength_50%;NCSSForThisMethod_max;NCSSForThisMethod_std;NumberOfMethods_Checkstyle_std;ExecutableStatementCount_min;NestedIfElseDepth_max;NestedForDepth_75%;MethodLength_25%;MethodLength_mean;NCSSForThisClass_max;NumberOfMethods_Checkstyle_max;NCSSForThisClass_75%;NCSSForThisFile_50%;NCSSForThisMethod_50%;MethodLength_max;NPathComplexity_std;BooleanExpressionComplexity_75%;CyclomaticComplexity_75%;NCSSForThisFile_75%;NumberOfMethods_Checkstyle_75%;MethodLength_min;CyclomaticComplexity_max;NestedTryDepth_mean;NPathComplexity_min;CyclomaticComplexity_min;NumberOfMethods_Checkstyle_25%;NCSSForThisFile_min;FileLength_75%;FileLength_count;NumberOfPublicMethods_Checkstyle_mean;NestedForDepth_std;MethodLength_75%;ClassDataAbstractionCoupling_25%;NumberOfProtectedMethod_max;ExecutableStatementCount_max;NestedIfElseDepth_25%;ExecutableStatementCount_25%;BooleanExpressionComplexity_mean;ExecutableStatementCount_std;NumberOfPublicMethods_Checkstyle_count;ThrowsCount_std;BooleanExpressionComplexity_25%;ClassFanOutComplexity_mean;NumberOfProtectedMethod_count;MethodLength_50%
0.0;3.0;1.7320508075688772;20.33333333333333;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;1.1547005383792517;3.0;0.0;1.0;0.0;0.0;0.0;3.0;2.0;0.0;4.618802153517007;0.0;0.0;0.6666666666666666;0.0;3.0;20.0;1.0;0.0;0.0;0.0;15.01110699893027;0.0;3.0;3.0;72.0;True;3.0;0.0;1.3333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;11.0;0.0;1.0;0.0;3.0;1.1547005383792517;1.0;0.0;3.0;16.0;3.0;0.0;0.0;0.5773502691896258;72.0;48.0;0.0;0.0;3.0;0.0;14.0;0.0;0.0;0.0;0.0;6.333333333333332;0.0;0.0;3.0;0.0;0.0;0.0;3.0;3.0;2.0;0.0;0.0;0.0;0.0;11.0;0.0;3.0;1.5;0.0;0.5773502691896258;0.0;0.0;0.0;0.6666666666666666;0.0;72.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;36.0;0.0;9.0;0.0;0.0;5.0;16.0;3.0;35.21836642056717;0.0;0.0;20.0;10.392304845413264;2.309401076758504;1.0;1.0;0.0;16.0;20.33333333333333;61.0;4.0;30.5;0.0;20.0;29.0;41.569219381653056;1.0;9.0;0.0;2.0;3.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.6666666666666666;0.0;29.0;0.0;2.0;16.0;0.5;8.5;0.6666666666666666;8.660254037844387;3.0;0.0;0.5;1.0;3.0;29.0
0.0;10.0;0.6324555320336759;5.4;0.0;0.0;0.0;0.1;10.0;10.0;0.0;0.0;0.0;6.640783086353596;10.0;0.0;0.0;0.0;0.0;0.0;10.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;1.0;True;10.0;0.0;2.1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0;1.0;10.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;10.0;0.0;2.0;0.0;0.31622776601683794;0.0;0.0;1.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0;10.0;21.0;1.0;0.0;0.0;0.0;2.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;10.0;17.07629936490925;0.0;0.0;2.0;0.0;6.640783086353596;1.0;0.0;0.0;3.0;3.0;54.0;21.0;0.0;0.0;2.0;3.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;10.0;2.1;0.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;10.0;0.0;0.0;0.2;10.0;3.0
0.0;57.0;3.977694701437581;15.68421052631579;0.0;0.0;2.0;0.2456140350877193;57.0;57.0;0.0;0.0;0.0;5.305928967251049;57.0;15.859649122807017;0.0;22.807017543859647;0.0;0.0;57.0;1.0;0.0;1.0133816437501344;1.0;0.0;0.017543859649122806;0.017543859649122806;30.0;15.0;0.0;0.0;0.6842105263157895;0.0;25.73242885420733;0.0;57.0;57.0;15.0;True;57.0;0.017543859649122806;0.8070175438596491;0.0;0.0;0.0;0.0;0.0;0.0;12.754385964912279;0.0;0.0;0.0;57.0;0.13245323570650436;0.0;0.0;57.0;9.0;57.0;0.0;904.0;0.0;1.0;0.7017543859649122;1.0;1.0;57.0;0.0;13.894736842105265;1300.0;1.8543452998910617;1.0;1.0;1.2807017543859651;172.18920641845568;0.0;57.0;0.0;0.0;0.0;57.0;57.0;40.0;14.0;0.0;0.0;0.03508771929824561;4.0;119.73772507867994;57.0;0.0;0.0;0.13245323570650436;0.0;0.0;0.0;0.017543859649122806;0.0;0.0;0.0;0.0;0.0;0.0;0.13245323570650436;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.0;0.0;0.13245323570650436;1.0;0.0;0.0;1.0;14.0;57.0;117.47312122577793;0.0;0.0;158.0;21.760616629365668;5.702250797746536;1.0;1.0;0.0;5.0;17.05263157894737;887.0;43.0;0.0;0.0;10.0;182.0;2.087076837184193;0.0;1.0;0.0;0.0;2.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;57.0;0.7543859649122807;0.2649064714130087;16.0;0.0;1.0;157.0;0.0;3.0;0.0;21.738938650129295;57.0;0.4689614184877847;0.0;0.5614035087719298;57.0;11.0
0.0;2.0;0.0;2.5;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.4142135623730951;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.5;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;True;2.0;0.0;1.0;0.0;2.5;0.0;0.0;0.0;0.0;1.0;0.5;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.25;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0;3.5355339059327378;0.0;0.0;2.0;0.0;1.4142135623730951;1.0;0.0;0.0;3.0;3.0;5.0;2.0;3.75;0.0;2.0;3.0;0.0;0.0;1.0;0.0;1.5;3.0;1.0;0.0;1.0;1.0;0.5;0.0;0.0;2.0;1.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;3.0
0.5;2.0;1.4142135623730951;3.5;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.4142135623730951;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.7071067811865476;0.0;0.0;0.0;0.0;2.0;2.0;1.5;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;True;2.0;0.0;1.0;0.0;3.5;0.0;0.0;0.0;0.0;1.0;0.5;0.5;0.0;2.0;0.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;0.7071067811865476;1.0;1.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;1.5;0.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.75;0.0;0.0;2.0;1.0;0.0;1.5;0.0;1.0;1.25;1.0;2.0;4.949747468305833;0.0;0.0;2.0;0.0;1.4142135623730951;1.0;0.0;0.0;3.0;3.0;7.0;2.0;5.25;0.0;2.0;3.0;0.0;0.75;1.75;0.0;1.5;3.0;2.0;0.0;1.0;1.0;0.5;0.0;0.0;2.0;1.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;0.5;0.0;2.0;0.0;0.25;1.0;2.0;3.0
0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.7071067811865476;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.7071067811865476;0.0;2.0;2.0;2.0;True;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;1.75;1.5;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;1.5;0.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.25;0.0;1.5;0.0;0.0;1.25;1.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;3.25;3.5;0.0;0.0;0.0;0.0;2.0;4.0;0.7071067811865476;0.0;1.75;0.0;0.0;3.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;3.75;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;3.5
0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;True;1.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;6.0;1.0;6.0;0.0;2.0;3.0;0.0;0.0;1.0;0.0;1.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;9.0;1.666666666666667;21.11111111111111;0.0;0.0;0.0;0.2222222222222222;9.0;9.0;0.0;0.0;0.0;3.0;9.0;22.0;0.0;34.111111111111114;0.0;0.0;9.0;2.0;0.0;0.33333333333333337;1.0;0.0;0.0;0.0;5.0;28.0;0.0;0.0;0.8888888888888888;0.0;21.67051247919881;0.0;9.0;9.0;2.0;True;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;19.33333333333333;0.0;0.0;0.0;9.0;0.0;0.0;0.0;9.0;10.0;9.0;0.0;198.0;0.0;0.0;0.2222222222222222;1.0;1.0;9.0;0.0;20.33333333333333;307.0;0.6666666666666666;0.0;0.0;1.1111111111111112;102.33333333333331;0.0;9.0;0.0;0.0;0.0;9.0;9.0;9.0;2.0;0.0;0.0;0.0;7.0;66.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;1.0;0.0;0.0;1.0;27.0;9.0;63.33333333333333;0.0;0.0;62.0;18.86796226411321;3.0;1.0;0.0;0.0;10.0;26.11111111111111;190.0;9.0;0.0;0.0;11.0;65.0;0.6666666666666667;0.0;1.0;0.0;0.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;9.0;1.0;0.0;38.0;0.0;0.0;61.0;0.0;6.0;0.0;18.86796226411321;9.0;0.33333333333333337;0.0;0.5555555555555556;9.0;13.0
0.0;11.0;1.507556722888818;7.272727272727272;0.0;0.0;0.0;0.09090909090909093;11.0;11.0;0.0;0.0;0.0;3.3166247903554;11.0;7.727272727272727;1.0;15.272727272727273;0.0;0.0;11.0;5.0;0.0;0.4045199174779453;1.0;0.0;0.0;0.0;5.0;7.5;0.0;0.0;1.0;0.0;4.95617154299933;0.0;11.0;11.0;2.0;False;11.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;11.0;5.0;11.0;0.0;85.0;0.3015113445777636;0.0;0.18181818181818185;1.0;1.0;11.0;0.0;7.0;168.0;0.3015113445777636;0.0;0.0;1.181818181818182;50.65390588906428;0.0;11.0;0.0;0.0;0.0;11.0;11.0;11.0;1.0;0.0;0.0;0.0;5.5;25.628464289109907;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;11.0;0.0;0.0;1.0;0.0;0.0;1.0;6.5;11.0;24.12090756622109;0.0;0.0;13.0;2.3664319132398464;3.3166247903554;4.0;0.0;0.0;7.5;10.181818181818182;80.0;11.0;0.0;0.0;6.0;23.0;0.6030226891555271;0.0;1.0;0.0;0.0;7.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;11.0;1.0;0.0;9.5;0.0;0.0;12.0;0.0;4.5;0.09090909090909093;2.3664319132398464;11.0;0.0;0.0;0.4545454545454545;11.0;8.0
0.0;14.0;2.6654072117400007;1.5714285714285714;0.0;0.0;0.0;0.2857142857142857;14.0;14.0;0.0;0.0;0.0;1.1578684470436789;14.0;8.071428571428571;0.0;14.0;0.0;0.0;14.0;2.0;0.0;0.3631365196012815;1.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;0.6428571428571429;0.0;4.91018228886567;0.0;14.0;14.0;2.0;True;14.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;5.7142857142857135;0.0;0.0;0.0;14.0;0.0;0.0;0.0;14.0;7.0;14.0;0.0;113.0;0.0;1.0;0.5;1.0;1.0;14.0;0.0;6.7857142857142865;196.0;0.8254203058555569;0.0;0.0;1.1428571428571428;52.38320341483518;0.0;14.0;0.0;0.0;0.0;14.0;14.0;4.0;3.0;0.0;0.0;0.0;2.0;30.20052033610396;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;1.0;0.0;0.0;1.0;9.0;14.0;4.164211731007364;0.0;0.0;12.0;4.098378130029402;1.1578684470436789;1.0;0.0;0.0;3.0;8.428571428571429;14.0;4.0;0.0;0.0;8.0;17.0;0.7595545253127499;0.0;1.0;0.0;0.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;14.0;0.42857142857142855;0.0;11.0;0.0;0.0;11.0;0.0;1.0;0.0;4.008233284869291;14.0;0.4972451580988469;0.0;0.7857142857142857;14.0;9.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;True;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0
0.0;24.0;0.8164965809277261;2.875;0.0;0.0;0.0;0.04166666666666666;24.0;24.0;0.0;0.0;0.0;4.898979485566356;24.0;3.0416666666666665;1.0;7.375;0.0;0.0;24.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.9583333333333334;0.0;0.9078961186825508;0.0;24.0;24.0;0.0;False;24.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.7083333333333333;0.0;0.0;0.0;24.0;0.0;0.0;0.0;24.0;1.0;24.0;0.0;73.0;0.20412414523193154;0.0;0.0;1.0;1.0;24.0;0.0;2.708333333333333;177.0;0.20412414523193154;0.0;0.0;1.0;36.129973706051885;0.0;24.0;0.0;0.0;0.0;24.0;24.0;24.0;1.0;0.0;0.0;0.0;2.0;14.901062601931;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;24.0;14.084566021003274;0.0;0.0;4.0;0.9078961186825508;4.898979485566356;1.0;0.0;0.0;3.0;3.7083333333333335;69.0;24.0;0.0;0.0;2.0;5.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;24.0;1.0;0.0;5.0;0.0;0.0;3.0;0.0;1.0;0.04166666666666666;0.9078961186825508;24.0;0.2041241452319315;0.0;0.16666666666666666;24.0;3.0
0.0;6.0;2.0412414523193148;5.833333333333332;0.0;0.0;0.0;0.16666666666666666;6.0;6.0;0.0;0.0;0.0;2.449489742783178;6.0;6.333333333333332;0.0;14.166666666666664;0.0;0.0;6.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;1.0;0.0;0.8164965809277259;0.0;6.0;6.0;0.0;False;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;4.333333333333333;0.0;0.0;0.0;6.0;0.0;0.0;0.0;6.0;4.0;6.0;0.0;38.0;0.0;0.0;0.0;1.0;1.0;6.0;0.0;5.333333333333333;85.0;0.40824829046386296;0.0;0.0;1.0;34.701104689428355;0.0;6.0;0.0;0.0;0.0;6.0;6.0;6.0;1.0;0.0;0.0;0.0;5.0;15.513435037626795;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;6.0;14.288690166235206;0.0;0.0;7.0;0.8164965809277259;2.449489742783178;4.0;0.0;0.0;6.0;6.333333333333332;35.0;6.0;0.0;0.0;5.0;8.0;0.0;0.0;1.0;0.0;0.0;6.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;1.0;0.0;6.0;0.0;0.0;6.0;0.0;4.0;0.0;0.8164965809277259;6.0;0.0;0.0;0.8333333333333334;6.0;6.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
