accuracy_score;precision_score;recall_score;f1_score;roc_auc_score;pr_auc_score;type;data_type
0.963531993921999;0.0;0.0;0.0;0.49744465860638987;0.03225563026037768;one;designite_implementation
0.9631943271990545;0.0;0.0;0.0;0.5185862553459366;0.029797728492958787;one;designite_method_organic
0.9616748269458045;0.13333333333333333;0.009259259259259259;0.017316017316017313;0.7432551155501042;0.051018979944943504;one;designite_method_metrics
0.9572851595475266;0.04878048780487805;0.009259259259259259;0.015564202334630349;0.7514825036180388;0.06428134614274601;one;checkstyle
0.9557656592942766;0.04;0.009259259259259259;0.015037593984962405;0.7533296503968485;0.051065778480856014;one;ck
0.9603241600540267;0.0;0.0;0.0;0.7532935511295421;0.04921194753816569;one;halstead
0.9613371602228601;0.11764705882352941;0.009259259259259259;0.017167381974248924;0.7522357209145364;0.05332048753137973;one;jasome_files
0.963531993921999;0.0;0.0;0.0;0.5002628351147713;0.5182432432432432;one;jasome_methods
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.7574246863825451;0.054413663798108414;all;bugged
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.7574246863825451;0.054413663798108414;all;bugged_methods
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.7574246863825451;0.054413663798108414;all;designite_design
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.7580310729513462;0.05908841935642571;all;designite_implementation
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.7574246863825451;0.054413663798108414;all;designite_type_organic
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.7552838781483429;0.050620014894115384;all;designite_method_organic
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.7574246863825451;0.054413663798108414;all;designite_type_metrics
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.75893112097554;0.0558122154803663;all;designite_method_metrics
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.7535389450252776;0.05124233118760004;all;checkstyle
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.7574246863825451;0.054413663798108414;all;source_monitor
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.7574246863825451;0.054413663798108414;all;source_monitor_files
0.9562721593786933;0.0425531914893617;0.009259259259259259;0.015209125475285171;0.7509681904613567;0.05623352098112263;all;ck
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.7574246863825451;0.054413663798108414;all;mood
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.7574246863825451;0.054413663798108414;all;halstead
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.7554822213136564;0.050634038686809456;all;jasome_files
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.7574246863825451;0.054413663798108414;all;jasome_methods
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.7574246863825451;0.054413663798108414;all;process_files
0.955427992571332;0.038461538461538464;0.009259259259259259;0.014925373134328358;0.7574246863825451;0.054413663798108414;all;issues_files
