Maximum Block Depth;NumberOfMathOperations_75%;Ma;NumberOfModifiers_min;NumberOfModifiers_count;blame_merge_priorityMajor_max;NumberOfMathOperations_count;PMd;Maximum Depth_50%;NMA;NumberOfMethods_Mood;blamemerge_priorityMajor_std;blame_merge_priorityMajor_std;SIX;Maximum Depth_std;NumberOfMathOperations_50%;blamemerge_priorityMinor_count;Maximum Depth_mean;blamemerge_priorityMajor_min;issues_priorityMajor_max;PMi;Maximum Depth_min;Average Block Depth;Average Complexity*;NMI;issues_priorityMinor_mean;blame_merge_priorityMinor_min;NumberOfModifiers_50%;NumberOfMathOperations_mean;issues_priorityMinor_count;MaxNumberOfNestedBlocks_mean;NumberOfMathOperations_25%;Mi;NumberOfMathOperations_std;Mit;Maximum Depth_count;blamemerge_priorityMinor_max;Ad;Average Statements per Method;issues_priorityMajor_count;Maximum Depth_75%;NumberOfMathOperations_min;NumberOfModifiers_75%;NM;Maximum Depth_25%;blamemerge_priorityMajor_count;MaxNumberOfNestedBlocks_75%;issues_priorityMinor_max;blame_merge_priorityMinor_std;HMd;NOPa;issues_priorityMajor_mean;MaxNumberOfNestedBlocks_min;blamemerge_priorityMajor_mean;NumberOfModifiers_25%;blame_merge_priorityMajor_count;blame_merge_priorityMinor_mean;issues_priorityMinor_min;blame_merge_priorityMajor_min;Ao;blame_merge_priorityMinor_count;MaxNumberOfNestedBlocks_count;Av;issues_priorityMajor_std;issues_priorityMajor_min;MaxNumberOfNestedBlocks_50%;blamemerge_priorityMinor_std;Maximum Complexity*;MaxNumberOfNestedBlocks_std;Mo;Md;NumberOfModifiers_max;blamemerge_priorityMajor_max;Ai;Maximum Depth_max;blamemerge_priorityMinor_mean;MaxNumberOfNestedBlocks_25%;HMi;NumberOfModifiers_mean;PMR;Ait;blame_merge_priorityMinor_max;Bugged;blame_merge_priorityMajor_mean;MaxNumberOfNestedBlocks_max;blamemerge_priorityMinor_min;NumberOfMathOperations_max;issues_priorityMinor_std;NumberOfModifiers_std;NF
5.0;0.0;37.0;0.0;37.0;0.0;37.0;20.0;2.0;37.0;37.0;0.10350580128635242;0.0;0.0;0.4031128874149275;0.0;278.0;2.1875;0.0;0.0;0.0;2.0;2.14;2.3;0.0;0.0;0.0;1.0;0.21621621621621626;0.0;0.6216216216216216;0.0;0.0;0.4793012932694108;0.0;16.0;1.0;17.0;4.84;0.0;2.0;0.0;2.0;37.0;2.0;278.0;1.0;0.0;0.0;17.0;0.0;0.0;0.0;0.9892086330935252;1.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;0.0;0.0;0.0;0.0;0.10350580128635242;14.0;0.8929150560368535;0.0;37.0;36.0;1.0;0.0;3.0;0.01079136690647482;0.0;0.0;2.3783783783783785;0.540540541;0.0;0.0;False;0.0;3.0;0.0;2.0;0.0;5.722039998264758;17.0
2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;275.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;275.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5.0;1.0;26.0;0.0;20.0;0.0;20.0;15.0;2.0;26.0;19.0;0.4480941547488416;0.0;0.0;0.9161253813129044;0.0;451.0;2.625;0.0;0.0;0.0;2.0;2.19;2.81;0.0;1.0;0.0;1.0;0.7;4.0;0.9;0.0;0.0;1.080935267549162;0.0;8.0;1.0;10.0;5.59;4.0;3.25;0.0;2.0;19.0;2.0;451.0;1.25;1.0;0.0;11.0;0.0;0.0;0.0;0.7228381374722838;1.0;0.0;0.0;1.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.5;0.4480941547488417;14.0;1.1192102478745307;0.0;26.0;4.0;1.0;0.0;4.0;0.2771618625277162;0.0;0.0;1.8;0.576923077;0.0;0.0;False;0.0;3.0;0.0;4.0;0.0;1.2396943596157717;10.0
3.0;0.0;11.0;0.0;0.0;0.0;0.0;11.0;3.0;11.0;8.0;0.0;0.0;0.0;0.0;0.0;275.0;3.0;1.0;0.0;0.0;3.0;1.57;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;1.2;0.0;3.0;0.0;0.0;8.0;3.0;275.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;11.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;3.0
3.0;0.0;11.0;1.0;12.0;0.0;12.0;11.0;2.0;11.0;8.0;0.0;0.0;0.0;0.0;0.0;275.0;2.0;1.0;0.0;0.0;2.0;1.57;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;3.0;1.2;0.0;2.0;0.0;1.0;8.0;2.0;275.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;11.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;3.0
5.0;0.0;8.0;1.0;8.0;0.0;8.0;8.0;2.0;8.0;8.0;0.0;0.0;0.0;1.5;0.0;275.0;2.75;1.0;0.0;0.0;2.0;1.69;1.63;0.0;0.0;0.0;1.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;4.0;0.0;2.0;2.63;0.0;2.75;0.0;1.0;8.0;2.0;275.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0690449676496976;0.0;8.0;1.0;1.0;0.0;5.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.0;0.0;2.0
3.0;0.0;14.0;1.0;12.0;0.0;12.0;14.0;2.0;14.0;12.0;0.0;0.0;0.0;0.40824829046386296;0.0;275.0;2.1666666666666665;1.0;0.0;0.0;2.0;1.57;1.14;0.0;0.0;0.0;1.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;6.0;0.0;9.0;2.29;0.0;2.0;0.0;1.0;12.0;2.0;275.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;3.0;0.0;0.0;0.0;0.0;2.0;0.3892494720807616;0.0;14.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;0.0;9.0
4.0;0.0;16.0;1.0;16.0;0.0;16.0;7.0;0.0;17.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.06;4.06;0.0;0.0;0.0;3.0;0.625;0.0;0.6875;0.0;0.0;1.9958289839896937;0.0;0.0;0.0;3.0;6.81;0.0;0.0;0.0;4.0;16.0;0.0;0.0;1.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;1.0;0.0;12.0;0.6020797289396148;0.0;16.0;1028.0;0.0;0.0;0.0;0.0;0.0;0.0;66.625;0.4375;0.0;0.0;False;0.0;2.0;0.0;8.0;0.0;256.37053262806944;3.0
3.0;0.0;11.0;1.0;11.0;0.0;11.0;9.0;2.0;14.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.4;1.36;0.0;0.0;0.0;1.0;0.0;0.0;0.09090909090909093;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.82;0.0;2.0;0.0;4.0;13.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;5.0;0.30151134457776363;0.0;11.0;1028.0;0.0;0.0;2.0;0.0;0.0;0.0;188.0;0.818181818;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;414.56772667442414;2.0
5.0;0.0;11.0;1.0;11.0;0.0;11.0;7.0;2.0;12.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;2.28;3.45;0.0;0.0;0.0;1.0;0.0;0.0;0.7272727272727273;0.0;0.0;0.0;0.0;2.0;0.0;6.0;6.36;0.0;2.0;0.0;4.0;11.0;2.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;3.0;0.0;0.0;1.0;0.0;10.0;0.7862453931068966;0.0;11.0;1028.0;0.0;0.0;2.0;0.0;0.0;0.0;95.45454545454544;0.636363636;0.0;0.0;False;0.0;2.0;0.0;0.0;0.0;309.29382911282386;6.0
3.0;0.0;12.0;1.0;9.0;0.0;9.0;10.0;2.0;12.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.42;1.25;0.0;0.0;0.0;1.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.67;0.0;2.0;0.0;1.0;9.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;4.0;0.3333333333333333;0.0;12.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;1.6666666666666667;0.833333333;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;1.3228756555322951;2.0
2.0;0.0;11.0;1.0;9.0;0.0;9.0;10.0;2.0;11.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.21;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;2.0;0.0;1.0;9.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;11.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;1.3333333333333333;0.909090909;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;1.0;2.0
3.0;0.0;14.0;1.0;9.0;0.0;9.0;13.0;2.0;14.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.38;1.21;0.0;0.0;0.0;1.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.21;0.0;2.0;0.0;1.0;12.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;3.0;0.3333333333333333;0.0;14.0;9.0;0.0;0.0;2.0;0.0;0.0;0.0;2.2222222222222223;0.928571429;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;2.7284509239574835;2.0
3.0;0.0;19.0;1.0;17.0;0.0;17.0;18.0;2.0;19.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.52;1.11;0.0;0.0;0.0;1.0;0.0;0.0;0.05882352941176471;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.47;0.0;2.0;0.0;1.0;17.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;3.0;0.24253562503633302;0.0;19.0;9.0;0.0;0.0;2.0;0.0;0.0;0.0;1.6470588235294117;0.947368421;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;2.0291986247835694;2.0
4.0;0.0;12.0;1.0;6.0;0.0;6.0;12.0;2.0;12.0;6.0;0.12819576036190766;0.0;0.0;0.0;0.0;719.0;2.0;0.0;1.0;0.0;2.0;1.73;2.08;0.0;0.7142857142857143;0.0;1.0;0.0;7.0;0.3333333333333333;0.0;0.0;0.0;0.0;4.0;1.0;5.0;2.83;7.0;2.0;0.0;1.0;6.0;2.0;719.0;0.0;1.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.016689847009735744;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.4879500364742666;0.0;0.0;0.12819576036190766;11.0;0.8164965809277259;0.0;12.0;1.0;1.0;0.0;2.0;0.9833101529902644;0.0;0.0;1.0;1.0;0.0;0.0;True;0.0;2.0;0.0;0.0;0.4879500364742666;0.0;5.0
0.0;0.5;6.0;1.0;3.0;0.0;3.0;5.0;0.0;6.0;3.0;0.4803374547649786;0.0;0.0;0.0;0.0;365.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.206896551724138;0.0;1.0;0.3333333333333333;29.0;0.6666666666666666;0.0;0.0;0.5773502691896258;0.0;0.0;1.0;15.0;0.0;29.0;0.0;0.0;1.5;3.0;0.0;365.0;1.0;1.0;0.0;1.0;0.0;0.6896551724137931;0.0;0.3589041095890411;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;11.0;0.4708236154307584;0.0;0.0;0.4848758824750837;0.0;1.1547005383792517;0.0;6.0;2.0;1.0;0.0;0.0;0.6246575342465753;0.0;0.0;1.3333333333333333;0.833333333;0.0;0.0;False;0.0;2.0;0.0;1.0;0.4122508203948855;0.5773502691896257;15.0
5.0;0.0;4.0;1.0;2.0;0.0;2.0;3.0;2.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.81;2.25;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;4.0;0.0;2.0;0.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;4.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.75;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;3.0
3.0;0.0;19.0;1.0;17.0;0.0;17.0;17.0;2.0;19.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.45;1.11;0.0;0.0;0.0;1.0;0.0;0.0;0.05882352941176471;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.84;0.0;2.0;0.0;1.0;17.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;3.0;0.24253562503633294;0.0;19.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;1.2352941176470589;0.894736842;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;0.7524469885568255;2.0
4.0;0.0;14.0;1.0;14.0;0.0;14.0;8.0;2.0;14.0;13.0;0.0;0.0;0.0;0.0;0.0;2369.0;2.0;1.0;1.0;0.0;2.0;1.89;2.67;0.0;0.02631578947368421;0.0;5.0;0.0;114.0;0.7857142857142857;0.0;0.0;0.0;0.0;1.0;0.0;13.0;4.33;114.0;2.0;0.0;9.75;13.0;2.0;2369.0;1.0;1.0;0.0;6.0;0.0;0.9736842105263158;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.1607794243313157;0.0;1.0;0.0;6.0;0.6992932067530679;0.0;14.0;26.0;1.0;0.0;2.0;0.0;0.0;0.0;6.857142857142858;0.571428571;0.0;0.0;True;0.0;2.0;0.0;0.0;0.1607794243313157;7.3887351145785845;13.0
4.0;0.0;14.0;0.0;0.0;0.0;0.0;8.0;0.0;14.0;13.0;0.0;0.0;0.0;0.0;0.0;2369.0;0.0;1.0;1.0;0.0;0.0;1.89;2.67;0.0;0.02631578947368421;0.0;0.0;0.0;114.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;4.33;114.0;0.0;0.0;0.0;13.0;0.0;2369.0;0.0;1.0;0.0;6.0;0.0;0.9736842105263158;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1607794243313157;0.0;0.0;0.0;6.0;0.0;0.0;14.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.571428571;0.0;0.0;True;0.0;0.0;0.0;0.0;0.1607794243313157;0.0;13.0
4.0;0.0;14.0;0.0;0.0;0.0;0.0;8.0;0.0;14.0;13.0;0.0;0.0;0.0;0.0;0.0;2369.0;0.0;1.0;1.0;0.0;0.0;1.89;2.67;0.0;0.02631578947368421;0.0;0.0;0.0;114.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;4.33;114.0;0.0;0.0;0.0;13.0;0.0;2369.0;0.0;1.0;0.0;6.0;0.0;0.9736842105263158;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1607794243313157;0.0;0.0;0.0;6.0;0.0;0.0;14.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.571428571;0.0;0.0;True;0.0;0.0;0.0;0.0;0.1607794243313157;0.0;13.0
3.0;0.0;14.0;1.0;9.0;0.0;9.0;13.0;2.0;14.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.36;1.14;0.0;0.0;0.0;1.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.14;0.0;2.0;0.0;1.0;12.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;2.0;0.3333333333333333;0.0;14.0;9.0;0.0;0.0;2.0;0.0;0.0;0.0;2.2222222222222223;0.928571429;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;2.7284509239574835;2.0
3.0;0.0;6.0;1.0;5.0;0.0;5.0;3.0;2.0;6.0;5.0;0.0757004895146412;0.0;0.0;0.0;0.0;348.0;2.0;0.0;1.0;0.0;2.0;1.56;2.33;0.0;0.4444444444444444;0.0;4.0;0.0;117.0;0.4;0.0;0.0;0.0;0.0;1.0;1.0;14.0;4.17;117.0;2.0;0.0;4.0;5.0;2.0;348.0;1.0;1.0;0.0;3.0;0.0;0.5555555555555556;0.0;0.9942528735632185;4.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.499041226346952;0.0;0.0;0.07570048951464119;6.0;0.5477225575051662;0.0;6.0;9.0;1.0;0.0;2.0;0.005747126436781609;0.0;0.0;4.4;0.5;0.0;0.0;True;0.0;1.0;0.0;0.0;0.499041226346952;2.8809720581775866;14.0
4.0;0.0;14.0;1.0;9.0;0.0;9.0;13.0;2.0;14.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.76;1.5;0.0;0.0;0.0;1.0;0.1111111111111111;0.0;0.2222222222222222;0.0;0.0;0.3333333333333333;0.0;1.0;0.0;2.0;1.86;0.0;2.0;0.0;1.0;12.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;7.0;0.6666666666666666;0.0;14.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;1.3333333333333333;0.928571429;0.0;0.0;False;0.0;2.0;0.0;1.0;0.0;1.0;2.0
4.0;0.0;11.0;1.0;9.0;0.0;9.0;11.0;2.0;11.0;9.0;0.2472595050338487;0.0;0.0;0.0;0.0;1117.0;2.0;0.0;0.0;0.0;2.0;1.57;1.64;0.0;0.0;0.0;1.0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0;1.0;0.0;1.0;1.0;12.0;2.64;0.0;2.0;0.0;1.0;9.0;2.0;1117.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9346463742166518;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;2.0;0.0;0.0;0.0;0.2472595050338487;4.0;0.7071067811865476;0.0;11.0;9.0;1.0;0.0;2.0;0.06535362578334826;0.0;0.0;1.8888888888888888;1.0;0.0;0.0;False;0.0;2.0;0.0;3.0;0.0;2.666666666666667;12.0
6.0;0.25;4.0;1.0;4.0;0.0;4.0;4.0;2.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;0.0;2.0;2.9;9.75;0.0;0.0;0.0;1.0;0.25;1.0;1.5;0.0;0.0;0.5;0.0;1.0;0.0;4.0;16.25;1.0;2.0;0.0;3.0;4.0;2.0;2.0;2.5;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;1.0;0.0;27.0;1.914854215512676;0.0;4.0;9.0;1.0;0.0;2.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;True;0.0;4.0;0.0;1.0;0.0;4.0;4.0
3.0;0.0;14.0;1.0;12.0;0.0;12.0;13.0;2.0;14.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.38;1.21;0.0;0.0;0.0;1.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.21;0.0;2.0;0.0;1.0;12.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;3.0;0.2886751345948129;0.0;14.0;9.0;0.0;0.0;2.0;0.0;0.0;0.0;1.9166666666666667;0.928571429;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;2.3915887961137816;2.0
3.0;0.0;14.0;1.0;9.0;0.0;9.0;13.0;2.0;14.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.36;1.14;0.0;0.0;0.0;1.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.14;0.0;2.0;0.0;1.0;12.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;2.0;0.3333333333333333;0.0;14.0;9.0;0.0;0.0;2.0;0.0;0.0;0.0;2.2222222222222223;0.928571429;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;2.7284509239574835;2.0
5.0;0.0;4.0;1.0;2.0;0.0;2.0;3.0;2.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.84;2.5;0.0;0.0;0.0;2.5;0.0;0.0;1.5;0.0;0.0;0.0;0.0;1.0;0.0;4.0;4.5;0.0;2.0;0.0;3.25;2.0;2.0;0.0;2.25;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.75;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.5;0.0;7.0;2.1213203435596424;0.0;4.0;4.0;0.0;0.0;2.0;0.0;0.75;0.0;2.5;0.75;0.0;0.0;False;0.0;3.0;0.0;0.0;0.0;2.1213203435596424;4.0
6.0;1.0;8.0;1.0;4.0;0.0;4.0;8.0;4.0;8.0;4.0;0.0;0.0;0.0;0.0;0.5;522.0;4.0;0.0;0.0;0.0;4.0;2.5;3.63;0.0;1.0;0.0;1.0;0.5;5.0;2.25;0.0;0.0;0.5773502691896257;0.0;1.0;1.0;2.0;6.38;5.0;4.0;0.0;1.0;4.0;4.0;522.0;3.25;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2.5;0.0;7.0;1.707825127659933;0.0;8.0;1.0;0.0;0.0;4.0;1.0;1.5;0.0;1.0;1.0;0.0;0.0;False;0.0;4.0;1.0;1.0;0.0;0.0;2.0
3.0;0.0;14.0;1.0;9.0;0.0;9.0;13.0;2.0;14.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.38;1.21;0.0;0.0;0.0;1.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.21;0.0;2.0;0.0;1.0;12.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;3.0;0.3333333333333333;0.0;14.0;9.0;0.0;0.0;2.0;0.0;0.0;0.0;2.2222222222222223;0.928571429;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;2.7284509239574835;2.0
2.0;0.0;16.0;1.0;14.0;0.0;14.0;15.0;2.0;16.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.22;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;2.0;0.0;1.0;14.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;16.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;1.2142857142857142;0.9375;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.8017837257372731;2.0
4.0;0.0;16.0;1.0;10.0;0.0;10.0;8.0;2.0;16.0;10.0;0.14405708007482332;0.0;0.0;0.0;0.0;850.0;2.0;0.0;1.0;0.0;2.0;1.84;3.38;0.0;0.4715025906735752;0.0;4.0;0.1;193.0;0.8;0.0;0.0;0.31622776601683794;0.0;1.0;1.0;31.0;5.75;193.0;2.0;0.0;4.0;10.0;2.0;850.0;1.0;1.0;0.0;8.0;0.0;0.5129533678756477;0.0;0.9788235294117648;2.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;4.0;0.5011321379527751;0.0;1.0;0.09661348126069612;11.0;0.7888106377466155;0.0;16.0;4.0;1.0;0.0;2.0;0.009411764705882352;0.0;0.0;3.0;0.5;0.0;0.0;True;0.0;2.0;0.0;1.0;0.5004855155699681;1.3333333333333333;31.0
2.0;2.0;2.0;4.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;660.0;0.0;1.0;1.0;0.0;0.0;1.1;1.0;0.0;0.0;0.0;4.0;2.0;10.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;1.5;10.0;0.0;2.0;4.0;1.0;0.0;660.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;0.5;0.0;0.0;False;0.0;0.0;0.0;2.0;0.0;0.0;3.0
