Maximum Block Depth;NumberOfMathOperations_75%;Ma;NumberOfModifiers_min;NumberOfModifiers_count;blame_merge_priorityMajor_max;NumberOfMathOperations_count;PMd;Maximum Depth_50%;NMA;NumberOfMethods_Mood;blamemerge_priorityMajor_std;blame_merge_priorityMajor_std;SIX;Maximum Depth_std;NumberOfMathOperations_50%;blamemerge_priorityMinor_count;Maximum Depth_mean;blamemerge_priorityMajor_min;issues_priorityMajor_max;PMi;Maximum Depth_min;Average Block Depth;Average Complexity*;NMI;issues_priorityMinor_mean;blame_merge_priorityMinor_min;NumberOfModifiers_50%;NumberOfMathOperations_mean;issues_priorityMinor_count;MaxNumberOfNestedBlocks_mean;NumberOfMathOperations_25%;Mi;NumberOfMathOperations_std;Mit;Maximum Depth_count;blamemerge_priorityMinor_max;Ad;Average Statements per Method;issues_priorityMajor_count;Maximum Depth_75%;NumberOfMathOperations_min;NumberOfModifiers_75%;NM;Maximum Depth_25%;blamemerge_priorityMajor_count;MaxNumberOfNestedBlocks_75%;issues_priorityMinor_max;blame_merge_priorityMinor_std;HMd;NOPa;issues_priorityMajor_mean;MaxNumberOfNestedBlocks_min;blamemerge_priorityMajor_mean;NumberOfModifiers_25%;blame_merge_priorityMajor_count;blame_merge_priorityMinor_mean;issues_priorityMinor_min;blame_merge_priorityMajor_min;Ao;blame_merge_priorityMinor_count;MaxNumberOfNestedBlocks_count;Av;issues_priorityMajor_std;issues_priorityMajor_min;MaxNumberOfNestedBlocks_50%;blamemerge_priorityMinor_std;Maximum Complexity*;MaxNumberOfNestedBlocks_std;Mo;Md;NumberOfModifiers_max;blamemerge_priorityMajor_max;Ai;Maximum Depth_max;blamemerge_priorityMinor_mean;MaxNumberOfNestedBlocks_25%;HMi;NumberOfModifiers_mean;PMR;Ait;blame_merge_priorityMinor_max;Bugged;blame_merge_priorityMajor_mean;MaxNumberOfNestedBlocks_max;blamemerge_priorityMinor_min;NumberOfMathOperations_max;issues_priorityMinor_std;NumberOfModifiers_std;NF
3.0;1.75;3.0;4.0;2.0;0.0;2.0;1.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;1.5;790.0;0.0;1.0;1.0;0.0;0.0;1.47;2.0;0.0;0.0;0.0;4.0;1.5;14.0;0.5;1.25;0.0;0.7071067811865476;0.0;0.0;0.0;3.0;3.0;14.0;0.0;1.0;4.0;2.0;0.0;790.0;0.75;0.0;0.0;2.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.5;0.0;4.0;0.7071067811865476;0.0;3.0;4.0;1.0;0.0;0.0;0.0;0.25;0.0;4.0;0.333333333;0.0;0.0;False;0.0;1.0;0.0;2.0;0.0;0.0;3.0
0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;742.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;742.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0
2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;714.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.67;0.0;0.0;0.0;0.0;0.0;0.0;714.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0
2.0;2.0;2.0;4.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;814.0;0.0;0.0;0.0;0.0;0.0;1.1;1.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;3.0;1.5;0.0;0.0;2.0;4.0;1.0;0.0;814.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.5;0.0;0.0;False;0.0;0.0;1.0;2.0;0.0;0.0;3.0
4.0;5.0;4.0;1.0;3.0;0.0;3.0;3.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;3.0;1100.0;0.0;1.0;1.0;0.0;0.0;1.97;3.5;0.0;0.0;0.0;1.0;3.333333333333333;10.0;1.0;1.5;0.0;3.511884584284246;0.0;0.0;0.0;4.0;5.75;10.0;0.0;0.0;1.5;3.0;0.0;1100.0;1.5;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;1.0;0.0;6.0;1.0;0.0;4.0;2.0;1.0;0.0;0.0;0.0;0.5;0.0;1.3333333333333333;0.75;0.0;0.0;True;0.0;2.0;0.0;7.0;0.0;0.5773502691896257;4.0
3.0;0.5;4.0;4.0;3.0;0.0;3.0;1.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;1246.0;0.0;0.0;0.0;0.0;0.0;1.5;1.75;0.0;0.0;0.0;4.0;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0;0.5773502691896258;0.0;0.0;1.0;2.0;2.0;0.0;0.0;0.0;4.0;3.0;0.0;1246.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;1.0;0.0;3.0;0.5773502691896258;0.0;4.0;4.0;0.0;0.0;0.0;1.0;0.5;0.0;4.0;0.25;0.0;0.0;False;0.0;1.0;1.0;1.0;0.0;0.0;2.0
3.0;0.75;2.0;1.0;2.0;0.0;2.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.5;1156.0;0.0;0.0;0.0;0.0;0.0;1.84;5.5;0.0;0.0;0.0;1.0;0.5;0.0;1.0;0.25;0.0;0.7071067811865476;0.0;0.0;1.0;4.0;8.0;0.0;0.0;0.0;1.0;2.0;0.0;1156.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;False;0.0;1.0;1.0;1.0;0.0;0.0;4.0
4.0;4.25;3.0;4.0;2.0;0.0;2.0;1.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;3.5;872.0;0.0;1.0;1.0;0.0;0.0;1.96;2.67;0.0;0.0;0.0;4.0;3.5;14.0;1.0;2.75;0.0;2.1213203435596424;0.0;0.0;0.0;3.0;5.0;14.0;0.0;2.0;4.0;2.0;0.0;872.0;1.5;0.0;0.0;2.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;6.0;1.4142135623730951;0.0;3.0;4.0;1.0;0.0;0.0;0.0;0.5;0.0;4.0;0.333333333;0.0;0.0;False;0.0;2.0;0.0;5.0;0.0;0.0;3.0
2.0;3.0;2.0;4.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;3.0;716.0;0.0;0.0;0.0;0.0;0.0;1.18;1.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;0.0;0.0;3.0;4.0;1.0;0.0;716.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.5;0.0;0.0;False;0.0;0.0;1.0;3.0;0.0;0.0;3.0
3.0;2.0;8.0;1.0;7.0;0.0;7.0;5.0;2.0;9.0;8.0;0.0;0.0;0.0;0.0;1.0;2050.0;2.0;0.0;0.0;0.0;2.0;1.96;2.38;0.0;0.0;0.0;4.0;1.4285714285714286;0.0;0.8571428571428571;0.5;0.0;1.3972762620115438;0.0;1.0;1.0;2.0;4.5;0.0;2.0;0.0;4.0;8.0;2.0;2050.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;1.0;0.0;4.0;0.3779644730092273;0.0;8.0;9.0;0.0;0.0;2.0;1.0;1.0;0.0;3.4285714285714284;0.625;0.0;0.0;False;0.0;1.0;1.0;4.0;0.0;2.8784916685156974;2.0
3.0;1.5;4.0;4.0;3.0;0.0;3.0;1.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;1.0;922.0;0.0;1.0;1.0;0.0;0.0;1.53;2.0;0.0;0.0;0.0;4.0;1.3333333333333333;13.0;0.6666666666666666;1.0;0.0;0.5773502691896257;0.0;0.0;0.0;3.0;2.5;13.0;0.0;1.0;4.0;3.0;0.0;922.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;1.0;0.0;4.0;0.5773502691896258;0.0;4.0;4.0;1.0;0.0;0.0;0.0;0.5;0.0;4.0;0.25;0.0;0.0;False;0.0;1.0;0.0;2.0;0.0;0.0;3.0
4.0;2.5;3.0;1.0;3.0;0.0;3.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9;4.0;0.0;0.0;0.0;1.0;1.6666666666666667;0.0;1.3333333333333333;0.0;0.0;2.8867513459481287;0.0;0.0;0.0;5.0;6.33;0.0;0.0;0.0;1.5;3.0;0.0;0.0;1.5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;1.0;0.0;5.0;0.5773502691896257;0.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.3333333333333333;0.666666667;0.0;0.0;False;0.0;2.0;0.0;5.0;0.0;0.5773502691896257;5.0
3.0;0.0;14.0;1.0;12.0;0.0;12.0;14.0;2.0;14.0;12.0;0.16603267633301882;0.0;0.0;0.40824829046386296;0.0;283.0;2.1666666666666665;0.0;0.0;0.0;2.0;1.62;1.29;0.0;1.0;0.0;1.0;0.08333333333333333;4.0;0.25;0.0;0.0;0.2886751345948129;0.0;6.0;1.0;2.0;1.86;4.0;2.0;0.0;1.0;12.0;2.0;283.0;0.25;1.0;0.0;0.0;0.0;0.0;0.0;0.9717314487632508;1.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.16603267633301882;3.0;0.4522670168666454;0.0;14.0;1.0;1.0;0.0;3.0;0.02826855123674912;0.0;0.0;1.0;1.0;0.0;0.0;False;0.0;1.0;0.0;1.0;0.0;0.0;2.0
4.0;0.75;4.0;9.0;4.0;0.0;4.0;4.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1;7.25;0.0;0.0;0.0;9.0;0.75;0.0;1.5;0.0;0.0;1.5;0.0;0.0;0.0;1.0;15.75;0.0;0.0;0.0;9.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.5;0.0;9.0;0.5773502691896257;0.0;4.0;9.0;0.0;0.0;0.0;0.0;1.0;0.0;9.0;1.0;0.0;0.0;False;0.0;2.0;0.0;3.0;0.0;0.0;1.0
4.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;275.0;0.0;1.0;0.0;0.0;0.0;1.41;1.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;275.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2.0;0.0;0.0;1.0;5.0;0.0;5.0;0.0;2.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;275.0;1.5;1.0;0.0;0.0;0.0;1.43;1.0;0.0;0.0;0.0;4.0;0.6;0.0;0.0;0.0;0.0;1.3416407864998738;0.0;4.0;0.0;0.0;2.67;0.0;2.0;0.0;4.0;0.0;1.5;275.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;1.0;0.0;2.0;0.0;0.0;0.0;2.8;0.0;0.0;0.0;False;0.0;0.0;0.0;3.0;0.0;1.6431676725154984;0.0
2.0;0.75;0.0;1.0;6.0;0.0;6.0;0.0;2.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;275.0;2.0;1.0;0.0;0.0;2.0;1.62;1.0;0.0;0.0;0.0;1.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.5163977794943223;0.0;6.0;0.0;0.0;2.86;0.0;2.0;0.0;1.0;0.0;2.0;275.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;1.0;0.0;0.0;0.0
3.0;0.5;0.0;1.0;3.0;0.0;3.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;275.0;2.0;1.0;0.0;0.0;2.0;1.64;1.25;0.0;0.0;0.0;1.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.5773502691896258;0.0;2.0;0.0;0.0;6.0;0.0;2.0;0.0;1.0;0.0;2.0;275.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;True;0.0;0.0;0.0;1.0;0.0;0.0;0.0
3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;275.0;0.0;1.0;0.0;0.0;0.0;1.64;1.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;275.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5.0;0.5;0.0;1.0;3.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;268.0;0.0;1.0;0.0;0.0;0.0;1.84;1.75;0.0;0.0;0.0;1.0;0.3333333333333333;0.0;1.0;0.0;0.0;0.5773502691896258;0.0;2.0;0.0;0.0;2.75;0.0;0.0;0.0;2.5;0.0;0.0;268.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;1.7320508075688772;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;0.0;3.0;0.0;1.0;0.0;1.7320508075688772;0.0
2.0;0.75;0.0;1.0;4.0;0.0;4.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.43;1.0;0.0;0.0;0.0;2.5;0.75;0.0;0.0;0.0;0.0;1.5;0.0;3.0;0.0;0.0;3.6;0.0;2.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;False;0.0;0.0;0.0;3.0;0.0;1.7320508075688772;0.0
2.0;0.0;0.0;1.0;4.0;0.0;4.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;275.0;2.0;1.0;0.0;0.0;2.0;1.57;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;2.8;0.0;2.0;0.0;1.0;0.0;2.0;275.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;0.0;0.0;1.0;15.0;0.0;15.0;0.0;2.0;0.0;15.0;0.2742210056040613;0.0;0.0;0.3631365196012815;0.0;404.0;2.142857142857143;0.0;1.0;0.0;2.0;1.86;1.25;0.0;0.0;0.0;1.0;0.4;8.0;0.13333333333333333;0.0;0.0;1.0555973258234952;0.0;14.0;1.0;0.0;9.63;8.0;2.0;0.0;1.0;0.0;2.0;404.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.9183168316831684;1.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;1.0;0.0;0.2742210056040613;3.0;0.3518657752744984;0.0;0.0;4.0;1.0;0.0;3.0;0.08168316831683169;0.0;0.0;1.2666666666666666;0.0;0.0;0.0;True;0.0;1.0;0.0;3.0;0.0;0.7988086367179803;0.0
2.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.21;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.33;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;0.0;0.0;1.0;4.0;0.0;4.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;275.0;2.0;1.0;0.0;0.0;2.0;1.83;1.8;0.0;0.0;0.0;1.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.8;0.0;2.0;0.0;1.75;0.0;2.0;275.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;3.0;0.5;0.0;0.0;4.0;1.0;0.0;2.0;0.0;0.75;0.0;1.75;0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;1.5;0.0
4.0;4.0;0.0;1.0;10.0;0.0;10.0;0.0;2.0;0.0;10.0;0.0;0.0;0.0;0.9428090415820634;4.0;0.0;2.0;0.0;0.0;0.0;0.0;1.87;1.09;0.0;0.0;0.0;1.0;3.3;0.0;0.0;1.75;0.0;2.4060109910158123;0.0;10.0;0.0;0.0;11.27;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;1.3;0.0;0.0;0.0;False;0.0;0.0;0.0;8.0;0.0;0.948683298050514;0.0
2.0;0.0;0.0;1.0;15.0;0.0;15.0;0.0;2.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;275.0;2.0;1.0;0.0;0.0;2.0;1.81;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;6.29;0.0;2.0;0.0;1.5;0.0;2.0;275.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;1.2666666666666666;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.4577377082170634;0.0
2.0;0.0;0.0;1.0;4.0;0.0;4.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;275.0;2.0;1.0;0.0;0.0;2.0;1.57;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;2.8;0.0;2.0;0.0;1.0;0.0;2.0;275.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;0.0;0.0;9.0;14.0;0.0;14.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;275.0;0.0;1.0;0.0;0.0;0.0;1.62;1.29;0.0;0.0;0.0;9.0;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;9.0;0.0;0.0;275.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;5.0;0.2672612419124244;0.0;0.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3.0;0.0;0.0;1.0;6.0;0.0;6.0;0.0;2.0;0.0;6.0;0.16603267633301882;0.0;0.0;1.0954451150103324;0.0;283.0;1.8;0.0;0.0;0.0;0.0;1.77;1.29;0.0;0.0;0.0;1.0;1.3333333333333333;2.0;0.3333333333333333;0.0;0.0;3.2659863237109037;0.0;5.0;0.0;0.0;9.14;2.0;2.0;0.0;1.75;0.0;2.0;283.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.9717314487632508;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;2.0;0.5163977794943223;0.0;0.0;4.0;1.0;0.0;3.0;0.0;0.0;0.0;1.6666666666666667;0.0;0.0;0.0;False;0.0;1.0;0.0;8.0;0.0;1.2110601416389966;0.0
5.0;0.0;0.0;9.0;12.0;0.0;12.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;275.0;0.0;1.0;0.0;0.0;0.0;2.46;3.42;0.0;0.0;0.0;9.0;0.5833333333333334;0.0;0.4166666666666667;0.0;0.0;2.0207259421636903;0.0;0.0;0.0;0.0;6.58;0.0;0.0;0.0;9.0;0.0;0.0;275.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;26.0;0.9003366373785201;0.0;0.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;9.083333333333334;0.0;0.0;0.0;True;0.0;3.0;0.0;7.0;0.0;0.2886751345948129;0.0
2.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.71;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;8.33;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.52;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8.5;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2.0;0.75;0.0;1.0;6.0;0.0;6.0;0.0;2.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;275.0;2.0;1.0;0.0;0.0;2.0;1.62;1.0;0.0;0.0;0.0;1.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.5163977794943223;0.0;6.0;0.0;0.0;2.86;0.0;2.0;0.0;1.0;0.0;2.0;275.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;1.0;0.0;0.0;0.0
3.0;0.0;0.0;1.0;8.0;0.0;8.0;0.0;2.0;0.0;8.0;0.0;0.0;0.0;0.7559289460184545;0.0;275.0;1.7142857142857142;1.0;0.0;0.0;0.0;1.75;1.67;0.0;0.0;0.0;1.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;7.0;0.0;0.0;4.78;0.0;2.0;0.0;1.25;0.0;2.0;275.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;7.0;0.3535533905932738;0.0;0.0;4.0;1.0;0.0;2.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;1.0690449676496976;0.0
