PMR;MaxNumberOfNestedBlocks_max;NumberOfModifiers_max;issues_priorityMajor_count;blamemerge_priorityMajor_max;MaxNumberOfNestedBlocks_min;blame_merge_priorityMinor_mean;Average Statements per Method;NumberOfMathOperations_max;NMIR;Maximum Depth_25%;SIX;MaxNumberOfNestedBlocks_count;Mit;NumberOfMathOperations_50%;Maximum Depth_min;issues_priorityMinor_max;NumberOfMethods_Mood;issues_priorityMinor_count;NumberOfMathOperations_count;NF;HMi;NumberOfMathOperations_min;blame_merge_priorityMinor_max;NumberOfMathOperations_std;blamemerge_priorityMajor_min;Maximum Depth_50%;NumberOfModifiers_25%;NumberOfModifiers_75%;Ad;blame_merge_priorityMinor_std;PMd;Ao;issues_priorityMajor_mean;Ait;blamemerge_priorityMinor_mean;blame_merge_priorityMajor_min;Maximum Block Depth;blamemerge_priorityMinor_max;Maximum Depth_max;NumberOfModifiers_std;Maximum Depth_count;MaxNumberOfNestedBlocks_50%;NumberOfModifiers_min;blamemerge_priorityMinor_min;blamemerge_priorityMinor_count;Mi;blame_merge_priorityMinor_min;Maximum Depth_mean;Md;Ai;issues_priorityMajor_max;NMA;MaxNumberOfNestedBlocks_mean;NumberOfMathOperations_mean;blame_merge_priorityMajor_count;Average Block Depth;blamemerge_priorityMajor_mean;blamemerge_priorityMajor_count;Maximum Depth_std;Maximum Depth_75%;NumberOfMathOperations_25%;NumberOfModifiers_50%;NumberOfModifiers_mean;Bugged;NumberOfModifiers_count;blame_merge_priorityMajor_max;NumberOfMathOperations_75%;issues_priorityMinor_std;MaxNumberOfNestedBlocks_std;MaxNumberOfNestedBlocks_75%;issues_priorityMajor_std;blamemerge_priorityMinor_std;Mo;issues_priorityMajor_min;blame_merge_priorityMajor_std;blame_merge_priorityMinor_count;blamemerge_priorityMajor_std;MaxNumberOfNestedBlocks_25%;Ma;issues_priorityMinor_mean;NMI;NM;NOPa;Av;Average Complexity*;HMd;Maximum Complexity*;blame_merge_priorityMajor_mean;PMi;issues_priorityMinor_min
1.0;0.0;1.0;11.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;2.0;0.0;4.0;11.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;0.0;1.0;0.0;561.0;0.0;0.0;2.0;4.0;0.0;1.0;4.0;0.0;0.0;0.0;0.84;1.0;561.0;0.0;2.0;0.0;1.0;1.0;False;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;0.0;0.0;1.5;0.0;3.0;0.0;0.0;0.0
1.0;0.0;1.0;11.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;2.0;0.0;3.0;11.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;506.0;0.0;0.0;2.0;3.0;0.0;1.0;3.0;0.0;0.0;0.0;0.75;1.0;506.0;0.0;2.0;0.0;1.0;1.0;False;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;1.67;0.0;3.0;0.0;0.0;0.0
1.0;2.0;9.0;570.0;1.0;0.0;0.0;2.26;1.0;0.0;4.0;0.0;26.0;0.0;0.0;4.0;0.0;26.0;570.0;26.0;5.0;0.0;0.0;0.0;0.27174648819470304;1.0;4.0;1.0;9.0;5.0;0.0;26.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;4.0;4.030651789246232;1.0;0.0;1.0;0.0;8317.0;0.0;0.0;4.0;26.0;0.0;1.0;26.0;0.2692307692307692;0.07692307692307693;0.0;1.67;1.0;8317.0;0.0;4.0;0.0;1.0;4.384615384615385;False;26.0;0.0;0.0;0.0;0.6038339048243188;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;26.0;0.0;5.0;1.41;0.0;4.0;0.0;0.0;0.0
1.0;0.0;1.0;11.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;2.0;0.0;3.0;11.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;473.0;0.0;0.0;2.0;3.0;0.0;1.0;3.0;0.0;0.0;0.0;0.86;1.0;473.0;0.0;2.0;0.0;1.0;1.0;False;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
1.0;2.0;9.0;274.0;1.0;0.0;0.0;1.86;1.0;0.0;4.0;0.0;7.0;0.0;0.0;4.0;0.0;7.0;274.0;7.0;0.0;0.0;0.0;0.0;0.4879500364742666;1.0;4.0;1.0;1.0;0.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;4.0;3.0237157840738185;1.0;0.0;1.0;0.0;8449.0;0.0;0.0;4.0;7.0;0.0;1.0;7.0;0.2857142857142857;0.2857142857142857;0.0;1.29;1.0;8449.0;0.0;4.0;0.0;1.0;2.142857142857143;False;7.0;0.0;0.5;0.0;0.7559289460184546;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;7.0;0.0;0.0;1.43;0.0;4.0;0.0;0.0;0.0
1.0;0.0;1.0;11.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;2.0;0.0;4.0;11.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;0.0;1.0;0.0;539.0;0.0;0.0;2.0;4.0;0.0;1.0;4.0;0.0;0.0;0.0;0.89;1.0;539.0;0.0;2.0;0.0;1.0;1.0;False;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
1.0;1.0;9.0;669.0;1.0;0.0;0.0;2.44;40.0;0.0;2.0;0.0;48.0;0.0;0.0;2.0;0.0;48.0;669.0;48.0;21.0;0.0;0.0;0.0;5.774577446086515;1.0;2.0;1.0;1.0;21.0;0.0;48.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;3.0;1.1547005383792517;25.0;0.0;1.0;0.0;17107.0;0.0;0.0;2.04;48.0;0.0;1.0;48.0;0.04166666666666666;0.875;0.0;1.54;1.0;17107.0;0.2;2.0;0.0;1.0;1.1666666666666667;True;48.0;0.0;0.0;0.0;0.20194093652345887;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;48.0;0.0;0.0;48.0;0.0;0.0;1.5;0.0;24.0;0.0;0.0;0.0
1.0;2.0;1.0;163.0;1.0;0.0;0.0;2.7;4.0;0.0;2.0;0.0;10.0;0.0;0.0;2.0;0.0;10.0;163.0;10.0;4.0;0.0;0.0;0.0;1.3498971154211057;1.0;2.0;1.0;1.0;4.0;0.0;10.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;2.0;0.0;6.0;0.0;1.0;0.0;7158.0;0.0;0.0;2.0;10.0;0.0;1.0;10.0;0.3;0.6;0.0;1.5;1.0;7158.0;0.0;2.0;0.0;1.0;1.0;False;10.0;0.0;0.0;0.0;0.6749485577105528;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;1.8;0.0;6.0;0.0;0.0;0.0
1.0;1.0;9.0;202.0;1.0;0.0;0.0;2.18;6.0;0.0;2.0;0.0;11.0;0.0;0.0;2.0;0.0;11.0;202.0;11.0;3.0;0.0;0.0;0.0;1.8488325554743503;1.0;2.0;1.0;1.0;3.0;0.0;11.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;2.412090756622109;6.0;0.0;1.0;0.0;9251.0;0.0;0.0;2.0;11.0;0.0;1.0;11.0;0.09090909090909093;0.7272727272727273;0.0;1.33;1.0;9251.0;0.0;2.0;0.0;1.0;1.7272727272727273;False;11.0;0.0;0.0;0.0;0.3015113445777636;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;11.0;0.0;0.0;1.45;0.0;6.0;0.0;0.0;0.0
0.875;0.0;1.0;306.0;1.0;0.0;0.0;5.25;0.0;0.0;3.0;0.0;1.0;0.0;0.0;3.0;0.0;7.0;306.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;1.0;3.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;6.0;0.0;3.0;0.0;2.0;0.0;1.0;0.0;24437.0;0.0;0.0;3.0;8.0;0.0;1.0;8.0;0.0;0.0;0.0;2.89;1.0;24437.0;0.0;3.0;0.0;1.0;1.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;8.0;0.0;2.0;2.71;1.0;23.0;0.0;0.0;0.0
0.875;0.0;1.0;306.0;1.0;0.0;0.0;5.25;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;306.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;3.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;24437.0;0.0;0.0;0.0;8.0;0.0;1.0;8.0;0.0;0.0;0.0;2.89;1.0;24437.0;0.0;0.0;0.0;1.0;1.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;8.0;0.0;2.0;2.71;1.0;23.0;0.0;0.0;0.0
0.875;4.0;10.0;306.0;1.0;0.0;0.0;5.25;0.0;0.0;2.0;0.0;10.0;0.0;0.0;2.0;0.0;7.0;306.0;10.0;3.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;3.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;6.0;0.0;3.0;3.5916569992135936;3.0;0.0;1.0;0.0;24437.0;0.0;0.0;2.333333333333333;8.0;0.0;1.0;8.0;0.7;0.0;0.0;2.89;1.0;24437.0;0.5773502691896258;2.5;0.0;1.0;2.7;False;10.0;0.0;0.0;0.0;1.3374935098492586;0.75;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;8.0;0.0;2.0;2.71;1.0;23.0;0.0;0.0;0.0
0.875;0.0;0.0;306.0;1.0;0.0;0.0;5.25;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;7.0;306.0;2.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24437.0;0.0;0.0;0.0;8.0;0.0;1.0;8.0;0.0;0.0;0.0;2.89;1.0;24437.0;0.0;0.0;0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;8.0;0.0;2.0;2.71;1.0;23.0;0.0;0.0;0.0
0.875;0.0;1.0;306.0;1.0;0.0;0.0;5.25;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;306.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;3.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;24437.0;0.0;0.0;0.0;8.0;0.0;1.0;8.0;0.0;0.0;0.0;2.89;1.0;24437.0;0.0;0.0;0.0;1.0;1.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;8.0;0.0;2.0;2.71;1.0;23.0;0.0;0.0;0.0
0.0;0.0;0.0;98.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2352.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2352.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;65536.0;73.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;73.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;16384.0;49152.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;46340.95001184158;0.0;0.0;0.0;0.0;2577.0;0.0;0.0;0.0;2.0;0.0;1.0;5.0;0.0;0.0;0.0;0.0;1.0;2577.0;0.0;0.0;0.0;32768.0;32768.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;73.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;73.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2577.0;0.0;0.0;0.0;2.0;0.0;1.0;5.0;0.0;0.0;0.0;0.0;1.0;2577.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;73.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;73.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2577.0;0.0;0.0;0.0;2.0;0.0;1.0;5.0;0.0;0.0;0.0;0.0;1.0;2577.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
1.0;1.0;1.0;73.0;1.0;0.0;0.0;2.75;2.0;0.0;2.0;0.0;6.0;0.0;0.0;2.0;0.0;6.0;73.0;6.0;2.0;0.0;0.0;0.0;0.8164965809277259;1.0;2.0;1.0;1.0;2.0;0.0;8.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;3.0;0.0;1.0;0.0;3821.0;0.0;0.0;2.0;8.0;0.0;1.0;8.0;0.3333333333333333;0.3333333333333333;0.0;1.57;1.0;3821.0;0.0;2.0;0.0;1.0;1.0;False;6.0;0.0;0.0;0.0;0.5163977794943223;0.75;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;8.0;0.0;0.0;1.75;0.0;5.0;0.0;0.0;0.0
0.0;0.0;0.0;73.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2779.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.85;1.0;2779.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
1.0;0.0;1.0;73.0;1.0;0.0;0.0;3.67;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;73.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2912.0;0.0;0.0;0.0;3.0;0.0;1.0;3.0;0.0;0.0;0.0;1.27;1.0;2912.0;0.0;0.0;0.0;1.0;1.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;2.67;0.0;4.0;0.0;0.0;0.0
1.0;1.0;1.0;73.0;1.0;1.0;0.0;3.67;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;73.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2912.0;0.0;0.0;0.0;3.0;0.0;1.0;3.0;1.0;0.0;0.0;1.27;1.0;2912.0;0.0;0.0;0.0;1.0;1.0;False;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;3.0;0.0;0.0;2.67;0.0;4.0;0.0;0.0;0.0
1.0;2.0;1.0;73.0;1.0;2.0;0.0;3.67;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;73.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;2912.0;0.0;0.0;0.0;3.0;0.0;1.0;3.0;2.0;0.0;0.0;1.27;1.0;2912.0;0.0;0.0;0.0;1.0;1.0;False;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;3.0;0.0;0.0;2.67;0.0;4.0;0.0;0.0;0.0
0.5;2.0;1.0;438.0;1.0;2.0;0.0;10.33;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;438.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;6124.0;0.0;0.0;0.0;6.0;0.0;1.0;6.0;2.0;0.0;0.0;2.43;1.0;6124.0;0.0;0.0;0.0;1.0;1.0;False;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;6.0;0.0;0.0;6.0;0.0;0.0;4.67;3.0;7.0;0.0;0.0;0.0
0.5;2.0;1.0;438.0;1.0;2.0;0.0;10.33;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;438.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;6124.0;0.0;0.0;0.0;6.0;0.0;1.0;6.0;2.0;0.0;0.0;2.43;1.0;6124.0;0.0;0.0;0.0;1.0;1.0;False;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;6.0;0.0;0.0;6.0;0.0;0.0;4.67;3.0;7.0;0.0;0.0;0.0
0.5;3.0;2.0;438.0;1.0;1.0;0.0;10.33;2.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;6.0;438.0;4.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.75;2.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;0.5;0.0;2.5;1.0;0.0;6124.0;0.0;0.0;0.0;6.0;0.0;1.0;6.0;2.25;0.5;0.0;2.43;1.0;6124.0;0.0;0.0;0.0;2.0;1.75;False;4.0;0.0;0.5;0.0;0.957427107756338;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.75;6.0;0.0;0.0;6.0;0.0;0.0;4.67;3.0;7.0;0.0;0.0;0.0
1.0;1.0;1.0;29.0;1.0;0.0;0.0;2.38;8.0;0.0;2.0;0.0;13.0;0.0;0.0;2.0;0.0;13.0;29.0;13.0;5.0;0.0;0.0;0.0;2.2417941532712202;1.0;2.0;1.0;1.0;5.0;0.0;13.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;7.0;0.0;1.0;0.0;2068.0;0.0;0.0;2.0;13.0;0.0;1.0;13.0;0.07692307692307693;0.7692307692307693;0.0;1.54;1.0;2068.0;0.0;2.0;0.0;1.0;1.0;False;13.0;0.0;0.0;0.0;0.2773500981126146;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;13.0;0.0;5.0;1.54;0.0;8.0;0.0;0.0;0.0
1.0;1.0;1.0;12.0;1.0;0.0;0.0;2.67;2.0;0.0;2.0;0.0;5.0;0.0;0.0;2.0;0.0;5.0;12.0;5.0;2.0;0.0;0.0;0.0;1.0954451150103324;1.0;2.0;1.0;1.0;2.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;4.0;0.0;1.0;0.0;1056.0;0.0;0.0;2.0;6.0;0.0;1.0;6.0;0.2;0.8;0.0;1.48;1.0;1056.0;0.0;2.0;0.0;1.0;1.0;False;5.0;0.0;2.0;0.0;0.4472135954999581;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0;1.0;1.67;0.0;5.0;0.0;0.0;0.0
1.0;1.0;1.0;98.0;1.0;0.0;0.0;2.8;2.0;0.0;2.0;0.0;5.0;0.0;0.0;2.0;0.0;5.0;98.0;5.0;1.0;0.0;0.0;0.0;1.0954451150103324;1.0;2.0;1.0;1.0;1.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;3.0;0.0;1.0;0.0;5782.0;0.0;0.0;2.0;5.0;0.0;1.0;5.0;0.2;0.8;0.0;1.42;1.0;5782.0;0.0;2.0;0.0;1.0;1.0;False;5.0;0.0;2.0;0.0;0.4472135954999581;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0;1.8;0.0;5.0;0.0;0.0;0.0
1.0;1.0;1.0;12.0;1.0;0.0;0.0;2.13;2.0;0.0;2.0;0.0;7.0;0.0;0.0;2.0;0.0;7.0;12.0;7.0;2.0;0.0;0.0;0.0;0.9759000729485332;1.0;2.0;1.0;1.0;2.0;0.0;8.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;4.0;0.0;1.0;0.0;1128.0;0.0;0.0;2.0;8.0;0.0;1.0;8.0;0.14285714285714285;0.5714285714285714;0.0;1.38;1.0;1128.0;0.0;2.0;0.0;1.0;1.0;False;7.0;0.0;1.0;0.0;0.3779644730092273;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;8.0;0.0;0.0;1.5;0.0;5.0;0.0;0.0;0.0
1.0;2.0;1.0;567.0;1.0;0.0;0.0;4.22;4.0;0.0;2.0;0.0;9.0;0.0;0.0;2.0;0.0;9.0;567.0;9.0;3.0;0.0;0.0;0.0;1.3944333775567928;1.0;2.0;1.0;1.0;3.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;2.0;0.0;5.0;0.0;1.0;0.0;9245.0;0.0;0.0;2.0;9.0;0.0;1.0;9.0;0.4444444444444444;0.7777777777777778;0.0;1.62;1.0;9245.0;0.0;2.0;0.0;1.0;1.0;False;9.0;0.0;1.0;0.0;0.7264831572567789;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;9.0;0.0;0.0;2.33;0.0;7.0;0.0;0.0;0.0
1.0;1.0;1.0;135.0;1.0;0.0;0.0;2.45;14.0;0.0;2.0;0.0;19.0;0.0;0.0;2.0;0.0;19.0;135.0;19.0;8.0;0.0;0.0;0.0;3.2190950746157228;1.0;2.0;1.0;1.0;8.0;0.0;20.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;10.0;0.0;1.0;0.0;7043.0;0.0;0.0;2.0;20.0;0.0;1.0;20.0;0.05263157894736842;0.8421052631578947;0.0;1.43;1.0;7043.0;0.0;2.0;0.0;1.0;1.0;True;19.0;0.0;0.0;0.0;0.22941573387056174;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;20.0;0.0;0.0;1.5;0.0;11.0;0.0;0.0;0.0
1.0;1.0;1.0;93.0;1.0;0.0;0.0;2.22;2.0;0.0;2.0;0.0;7.0;0.0;0.0;2.0;0.0;7.0;93.0;7.0;2.0;0.0;0.0;0.0;0.9759000729485332;1.0;2.0;1.0;1.0;2.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;4.0;0.0;1.0;0.0;3747.0;0.0;0.0;2.0;9.0;0.0;1.0;9.0;0.14285714285714285;0.5714285714285714;0.0;1.39;1.0;3747.0;0.0;2.0;0.0;1.0;1.0;True;7.0;0.0;1.0;0.0;0.3779644730092273;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;9.0;0.0;0.0;1.56;0.0;5.0;0.0;0.0;0.0
1.0;1.0;1.0;93.0;1.0;0.0;0.0;1.83;2.0;0.0;2.0;0.0;5.0;0.0;0.0;2.0;0.0;5.0;93.0;5.0;1.0;0.0;0.0;0.0;0.8944271909999159;1.0;2.0;1.0;1.0;1.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;3.0;0.0;1.0;0.0;2301.0;0.0;0.0;2.0;6.0;0.0;1.0;6.0;0.2;0.4;0.0;1.26;1.0;2301.0;0.0;2.0;0.0;1.0;1.0;True;5.0;0.0;0.0;0.0;0.4472135954999581;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0;0.0;1.5;0.0;4.0;0.0;0.0;0.0
