all_process_deletions_min;all_process_deletions_mean;all_process_insertions_mean;all_process_insertions_count;all_process_deletions_count;all_process_changes_mean;all_process_count;all_process_changes_count;all_process_insertions_max;all_process_insertions_min;all_process_changes_min;all_process_insertions_std;all_process_deletions_max;all_process_deletions_std;Bugged;all_process_changes_max;all_process_changes_std
0.0;0.0;7.833333333333332;6.0;6.0;7.833333333333332;6.0;6.0;13.0;0.0;0.0;6.112828041640519;0.0;0.0;True;13.0;6.112828041640519
0.0;0.3333333333333333;4.333333333333333;3.0;3.0;4.666666666666667;3.0;3.0;13.0;0.0;0.0;7.505553499465135;1.0;0.5773502691896258;False;14.0;8.082903768654761
0.0;0.5;64.5;2.0;2.0;65.0;2.0;2.0;122.0;7.0;8.0;81.31727983645297;1.0;0.7071067811865476;False;122.0;80.61017305526642
0.0;0.0;70.0;1.0;1.0;70.0;1.0;1.0;70.0;70.0;70.0;0.0;0.0;0.0;False;70.0;0.0
0.0;0.0;49.0;1.0;1.0;49.0;1.0;1.0;49.0;49.0;49.0;0.0;0.0;0.0;False;49.0;0.0
0.0;4.666666666666667;39.0;3.0;3.0;43.66666666666666;3.0;3.0;76.0;9.0;9.0;34.044089061098404;14.0;8.082903768654761;False;76.0;33.56088993655164
0.0;0.6666666666666666;17.333333333333332;3.0;3.0;18.0;3.0;3.0;45.0;3.0;4.0;23.96525262402492;2.0;1.1547005383792517;False;45.0;23.388031127052997
0.0;2.25;13.25;4.0;4.0;15.5;4.0;4.0;45.0;0.0;1.0;21.266170318136734;5.0;2.217355782608345;False;45.0;20.008331597945226
0.0;0.0;27.0;2.0;2.0;27.0;2.0;2.0;52.0;2.0;2.0;35.355339059327385;0.0;0.0;False;52.0;35.355339059327385
0.0;0.0;48.0;1.0;1.0;48.0;1.0;1.0;48.0;48.0;48.0;0.0;0.0;0.0;False;48.0;0.0
0.0;0.0;54.0;1.0;1.0;54.0;1.0;1.0;54.0;54.0;54.0;0.0;0.0;0.0;False;54.0;0.0
7.0;7.0;10.0;1.0;1.0;17.0;1.0;1.0;10.0;10.0;17.0;0.0;7.0;0.0;False;17.0;0.0
0.0;0.0;47.0;1.0;1.0;47.0;1.0;1.0;47.0;47.0;47.0;0.0;0.0;0.0;False;47.0;0.0
0.0;0.8333333333333334;14.833333333333336;6.0;6.0;15.666666666666664;6.0;6.0;79.0;0.0;2.0;31.479623038827306;3.0;1.3291601358251257;False;79.0;31.03331543143057
0.0;0.0;171.0;1.0;1.0;171.0;1.0;1.0;171.0;171.0;171.0;0.0;0.0;0.0;False;171.0;0.0
0.0;0.0;51.0;1.0;1.0;51.0;1.0;1.0;51.0;51.0;51.0;0.0;0.0;0.0;False;51.0;0.0
0.0;0.0;26.0;2.0;2.0;26.0;2.0;2.0;50.0;2.0;2.0;33.94112549695428;0.0;0.0;False;50.0;33.94112549695428
0.0;0.0;51.0;1.0;1.0;51.0;1.0;1.0;51.0;51.0;51.0;0.0;0.0;0.0;False;51.0;0.0
0.0;0.0;38.0;1.0;1.0;38.0;1.0;1.0;38.0;38.0;38.0;0.0;0.0;0.0;False;38.0;0.0
0.0;0.0;38.0;1.0;1.0;38.0;1.0;1.0;38.0;38.0;38.0;0.0;0.0;0.0;False;38.0;0.0
0.0;24.5;53.5;2.0;2.0;78.0;2.0;2.0;107.0;0.0;49.0;75.6604255869606;49.0;34.648232278140824;False;107.0;41.012193308819754
0.0;0.0;44.0;1.0;1.0;44.0;1.0;1.0;44.0;44.0;44.0;0.0;0.0;0.0;False;44.0;0.0
0.0;0.0;51.0;2.0;2.0;51.0;2.0;2.0;98.0;4.0;4.0;66.46803743153546;0.0;0.0;False;98.0;66.46803743153546
0.0;0.0;44.0;1.0;1.0;44.0;1.0;1.0;44.0;44.0;44.0;0.0;0.0;0.0;False;44.0;0.0
0.0;0.0;38.0;1.0;1.0;38.0;1.0;1.0;38.0;38.0;38.0;0.0;0.0;0.0;False;38.0;0.0
0.0;0.0;34.0;1.0;1.0;34.0;1.0;1.0;34.0;34.0;34.0;0.0;0.0;0.0;False;34.0;0.0
0.0;0.0;44.0;1.0;1.0;44.0;1.0;1.0;44.0;44.0;44.0;0.0;0.0;0.0;False;44.0;0.0
0.0;0.0;185.0;1.0;1.0;185.0;1.0;1.0;185.0;185.0;185.0;0.0;0.0;0.0;False;185.0;0.0
0.0;0.0;65.0;1.0;1.0;65.0;1.0;1.0;65.0;65.0;65.0;0.0;0.0;0.0;False;65.0;0.0
0.0;2.5714285714285716;13.0;7.0;7.0;15.571428571428573;7.0;7.0;67.0;1.0;2.0;24.097026095903765;11.0;3.866830866792722;True;67.0;23.824757031689696
0.0;0.0;101.0;1.0;1.0;101.0;1.0;1.0;101.0;101.0;101.0;0.0;0.0;0.0;False;101.0;0.0
0.0;0.0;44.0;1.0;1.0;44.0;1.0;1.0;44.0;44.0;44.0;0.0;0.0;0.0;False;44.0;0.0
1.0;6.0;11.0;5.0;5.0;17.0;5.0;5.0;19.0;1.0;2.0;6.519202405202647;19.0;7.681145747868607;False;38.0;13.41640786499874
1.0;9.5;10.0;2.0;2.0;19.5;2.0;2.0;19.0;1.0;2.0;12.727922061357855;18.0;12.020815280171304;True;37.0;24.748737341529164
0.0;13.25;80.5;4.0;4.0;93.75;4.0;4.0;267.0;3.0;4.0;126.09123680890757;49.0;23.86594505426788;False;267.0;123.29740467665978
0.0;0.0;37.0;1.0;1.0;37.0;1.0;1.0;37.0;37.0;37.0;0.0;0.0;0.0;False;37.0;0.0
0.0;11.857142857142858;11.571428571428573;7.0;7.0;23.42857142857143;7.0;7.0;28.0;0.0;5.0;10.659223593632307;31.0;12.92837411057002;False;57.0;19.12116752761315
0.0;17.125;29.25;8.0;8.0;46.375;8.0;8.0;146.0;0.0;2.0;48.95114182237514;87.0;30.149330719887338;False;146.0;54.526369767297
0.0;0.0;19.5;2.0;2.0;19.5;2.0;2.0;20.0;19.0;19.0;0.7071067811865476;0.0;0.0;False;20.0;0.7071067811865476
2.0;2.0;2.0;1.0;1.0;4.0;1.0;1.0;2.0;2.0;4.0;0.0;2.0;0.0;False;4.0;0.0
0.0;0.0;69.0;1.0;1.0;69.0;1.0;1.0;69.0;69.0;69.0;0.0;0.0;0.0;True;69.0;0.0
1.0;8.333333333333334;6.666666666666668;3.0;3.0;15.0;3.0;3.0;19.0;0.0;1.0;10.692676621563626;22.0;11.846237095944574;False;41.0;22.538855339169288
0.0;0.5;0.5;2.0;2.0;1.0;2.0;2.0;1.0;0.0;0.0;0.7071067811865476;1.0;0.7071067811865476;False;2.0;1.4142135623730951
0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;5.690476190476191;9.531746031746033;126.0;126.0;15.222222222222221;126.0;126.0;54.0;0.0;0.0;10.784200671676324;57.0;9.82198699711156;True;89.0;16.019432643580803
0.0;6.2;7.2;5.0;5.0;13.4;5.0;5.0;32.0;0.0;0.0;13.917614738165446;19.0;8.228000972289685;False;42.0;17.6578594399208
0.0;6.0;13.0;5.0;5.0;19.0;5.0;5.0;32.0;0.0;1.0;16.046806535881213;19.0;8.396427811873332;False;42.0;17.161002301730512
0.0;5.0;9.8;5.0;5.0;14.8;5.0;5.0;38.0;0.0;2.0;15.943650773897426;19.0;7.968688725254612;False;38.0;14.377065069060516
0.0;4.285714285714286;17.0;7.0;7.0;21.285714285714285;7.0;7.0;38.0;0.0;2.0;15.864005379054394;19.0;7.454624643228427;False;42.0;15.628118736370515
0.0;0.5;31.75;4.0;4.0;32.25;4.0;4.0;126.0;0.0;0.0;62.83510165504628;1.0;0.5773502691896257;False;126.0;62.505333105797185
0.0;0.3333333333333333;21.66666666666667;3.0;3.0;22.0;3.0;3.0;63.0;0.0;0.0;35.80968211717793;1.0;0.5773502691896258;False;63.0;35.53871128783372
0.0;0.0;34.0;1.0;1.0;34.0;1.0;1.0;34.0;34.0;34.0;0.0;0.0;0.0;False;34.0;0.0
0.0;7.5;18.75;4.0;4.0;26.25;4.0;4.0;40.0;0.0;4.0;20.221688027132327;19.0;8.888194417315589;False;42.0;18.11767093199344
0.0;5.166666666666667;8.666666666666666;6.0;6.0;13.833333333333336;6.0;6.0;32.0;0.0;0.0;12.956336930887012;19.0;7.782458908768272;False;42.0;15.829297731316654
0.0;5.5769230769230775;9.384615384615383;26.0;26.0;14.961538461538465;26.0;26.0;32.0;0.0;0.0;9.427945367160008;24.0;7.7880579192662776;False;42.0;11.265809404497375
0.0;5.166666666666667;8.666666666666666;6.0;6.0;13.833333333333336;6.0;6.0;32.0;0.0;0.0;12.956336930887012;19.0;7.782458908768272;False;42.0;15.829297731316654
0.0;7.5;17.5;4.0;4.0;25.0;4.0;4.0;35.0;0.0;4.0;18.556220879622373;19.0;8.888194417315589;False;42.0;16.990193249832878
0.0;8.428571428571429;15.571428571428573;7.0;7.0;24.0;7.0;7.0;63.0;0.0;4.0;23.67035517869798;19.0;6.996597812678743;False;63.0;21.158134763411134
0.0;3.227272727272727;4.409090909090909;22.0;22.0;7.636363636363638;22.0;22.0;32.0;0.0;2.0;6.680883110352937;19.0;4.760270282260573;True;42.0;8.742591173839735
0.0;0.0;19.0;2.0;2.0;19.0;2.0;2.0;38.0;0.0;0.0;26.87005768508881;0.0;0.0;False;38.0;26.87005768508881
0.0;6.2;7.2;5.0;5.0;13.4;5.0;5.0;32.0;0.0;0.0;13.917614738165446;19.0;8.228000972289685;False;42.0;17.6578594399208
0.0;0.0;106.0;1.0;1.0;106.0;1.0;1.0;106.0;106.0;106.0;0.0;0.0;0.0;False;106.0;0.0
0.0;0.5;1.5;2.0;2.0;2.0;2.0;2.0;3.0;0.0;0.0;2.1213203435596424;1.0;0.7071067811865476;False;4.0;2.8284271247461903
0.0;7.333333333333332;8.0;3.0;3.0;15.333333333333336;3.0;3.0;19.0;1.0;4.0;9.643650760992957;18.0;9.451631252505216;False;37.0;18.77054430040145
0.0;0.3333333333333333;17.333333333333332;3.0;3.0;17.666666666666668;3.0;3.0;50.0;0.0;0.0;28.30783166074953;1.0;0.5773502691896258;False;50.0;28.04163571073081
0.0;6.333333333333332;19.666666666666668;3.0;3.0;26.0;3.0;3.0;37.0;3.0;4.0;17.009801096230767;18.0;10.115993936995679;False;37.0;19.05255888325765
0.0;2.7142857142857144;16.857142857142858;7.0;7.0;19.571428571428573;7.0;7.0;77.0;2.0;3.0;27.400903704248947;5.0;1.976047040118708;False;77.0;26.431402679749088
0.0;4.727272727272728;6.090909090909091;11.0;11.0;10.818181818181818;11.0;11.0;32.0;0.0;1.0;9.04935959562383;19.0;5.728715546977509;False;42.0;11.940001522765243
0.0;0.3333333333333333;17.333333333333332;3.0;3.0;17.666666666666668;3.0;3.0;50.0;0.0;0.0;28.30783166074953;1.0;0.5773502691896258;False;50.0;28.04163571073081
0.0;2.25;13.0;4.0;4.0;15.25;4.0;4.0;45.0;1.0;2.0;21.369760566432806;7.0;3.2015621187164243;False;45.0;20.238165265985288
0.0;1.4285714285714286;14.285714285714285;7.0;7.0;15.714285714285715;7.0;7.0;65.0;3.0;3.0;22.5071417237158;5.0;1.9880595947760096;False;65.0;22.035685343810588
0.0;4.25;6.375;8.0;8.0;10.625;8.0;8.0;32.0;0.0;0.0;10.848798485151644;19.0;6.819090848492928;True;42.0;14.009563060383327
0.0;6.2;7.2;5.0;5.0;13.4;5.0;5.0;32.0;0.0;0.0;13.917614738165446;19.0;8.228000972289685;False;42.0;17.6578594399208
0.0;6.6;18.4;15.0;15.0;25.0;15.0;15.0;57.0;0.0;2.0;18.795136148938717;22.0;6.78022334229696;True;62.0;20.774297306321305
0.0;5.333333333333333;6.166666666666668;6.0;6.0;11.5;6.0;6.0;32.0;0.0;0.0;12.703018014104627;19.0;7.685484153042452;False;42.0;16.47725705328408
0.0;4.666666666666667;10.933333333333335;15.0;15.0;15.6;15.0;15.0;32.0;0.0;1.0;10.819735055289788;19.0;5.327377627027427;False;42.0;13.064674289308336
0.0;7.5;9.0;6.0;6.0;16.5;6.0;6.0;32.0;0.0;1.0;12.521980673998824;19.0;8.043631020876083;False;42.0;16.52573750245356
0.0;6.2;14.2;5.0;5.0;20.4;5.0;5.0;32.0;0.0;4.0;15.498387012847498;19.0;8.228000972289685;False;42.0;15.883954167649815
0.0;5.333333333333333;6.333333333333332;6.0;6.0;11.666666666666664;6.0;6.0;32.0;0.0;0.0;12.62801119205501;19.0;7.659416862050705;False;42.0;16.35440817231448
0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0
0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;19.58333333333333;31.0;12.0;12.0;50.58333333333334;12.0;12.0;127.0;0.0;0.0;36.88803698663393;111.0;33.72201421066426;True;238.0;68.69756953929345
0.0;6.5;14.75;8.0;8.0;21.25;8.0;8.0;35.0;0.0;0.0;12.769942387161679;21.0;7.464200272921789;True;50.0;17.127671845792197
0.0;3.0;21.5;4.0;4.0;24.5;4.0;4.0;59.0;2.0;2.0;25.48855952514121;12.0;6.0;False;59.0;24.85290056847825
0.0;0.0;72.0;2.0;2.0;72.0;2.0;2.0;142.0;2.0;2.0;98.99494936611666;0.0;0.0;False;142.0;98.99494936611666
0.0;1.6;45.6;5.0;5.0;47.2;5.0;5.0;190.0;2.0;2.0;81.0141962868237;8.0;3.5777087639996643;True;190.0;80.23527902363149
0.0;3.6666666666666665;9.333333333333334;3.0;3.0;13.0;3.0;3.0;26.0;0.0;1.0;14.468356276140465;10.0;5.507570547286101;False;36.0;19.924858845171286
0.0;0.75;30.25;4.0;4.0;31.0;4.0;4.0;114.0;2.0;2.0;55.835323347620495;3.0;1.5;False;114.0;55.36545252531883
0.0;2.8;23.2;5.0;5.0;26.0;5.0;5.0;66.0;1.0;5.0;25.371243564319034;7.0;2.949576240750525;False;66.0;23.515952032609693
0.0;3.8;22.6;5.0;5.0;26.4;5.0;5.0;52.0;2.0;2.0;23.87048386606355;12.0;5.0199601592044525;False;52.0;22.097511172075468
0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;1.75;8.583333333333334;12.0;12.0;10.333333333333334;12.0;12.0;31.0;0.0;0.0;9.049945588317929;12.0;3.4410622038709344;False;31.0;9.884177745112119
0.0;0.0;39.0;1.0;1.0;39.0;1.0;1.0;39.0;39.0;39.0;0.0;0.0;0.0;False;39.0;0.0
0.0;0.0;20.0;1.0;1.0;20.0;1.0;1.0;20.0;20.0;20.0;0.0;0.0;0.0;False;20.0;0.0
0.0;9.75;64.8125;16.0;16.0;74.5625;16.0;16.0;341.0;0.0;0.0;93.22032593091845;83.0;20.404247923737188;True;354.0;99.32839053697924
0.0;0.0;63.0;2.0;2.0;63.0;2.0;2.0;107.0;19.0;19.0;62.22539674441618;0.0;0.0;True;107.0;62.22539674441618
0.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;1.4142135623730951;2.0;1.4142135623730951;False;4.0;2.8284271247461903
0.0;2.333333333333333;2.6666666666666665;3.0;3.0;5.0;3.0;3.0;8.0;0.0;0.0;4.618802153517007;5.0;2.516611478423584;False;13.0;7.0
0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;8.0;29.75;4.0;4.0;37.75;4.0;4.0;101.0;2.0;7.0;47.64714052280578;19.0;8.755950357709132;False;101.0;42.71904337256005
0.0;0.0;2.0;3.0;3.0;2.0;3.0;3.0;4.0;0.0;0.0;2.0;0.0;0.0;False;4.0;2.0
0.0;2.333333333333333;26.0;3.0;3.0;28.33333333333333;3.0;3.0;51.0;8.0;15.0;22.33830790368868;7.0;4.041451884327381;False;51.0;19.73153144926499
0.0;1.75;25.25;4.0;4.0;27.0;4.0;4.0;73.0;0.0;0.0;34.46133098609706;4.0;1.707825127659933;True;75.0;35.27983371087039
0.0;8.125;39.25;8.0;8.0;47.375;8.0;8.0;177.0;0.0;0.0;59.333801496280344;29.0;9.948976975405204;False;178.0;58.807039180210886
0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;1.4142135623730951;2.0;1.4142135623730951;False;4.0;2.8284271247461903
0.0;0.3333333333333333;2.6666666666666665;3.0;3.0;3.0;3.0;3.0;4.0;0.0;0.0;2.309401076758504;1.0;0.5773502691896258;False;5.0;2.6457513110645907
0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.3333333333333333;2.6666666666666665;3.0;3.0;3.0;3.0;3.0;7.0;0.0;0.0;3.7859388972001833;1.0;0.5773502691896258;False;7.0;3.6055512754639887
0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;2.333333333333333;2.0;3.0;3.0;4.333333333333333;3.0;3.0;5.0;0.0;0.0;2.6457513110645907;6.0;3.2145502536643185;False;11.0;5.859465277082317
0.0;0.0;16.5;2.0;2.0;16.5;2.0;2.0;19.0;14.0;14.0;3.5355339059327378;0.0;0.0;False;19.0;3.5355339059327378
0.0;0.0;19.5;2.0;2.0;19.5;2.0;2.0;20.0;19.0;19.0;0.7071067811865476;0.0;0.0;False;20.0;0.7071067811865476
0.0;1.0;93.25;4.0;4.0;94.25;4.0;4.0;349.0;1.0;2.0;170.71296572512196;2.0;0.8164965809277259;False;349.0;170.03798595215915
0.0;0.3333333333333333;17.0;3.0;3.0;17.333333333333332;3.0;3.0;50.0;0.0;0.0;28.583211855912904;1.0;0.5773502691896258;False;50.0;28.30783166074953
0.0;0.0;1.5;2.0;2.0;1.5;2.0;2.0;3.0;0.0;0.0;2.1213203435596424;0.0;0.0;False;3.0;2.1213203435596424
0.0;9.5;87.0;4.0;4.0;96.5;4.0;4.0;326.0;0.0;0.0;159.52011367431592;19.0;7.767453465154028;False;335.0;159.7299804879055
0.0;4.666666666666667;12.666666666666664;3.0;3.0;17.333333333333332;3.0;3.0;32.0;0.0;0.0;17.009801096230767;8.0;4.163331998932266;False;40.0;20.526405757787536
0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.3333333333333333;2.6666666666666665;3.0;3.0;3.0;3.0;3.0;7.0;0.0;0.0;3.7859388972001833;1.0;0.5773502691896258;False;7.0;3.6055512754639887
0.0;0.0;16.75;8.0;8.0;16.75;8.0;8.0;48.0;0.0;0.0;14.169887589028866;0.0;0.0;True;48.0;14.169887589028866
0.0;2.333333333333333;3.0;3.0;3.0;5.333333333333333;3.0;3.0;5.0;0.0;0.0;2.6457513110645907;5.0;2.516611478423584;False;10.0;5.033222956847167
0.0;6.0;12.0;3.0;3.0;18.0;3.0;3.0;34.0;0.0;0.0;19.078784028338912;15.0;7.937253933193773;False;49.0;26.96293752542553
0.0;3.5;3.5;2.0;2.0;7.0;2.0;2.0;7.0;0.0;0.0;4.949747468305833;7.0;4.949747468305833;False;14.0;9.899494936611664
0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.3333333333333333;2.0;3.0;3.0;2.333333333333333;3.0;3.0;3.0;0.0;0.0;1.7320508075688772;1.0;0.5773502691896258;False;4.0;2.081665999466133
0.0;2.2;6.0;5.0;5.0;8.2;5.0;5.0;14.0;0.0;0.0;6.8920243760451125;9.0;3.8340579025361614;False;23.0;9.959919678390985
0.0;1.1666666666666667;7.166666666666668;6.0;6.0;8.333333333333334;6.0;6.0;19.0;0.0;0.0;6.911343333004568;5.0;1.9407902170679519;False;19.0;6.831300510639732
0.0;0.0;6.5;2.0;2.0;6.5;2.0;2.0;13.0;0.0;0.0;9.192388155425117;0.0;0.0;False;13.0;9.192388155425117
0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;1.0;1.5;2.0;2.0;2.5;2.0;2.0;3.0;0.0;0.0;2.1213203435596424;2.0;1.4142135623730951;False;5.0;3.5355339059327378
0.0;2.333333333333333;3.5;6.0;6.0;5.833333333333332;6.0;6.0;6.0;0.0;0.0;2.949576240750525;6.0;2.7325202042558927;False;12.0;4.7923550230201695
0.0;1.8;13.0;5.0;5.0;14.8;5.0;5.0;50.0;2.0;3.0;20.736441353327717;4.0;1.6431676725154984;False;50.0;19.841874911408954
0.0;77.375;38.375;8.0;8.0;115.75;8.0;8.0;159.0;0.0;0.0;52.07943794956756;407.0;141.3000227479509;False;425.0;139.44353696030518
0.0;5.833333333333332;68.66666666666667;6.0;6.0;74.5;6.0;6.0;313.0;4.0;7.0;120.15101608670092;18.0;6.5243135015621885;False;313.0;117.6771005761104
0.0;3.0;24.5;4.0;4.0;27.5;4.0;4.0;71.0;6.0;11.0;31.20363226720035;6.0;2.943920288775949;False;71.0;29.045940622859273
0.0;3.866666666666666;19.533333333333328;15.0;15.0;23.4;15.0;15.0;152.0;0.0;0.0;38.248934003197434;34.0;8.741254132532918;True;153.0;40.08348430819998
0.0;11.4;97.0;5.0;5.0;108.4;5.0;5.0;422.0;3.0;3.0;183.01775870117092;51.0;22.187834504520715;True;422.0;180.58045298425853
0.0;0.75;5.375;8.0;8.0;6.125;8.0;8.0;19.0;0.0;0.0;6.479362843454815;2.0;0.7071067811865476;False;20.0;6.599512969043355
0.0;6.25;32.75;8.0;8.0;39.0;8.0;8.0;91.0;0.0;0.0;33.44825427859748;26.0;8.64787339672097;False;117.0;39.25375323274378
0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.75;2.75;4.0;4.0;3.5;4.0;4.0;9.0;0.0;0.0;4.272001872658765;2.0;0.957427107756338;False;10.0;4.43471156521669
0.0;8.0;47.42857142857143;14.0;14.0;55.42857142857143;14.0;14.0;187.0;0.0;0.0;63.427383416257726;65.0;17.466451359017466;True;189.0;67.56161209275152
0.0;0.6666666666666666;68.33333333333333;3.0;3.0;69.0;3.0;3.0;184.0;2.0;4.0;100.53026078417051;2.0;1.1547005383792517;False;184.0;99.87492177719088
0.0;4.0;97.5;2.0;2.0;101.5;2.0;2.0;187.0;8.0;16.0;126.572113832392;8.0;5.656854249492381;False;187.0;120.91525958289962
0.0;0.0;316.0;1.0;1.0;316.0;1.0;1.0;316.0;316.0;316.0;0.0;0.0;0.0;False;316.0;0.0
1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;0.0;False;2.0;0.0
0.0;0.0;51.0;1.0;1.0;51.0;1.0;1.0;51.0;51.0;51.0;0.0;0.0;0.0;False;51.0;0.0
0.0;0.0;213.0;1.0;1.0;213.0;1.0;1.0;213.0;213.0;213.0;0.0;0.0;0.0;False;213.0;0.0
0.0;4.75;12.25;4.0;4.0;17.0;4.0;4.0;19.0;0.0;0.0;8.732124598286491;18.0;8.845903006477066;False;36.0;15.099668870541501
0.0;6.722222222222222;31.0;18.0;18.0;37.72222222222222;18.0;18.0;266.0;0.0;1.0;68.76216469918357;29.0;9.584334986016662;True;266.0;68.45505657905653
0.0;2.0;92.0;4.0;4.0;94.0;4.0;4.0;348.0;1.0;2.0;170.75323325391724;7.0;3.366501646120693;False;348.0;169.53858951086426
0.0;2.0;92.0;4.0;4.0;94.0;4.0;4.0;348.0;1.0;2.0;170.75323325391724;7.0;3.366501646120693;False;348.0;169.53858951086426
0.0;0.0;139.0;1.0;1.0;139.0;1.0;1.0;139.0;139.0;139.0;0.0;0.0;0.0;False;139.0;0.0
0.0;8.857142857142858;55.0;14.0;14.0;63.85714285714285;14.0;14.0;302.0;1.0;2.0;104.92121586438816;70.0;19.30267874139252;False;302.0;106.55649071870614
0.0;0.0;158.0;1.0;1.0;158.0;1.0;1.0;158.0;158.0;158.0;0.0;0.0;0.0;False;158.0;0.0
1.0;5.428571428571429;6.571428571428571;7.0;7.0;12.0;7.0;7.0;18.0;1.0;2.0;5.533448076836685;17.0;6.160550377391695;False;35.0;11.31370849898476
1.0;2.8;4.0;5.0;5.0;6.8;5.0;5.0;8.0;1.0;2.0;2.5495097567963922;7.0;2.683281572999748;False;15.0;4.919349550499537
1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;0.0;False;2.0;0.0
0.0;14.4375;39.625;16.0;16.0;54.0625;16.0;16.0;173.0;2.0;3.0;44.67493704528301;115.0;28.97578011604404;True;173.0;53.94993821436066
0.0;2.0;26.66666666666667;3.0;3.0;28.66666666666667;3.0;3.0;76.0;2.0;3.0;42.723919920032294;5.0;2.6457513110645907;True;76.0;41.04063027456246
0.0;52.111111111111114;69.8888888888889;9.0;9.0;122.0;9.0;9.0;564.0;0.0;0.0;185.7521496809959;418.0;137.42765773712043;False;564.0;214.6898926358668
0.0;2.0;3.6;5.0;5.0;5.6;5.0;5.0;13.0;0.0;0.0;5.683308895353129;3.0;1.224744871391589;True;16.0;6.54217089351845
0.0;0.0;62.0;1.0;1.0;62.0;1.0;1.0;62.0;62.0;62.0;0.0;0.0;0.0;False;62.0;0.0
