ClassFanOutComplexity_max;BooleanExpressionComplexity_std;NumberOfProtectedMethod_min;NumberOfPrivateMethod_std;NumberOfProtectedMethod_max;NumberOfMethods_Checkstyle_50%;NPathComplexity_25%;AnonymousInnerClassLength_min;NumberOfPackageMethod_count;NestedForDepth_min;NumberOfPrivateMethod_50%;ClassDataAbstractionCoupling_mean;ThrowsCount_min;NPathComplexity_50%;MethodLength_count;AnonymousInnerClassLength_75%;NestedForDepth_std;ExecutableStatementCount_mean;MethodLength_25%;NCSSForThisFile_count;NumberOfMethods_Checkstyle_min;ThrowsCount_25%;NCSSForThisClass_min;NCSSForThisClass_std;ClassFanOutComplexity_25%;NestedTryDepth_75%;AnonymousInnerClassLength_count;ExecutableStatementCount_75%;BooleanExpressionComplexity_mean;ThrowsCount_75%;NumberOfProtectedMethod_50%;NCSSForThisMethod_count;NCSSForThisClass_75%;CyclomaticComplexity_mean;NumberOfPrivateMethod_75%;NestedTryDepth_max;AnonymousInnerClassLength_std;AnonymousInnerClassLength_max;ExecutableStatementCount_count;NumberOfPrivateMethod_mean;ClassDataAbstractionCoupling_max;ClassFanOutComplexity_std;CyclomaticComplexity_75%;NumberOfMethods_Checkstyle_75%;NumberOfPublicMethods_Checkstyle_std;NumberOfPackageMethod_mean;NumberOfPublicMethods_Checkstyle_75%;MethodLength_75%;FileLength_std;FileLength_count;NCSSForThisFile_75%;NPathComplexity_std;ThrowsCount_max;NumberOfPublicMethods_Checkstyle_count;ClassFanOutComplexity_count;NCSSForThisMethod_25%;FileLength_75%;BooleanExpressionComplexity_min;NestedForDepth_max;MethodLength_min;CyclomaticComplexity_max;NumberOfProtectedMethod_mean;NestedIfElseDepth_mean;NestedIfElseDepth_25%;CyclomaticComplexity_min;NestedForDepth_50%;ClassFanOutComplexity_50%;NCSSForThisMethod_min;NPathComplexity_min;NPathComplexity_mean;FileLength_max;NCSSForThisMethod_75%;NCSSForThisClass_50%;NestedTryDepth_std;ExecutableStatementCount_25%;ThrowsCount_mean;ClassDataAbstractionCoupling_25%;AnonymousInnerClassLength_25%;NumberOfPublicMethods_Checkstyle_max;ThrowsCount_std;MethodLength_std;AnonymousInnerClassLength_50%;NCSSForThisClass_mean;ClassDataAbstractionCoupling_count;ClassFanOutComplexity_min;ExecutableStatementCount_min;CyclomaticComplexity_count;ClassDataAbstractionCoupling_75%;FileLength_25%;NumberOfPublicMethods_Checkstyle_25%;NumberOfPackageMethod_50%;NestedTryDepth_min;NestedIfElseDepth_50%;ClassDataAbstractionCoupling_min;NCSSForThisClass_max;ClassDataAbstractionCoupling_std;ThrowsCount_50%;MethodLength_mean;CyclomaticComplexity_25%;NumberOfPackageMethod_25%;NumberOfMethods_Checkstyle_max;NumberOfMethods_Checkstyle_std;NumberOfProtectedMethod_25%;NCSSForThisMethod_max;NestedTryDepth_50%;NestedForDepth_25%;ClassFanOutComplexity_75%;NumberOfPackageMethod_min;MethodLength_50%;NumberOfPrivateMethod_count;NumberOfPrivateMethod_max;BooleanExpressionComplexity_50%;NestedIfElseDepth_count;ExecutableStatementCount_std;NestedIfElseDepth_std;NumberOfMethods_Checkstyle_count;NCSSForThisFile_50%;NumberOfPackageMethod_std;NestedForDepth_75%;NumberOfProtectedMethod_75%;NumberOfPublicMethods_Checkstyle_mean;NumberOfPackageMethod_75%;AnonymousInnerClassLength_mean;NCSSForThisFile_mean;NumberOfMethods_Checkstyle_25%;NPathComplexity_75%;MethodLength_max;NCSSForThisFile_25%;NestedTryDepth_25%;NumberOfProtectedMethod_std;NumberOfPublicMethods_Checkstyle_min;NestedIfElseDepth_75%;NCSSForThisMethod_50%;NCSSForThisFile_std;ExecutableStatementCount_50%;NestedIfElseDepth_max;NCSSForThisFile_max;NCSSForThisClass_25%;NCSSForThisClass_count;CyclomaticComplexity_50%;NumberOfPublicMethods_Checkstyle_50%;BooleanExpressionComplexity_max;NestedTryDepth_mean;NestedTryDepth_count;BooleanExpressionComplexity_75%;NumberOfPrivateMethod_25%;NumberOfProtectedMethod_count;FileLength_mean;NumberOfPrivateMethod_min;NCSSForThisMethod_std;BooleanExpressionComplexity_count;NCSSForThisMethod_mean;NCSSForThisFile_min;NumberOfMethods_Checkstyle_mean;ClassDataAbstractionCoupling_50%;NestedIfElseDepth_min;FileLength_50%;Bugged;NestedForDepth_mean;NPathComplexity_count;ThrowsCount_count;NPathComplexity_max;NumberOfPackageMethod_max;CyclomaticComplexity_std;FileLength_min;NestedForDepth_count;ClassFanOutComplexity_mean;ExecutableStatementCount_max;BooleanExpressionComplexity_25%
16.0;0.4555030111835474;0.0;1.2857142857142854;2.0;0.0;1.0;0.0;49.0;0.0;0.0;0.12244897959183673;0.0;1.0;49.0;0.0;0.0;4.326530612244898;3.0;49.0;0.0;0.0;0.0;44.85714285714286;0.0;0.0;49.0;5.0;0.20408163265306126;0.0;0.0;49.0;0.0;2.4693877551020407;0.0;0.0;0.0;0.0;49.0;0.1836734693877551;6.0;2.2857142857142865;4.0;0.0;5.1428571428571415;0.040816326530612235;0.0;13.0;136.2857142857143;49.0;0.0;34.20690346842227;1.0;49.0;49.0;2.0;0.0;0.0;0.0;3.0;11.0;0.040816326530612235;0.0;0.0;1.0;0.0;0.0;2.0;0.0;8.36734693877551;954.0;7.0;0.0;0.0;1.0;0.040816326530612235;0.0;0.0;36.0;0.199914947901746;10.982631619011519;0.0;6.408163265306122;49.0;0.0;1.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;314.0;0.8571428571428573;0.0;9.918367346938776;1.0;0.0;49.0;7.0;0.0;27.0;0.0;0.0;0.0;0.0;3.0;49.0;9.0;0.0;49.0;5.535445461982715;0.0;49.0;0.0;0.2857142857142857;0.0;0.0;0.7346938775510204;0.0;0.0;6.7142857142857135;0.0;4.0;46.0;0.0;0.0;0.2857142857142857;0.0;0.0;2.0;47.00000000000001;1.0;0.0;329.0;0.0;49.0;1.0;0.0;2.0;0.0;49.0;0.0;0.0;49.0;19.469387755102037;0.0;6.45655285968697;49.0;6.020408163265307;0.0;1.0;0.0;0.0;0.0;False;0.0;49.0;49.0;240.0;2.0;2.2370184846532393;0.0;49.0;0.32653061224489793;25.0;0.0
6.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;16.0;0.0;0.0;0.1875;0.0;1.0;16.0;0.0;0.0;4.3125;3.0;16.0;0.0;0.0;0.0;24.75;0.0;0.0;16.0;3.5;0.0;0.0;0.0;16.0;0.0;2.0;0.0;0.0;0.0;0.0;16.0;0.0;3.0;1.5;1.25;0.0;2.75;0.125;0.0;6.75;87.0;16.0;0.0;7.830495940019807;1.0;16.0;16.0;2.0;0.0;0.0;0.0;3.0;8.0;0.1875;0.3125;0.0;1.0;0.0;0.0;2.0;0.0;3.375;348.0;4.75;0.0;0.0;1.0;0.125;0.0;0.0;11.0;0.3415650255319866;11.008330179156752;0.0;6.1875;16.0;0.0;1.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.0;0.75;0.0;8.875;1.0;0.0;16.0;4.0;0.0;20.0;0.0;0.0;0.0;0.0;3.0;16.0;0.0;0.0;16.0;6.0851595432385075;0.6020797289396148;16.0;0.0;0.5;0.0;0.0;0.6875;0.0;0.0;6.6875;0.0;1.25;33.0;0.0;0.0;0.75;0.0;0.25;2.0;26.75;1.0;2.0;107.0;0.0;16.0;1.0;0.0;0.0;0.0;16.0;0.0;0.0;16.0;21.75;0.0;6.875075757158365;16.0;5.75;0.0;1.0;0.0;0.0;0.0;False;0.0;16.0;16.0;32.0;2.0;2.1291625896895083;0.0;16.0;0.375;17.0;0.0
5.0;0.3233808333817773;0.0;0.23570226039551584;3.0;0.0;1.0;0.0;18.0;0.0;0.0;0.0;0.0;1.0;18.0;0.0;0.0;3.7777777777777777;3.0;18.0;0.0;0.0;0.0;27.10575994548433;0.0;0.0;18.0;4.0;0.1111111111111111;0.0;0.0;18.0;0.0;2.2777777777777777;0.0;0.0;0.0;0.0;18.0;0.05555555555555555;0.0;1.1785113019775793;2.0;0.0;3.064129385141705;0.05555555555555555;0.0;11.75;88.85975216910948;18.0;0.0;22.29979923119565;0.0;18.0;18.0;2.0;0.0;0.0;0.0;3.0;10.0;0.16666666666666666;0.16666666666666666;0.0;1.0;0.0;0.0;2.0;0.0;6.888888888888888;377.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;13.0;0.0;7.8083665535945554;0.0;6.388888888888888;18.0;0.0;1.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;115.0;0.0;0.0;8.5;1.0;0.0;18.0;4.242640687119285;0.0;18.0;0.0;0.0;0.0;0.0;3.0;18.0;1.0;0.0;18.0;4.4530961543040055;0.3834824944236852;18.0;0.0;0.23570226039551584;0.0;0.0;0.7222222222222222;0.0;0.0;6.888888888888888;0.0;2.0;26.0;0.0;0.0;0.7071067811865477;0.0;0.0;2.0;29.227080289043965;1.0;1.0;124.0;0.0;18.0;1.0;0.0;1.0;0.0;18.0;0.0;0.0;18.0;20.944444444444443;0.0;5.4247676978063675;18.0;5.611111111111112;0.0;1.0;0.0;0.0;0.0;False;0.0;18.0;18.0;96.0;1.0;2.444815776905601;0.0;18.0;0.2777777777777778;15.0;0.0
5.0;0.0;0.0;1.1547005383792517;0.0;0.0;1.5;0.0;3.0;0.0;0.0;0.3333333333333333;0.0;2.0;3.0;0.0;0.0;6.0;8.5;3.0;0.0;0.0;0.0;15.01110699893027;0.0;0.0;3.0;8.0;0.0;0.5;0.0;3.0;13.0;2.333333333333333;1.0;0.0;0.0;0.0;3.0;0.6666666666666666;1.0;2.8867513459481287;3.0;1.5;0.5773502691896258;0.0;0.5;19.0;65.81793068761733;3.0;15.5;2.6457513110645907;1.0;3.0;3.0;5.0;57.0;0.0;0.0;6.0;4.0;0.0;0.3333333333333333;0.0;1.0;0.0;0.0;4.0;1.0;3.0;114.0;10.0;0.0;0.0;3.5;0.3333333333333333;0.0;0.0;1.0;0.5773502691896258;10.969655114602888;0.0;8.666666666666666;3.0;0.0;2.0;3.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.5773502691896258;0.0;14.666666666666664;1.5;0.0;3.0;1.7320508075688772;0.0;14.0;0.0;0.0;2.5;0.0;11.0;3.0;2.0;0.0;3.0;4.58257569495584;0.5773502691896258;3.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;10.333333333333334;0.0;4.0;27.0;0.0;0.0;0.0;0.0;0.5;6.0;17.897858344878394;5.0;1.0;31.0;0.0;3.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;38.0;0.0;5.291502622129181;3.0;8.0;0.0;1.0;0.0;0.0;0.0;False;0.0;3.0;3.0;6.0;0.0;1.5275252316519463;0.0;3.0;1.6666666666666667;11.0;0.0
11.0;1.486446705914413;0.0;0.0;0.0;0.0;11.0;0.0;15.0;0.0;0.0;0.13333333333333333;0.0;12.0;15.0;0.0;0.0;7.4;12.0;15.0;0.0;0.0;0.0;40.537225690304304;0.0;0.0;15.0;10.0;1.2666666666666666;0.0;0.0;15.0;0.0;5.066666666666666;0.0;1.0;0.0;0.0;15.0;0.0;2.0;2.840187787218772;7.0;0.0;3.8729833462074175;0.0;0.0;24.0;122.12807485040722;15.0;0.0;8.094677851762201;0.0;15.0;15.0;6.0;0.0;0.0;0.0;3.0;8.0;0.0;0.4;0.0;2.0;0.0;0.0;2.0;2.0;13.666666666666664;473.0;14.0;0.0;0.25819888974716115;4.0;0.0;0.0;0.0;15.0;0.0;10.749086339910807;0.0;10.466666666666667;15.0;0.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;157.0;0.5163977794943223;0.0;19.6;3.0;0.0;15.0;3.8729833462074175;0.0;21.0;0.0;0.0;0.0;0.0;23.0;15.0;0.0;0.0;15.0;4.205438655564278;0.50709255283711;15.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;11.2;0.0;12.0;48.0;0.0;0.0;0.0;0.0;1.0;13.0;43.37741347752307;9.0;1.0;168.0;0.0;15.0;6.0;0.0;3.0;0.06666666666666668;15.0;3.0;0.0;15.0;31.53333333333333;0.0;5.147352532636374;15.0;10.266666666666667;0.0;1.0;0.0;0.0;0.0;False;0.0;15.0;15.0;35.0;0.0;2.1865389045137937;0.0;15.0;0.7333333333333333;17.0;0.0
4.0;0.4399413450640599;0.0;0.1767766952966369;0.0;0.0;1.0;0.0;32.0;0.0;0.0;0.0625;0.0;1.0;32.0;0.0;0.0;1.25;3.0;32.0;0.0;0.0;0.0;13.965358928434314;0.0;0.0;32.0;1.0;0.25;0.0;0.0;32.0;0.0;1.375;0.0;0.0;0.0;0.0;32.0;0.03125;2.0;0.7071067811865476;2.0;0.0;5.480077554195742;0.0;0.0;3.0;76.89786245403705;32.0;0.0;0.7803018439949604;0.0;32.0;32.0;2.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;1.1875;435.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;31.0;0.0;1.8834487070950634;0.0;2.46875;32.0;0.0;1.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.0;0.3535533905932738;0.0;3.53125;1.0;0.0;32.0;5.656854249492381;0.0;9.0;0.0;0.0;0.0;0.0;3.0;32.0;1.0;0.0;32.0;0.9158109397792509;0.0;32.0;0.0;0.0;0.0;0.0;0.96875;0.0;0.0;2.71875;0.0;1.0;13.0;0.0;0.0;0.0;0.0;0.0;2.0;15.379572490807409;1.0;0.0;87.0;0.0;32.0;1.0;0.0;1.0;0.0;32.0;0.25;0.0;32.0;13.59375;0.0;1.2853862228666852;32.0;2.34375;0.0;1.0;0.0;0.0;0.0;False;0.0;32.0;32.0;5.0;0.0;0.7071067811865476;0.0;32.0;0.125;6.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;3.0;1.0;1.0;0.0;5.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;5.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;3.0;0.0;1.0;6.0;0.0;0.0;1.0;1.0;2.0;55.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;1.0;55.0;2.0;5.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;1.0;0.0;1.0;1.0;0.0;55.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;1.0;1.0;3.0;6.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;6.0;5.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;55.0;0.0;0.0;1.0;2.0;6.0;1.0;0.0;0.0;55.0;False;0.0;1.0;1.0;1.0;0.0;0.0;55.0;1.0;0.0;1.0;0.0
2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;1.0;10.0;0.0;0.0;2.2;3.0;10.0;0.0;0.0;0.0;12.01665510863984;0.0;0.0;10.0;1.0;0.0;0.0;0.0;10.0;0.0;1.1;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.6324555320336759;1.0;0.0;3.1622776601683795;0.0;0.0;3.0;50.28021479667725;10.0;0.0;0.9189365834726816;0.0;10.0;10.0;2.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.8;159.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0;0.0;3.945461527713415;0.0;3.8;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;0.0;0.0;4.7;1.0;0.0;10.0;3.1622776601683795;0.0;12.0;0.0;0.0;0.0;0.0;3.0;10.0;0.0;0.0;10.0;3.1552425509864617;0.0;10.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;2.0;12.649110640673518;1.0;0.0;40.0;0.0;10.0;1.0;0.0;0.0;0.0;10.0;0.0;0.0;10.0;15.9;0.0;3.1552425509864617;10.0;3.2;0.0;1.0;0.0;0.0;0.0;False;0.0;10.0;10.0;3.0;0.0;0.31622776601683794;0.0;10.0;0.2;11.0;0.0
5.0;0.5345224838248487;0.0;0.0;6.0;0.0;2.5;0.0;7.0;0.0;0.0;0.14285714285714285;0.0;12.0;7.0;0.0;0.0;11.285714285714285;9.5;7.0;0.0;0.0;0.0;56.31670647837486;0.0;0.0;7.0;12.0;0.42857142857142855;0.0;0.0;7.0;0.0;6.7142857142857135;0.0;0.0;0.0;0.0;7.0;0.0;1.0;1.889822365046136;8.0;0.0;0.3779644730092273;0.0;0.0;29.0;176.5094088953091;7.0;0.0;3761.180887256909;0.0;7.0;7.0;6.0;0.0;0.0;0.0;7.0;19.0;0.8571428571428571;0.2857142857142857;0.0;2.0;0.0;0.0;4.0;2.0;1473.0;467.0;16.0;0.0;0.0;3.5;0.0;0.0;0.0;1.0;0.0;27.795169158892136;0.0;21.285714285714285;7.0;0.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0;0.3779644730092273;0.0;26.285714285714285;2.5;0.0;7.0;2.6457513110645907;0.0;46.0;0.0;0.0;0.0;0.0;15.0;7.0;0.0;0.0;7.0;12.957806986707356;0.4879500364742666;7.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;22.57142857142857;0.0;146.0;85.0;0.0;0.0;2.2677868380553634;0.0;0.5;9.0;59.7183867354579;7.0;1.0;158.0;0.0;7.0;5.0;0.0;1.0;0.0;7.0;1.0;0.0;7.0;66.71428571428571;0.0;14.761597539045765;7.0;14.714285714285715;0.0;1.0;0.0;0.0;0.0;False;0.0;7.0;7.0;10000.0;0.0;6.019808571549037;0.0;7.0;0.7142857142857143;39.0;0.0
7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.06666666666666668;0.0;1.0;15.0;0.0;0.0;2.0;3.0;15.0;0.0;0.0;0.0;19.881314510531407;0.0;0.0;15.0;1.0;0.0;0.0;0.0;15.0;0.0;1.3333333333333333;0.0;0.0;0.0;0.0;15.0;0.0;1.0;1.807392228230128;1.0;0.0;3.8729833462074175;0.0;0.0;3.0;100.69756700139284;15.0;0.0;1.7265434778633235;1.0;15.0;15.0;2.0;0.0;0.0;0.0;3.0;4.0;0.0;0.06666666666666668;0.0;1.0;0.0;0.0;2.0;0.0;1.1333333333333333;390.0;2.0;0.0;0.0;1.0;0.06666666666666668;0.0;0.0;15.0;0.25819888974716115;5.24903619271014;0.0;5.133333333333334;15.0;0.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77.0;0.2581988897471611;0.0;5.133333333333334;1.0;0.0;15.0;3.8729833462074175;0.0;10.0;0.0;0.0;0.0;0.0;3.0;15.0;0.0;0.0;15.0;2.2038926600773587;0.25819888974716115;15.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.466666666666668;0.0;1.0;21.0;0.0;0.0;0.0;0.0;0.0;2.0;21.172308959267205;1.0;1.0;82.0;0.0;15.0;1.0;0.0;0.0;0.0;15.0;0.0;0.0;15.0;26.0;0.0;2.53170373652286;15.0;3.1333333333333333;0.0;1.0;0.0;0.0;0.0;False;0.0;15.0;15.0;6.0;0.0;0.8997354108424374;0.0;15.0;0.4666666666666667;8.0;0.0
17.0;0.3932615601030117;0.0;2.301585822275003;2.0;0.0;1.0;0.0;37.0;0.0;0.0;0.10810810810810813;0.0;1.0;37.0;0.0;0.0;4.027027027027027;3.0;37.0;0.0;0.0;0.0;37.48296910562145;0.0;0.0;37.0;4.0;0.10810810810810813;0.0;0.0;37.0;0.0;2.2972972972972974;0.0;1.0;0.0;0.0;37.0;0.3783783783783784;4.0;2.794782784191075;2.0;0.0;3.2879797461071454;0.027027027027027032;0.0;12.0;130.36839693314838;37.0;0.0;52.800263899604396;1.0;37.0;37.0;2.0;0.0;0.0;0.0;3.0;14.0;0.054054054054054064;0.0;0.0;1.0;0.0;0.0;2.0;0.0;14.486486486486484;793.0;6.0;0.0;0.22924343513512566;1.0;0.027027027027027032;0.0;0.0;20.0;0.1643989873053573;12.922964172472312;0.0;6.162162162162162;37.0;0.0;1.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;228.0;0.6575959492214292;0.0;10.324324324324325;1.0;0.0;37.0;6.0827625302982185;0.0;35.0;0.0;0.0;0.0;0.0;4.0;37.0;14.0;0.0;37.0;5.225399966012631;0.0;37.0;0.0;0.1643989873053573;0.0;0.0;0.5405405405405406;0.0;0.0;6.621621621621622;0.0;2.0;67.0;0.0;0.0;0.3287979746107146;0.0;0.0;3.0;40.27775188981253;2.0;0.0;245.0;0.0;37.0;1.0;0.0;2.0;0.054054054054054064;37.0;0.0;0.0;37.0;21.432432432432428;0.0;6.608303085487957;37.0;5.6756756756756745;0.0;1.0;0.0;0.0;0.0;False;0.0;37.0;37.0;284.0;1.0;2.5697477704248723;0.0;37.0;0.4594594594594595;26.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17.0;0.30779350562554625;0.0;1.341640786499874;4.0;0.0;1.0;0.0;20.0;0.0;0.0;0.3;0.0;2.0;20.0;0.0;0.0;5.5;3.75;20.0;0.0;0.0;0.0;42.485291572496;0.0;0.0;20.0;8.5;0.1;0.0;0.0;20.0;0.0;3.2;0.0;0.0;4.695742752749559;21.0;20.0;0.3;6.0;3.8013155617496426;5.0;0.0;1.7888543819998317;0.05;0.0;21.5;146.0152389307363;20.0;0.0;85.09592110949669;2.0;20.0;20.0;2.0;0.0;0.0;0.0;3.0;13.0;0.2;0.4;0.0;1.0;0.0;0.0;2.0;0.0;23.5;653.0;12.75;0.0;0.0;1.0;0.15;0.0;0.0;8.0;0.4893604849295929;13.986835916223813;0.0;9.5;20.0;0.0;1.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190.0;1.341640786499874;0.0;13.5;1.0;0.0;19.0;4.2485291572496005;0.0;30.0;0.0;0.0;0.0;0.0;7.0;20.0;6.0;0.0;20.0;6.0567491714876045;0.7539370349250519;20.0;0.0;0.22360679774997894;0.0;0.0;0.4;0.0;1.05;10.35;0.0;7.0;58.0;0.0;0.0;0.8944271909999157;0.0;0.25;5.0;46.28660713424564;3.5;2.0;207.0;0.0;20.0;2.0;0.0;1.0;0.0;20.0;0.0;0.0;20.0;32.65;0.0;7.545650542217229;20.0;7.9;0.0;0.95;0.0;0.0;0.0;False;0.0;20.0;20.0;384.0;1.0;3.2052588367441275;0.0;20.0;0.85;25.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.08333333333333333;0.0;1.0;12.0;0.0;0.0;1.25;3.0;12.0;0.0;0.0;0.0;12.393791211976286;0.0;0.0;12.0;1.25;0.0;0.0;0.0;12.0;0.0;1.1666666666666667;0.0;0.0;0.0;0.0;12.0;0.0;1.0;1.243163121016122;1.0;0.0;2.486326242032244;0.0;0.0;3.25;58.3123771881522;12.0;0.0;0.7177405625652734;0.0;12.0;12.0;2.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.8333333333333334;202.0;2.25;0.0;0.0;1.0;0.0;0.0;0.0;8.0;0.0;0.4522670168666454;0.0;4.833333333333333;12.0;0.0;1.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;0.2886751345948129;0.0;3.25;1.0;0.0;8.0;2.486326242032244;0.0;3.0;0.0;0.0;0.0;0.0;3.0;12.0;0.0;0.0;12.0;0.4522670168666454;0.0;12.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.9166666666666665;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;13.567731325956204;1.0;0.0;47.0;0.0;12.0;1.0;0.0;0.0;0.0;12.0;0.0;0.0;12.0;16.833333333333332;0.0;0.4522670168666454;12.0;2.25;0.0;1.0;0.0;0.0;0.0;False;0.0;12.0;12.0;2.0;0.0;0.3892494720807615;0.0;12.0;0.5;2.0;0.0
