DispersedCoupling_top;AntiSingleton;NumberOfDistinctOperators;Difficulty;DispersedCoupling_unique;DispersedCoupling_freq;Bugged;DispersedCoupling_count;NumberOfDistinctOperands
False;False;10.0;15.947368421052632;0.0;0.0;False;0.0;95.0
False;False;23.0;43.22413793103448;1.0;2.0;False;2.0;87.0
False;False;35.0;78.81294964028775;0.0;0.0;False;0.0;139.0
False;False;23.0;46.0;0.0;0.0;False;0.0;82.0
False;False;23.0;30.06626506024097;0.0;0.0;False;0.0;83.0
False;False;35.0;140.46052631578948;1.0;1.0;False;1.0;152.0
False;False;27.0;41.57386363636363;1.0;1.0;False;1.0;88.0
False;False;32.0;72.5034965034965;1.0;1.0;False;1.0;143.0
False;False;21.0;41.34375;0.0;0.0;False;0.0;80.0
False;False;25.0;43.157894736842096;1.0;1.0;False;1.0;95.0
False;False;21.0;36.49390243902439;0.0;0.0;False;0.0;82.0
False;False;11.0;9.428571428571429;0.0;0.0;False;0.0;28.0
False;False;21.0;21.690789473684205;0.0;0.0;False;0.0;76.0
False;False;31.0;68.5374149659864;1.0;1.0;False;1.0;147.0
False;False;34.0;46.71851851851852;0.0;0.0;False;0.0;135.0
False;False;26.0;34.357142857142854;0.0;0.0;False;0.0;84.0
False;False;21.0;35.33108108108108;0.0;0.0;False;0.0;74.0
False;False;21.0;22.934210526315788;0.0;0.0;False;0.0;76.0
False;False;14.0;10.5;0.0;0.0;False;0.0;28.0
False;False;19.0;15.39;0.0;0.0;False;0.0;50.0
False;False;37.0;103.7734375;1.0;15.0;False;15.0;704.0
False;False;34.0;124.1439114391144;1.0;26.0;False;26.0;542.0
False;False;37.0;68.23019801980197;1.0;2.0;True;2.0;202.0
False;False;28.0;39.179104477611936;0.0;0.0;False;0.0;134.0
False;False;12.0;8.347826086956523;0.0;0.0;False;0.0;23.0
False;False;14.0;7.0;0.0;0.0;False;0.0;14.0
False;False;13.0;10.605263157894736;0.0;0.0;False;0.0;19.0
False;False;13.0;7.222222222222222;0.0;0.0;False;0.0;18.0
False;False;14.0;7.0;0.0;0.0;False;0.0;13.0
False;False;13.0;10.833333333333336;0.0;0.0;False;0.0;18.0
False;False;14.0;7.0;0.0;0.0;False;0.0;14.0
False;False;13.0;10.605263157894736;0.0;0.0;False;0.0;19.0
False;False;20.0;23.176470588235286;1.0;1.0;False;1.0;85.0
False;False;13.0;9.1;0.0;0.0;False;0.0;20.0
False;False;16.0;23.45762711864407;1.0;3.0;False;3.0;59.0
False;False;19.0;39.96195652173913;1.0;5.0;False;5.0;92.0
False;False;17.0;30.39830508474576;1.0;3.0;False;3.0;59.0
False;False;18.0;38.117647058823536;1.0;9.0;True;9.0;119.0
False;False;18.0;30.75;1.0;2.0;False;2.0;60.0
False;False;15.0;14.471830985915492;1.0;1.0;False;1.0;71.0
False;False;17.0;29.98351648351648;1.0;4.0;False;4.0;91.0
False;False;16.0;24.72727272727273;1.0;3.0;False;3.0;55.0
False;False;16.0;23.259259259259267;1.0;5.0;False;5.0;54.0
False;False;23.0;37.694444444444436;1.0;8.0;False;8.0;126.0
False;False;21.0;41.270053475935825;1.0;11.0;False;11.0;187.0
False;False;13.0;13.265306122448981;1.0;1.0;False;1.0;49.0
False;False;15.0;92.1694214876033;1.0;29.0;False;29.0;121.0
False;False;14.0;28.338709677419356;1.0;6.0;False;6.0;124.0
False;False;14.0;24.192982456140356;1.0;2.0;False;2.0;57.0
False;False;21.0;30.7125;1.0;4.0;False;4.0;120.0
False;False;22.0;43.39370078740158;1.0;10.0;False;10.0;127.0
False;False;15.0;32.89772727272727;1.0;4.0;False;4.0;88.0
False;False;19.0;19.387755102040817;1.0;3.0;False;3.0;98.0
False;False;16.0;23.448275862068964;1.0;3.0;True;3.0;58.0
False;False;15.0;48.70426829268293;1.0;25.0;False;25.0;164.0
False;False;32.0;90.84745762711864;1.0;2.0;False;2.0;59.0
False;False;32.0;37.504;0.0;0.0;False;0.0;125.0
False;False;31.0;46.642201834862384;1.0;8.0;False;8.0;109.0
False;False;32.0;53.3793103448276;1.0;7.0;False;7.0;116.0
False;False;21.0;33.36290322580645;1.0;5.0;False;5.0;62.0
False;False;21.0;20.35384615384616;1.0;4.0;False;4.0;65.0
False;False;14.0;16.180327868852462;1.0;2.0;False;2.0;61.0
False;False;35.0;80.0796568627451;1.0;39.0;True;39.0;408.0
False;False;22.0;35.88095238095238;1.0;7.0;False;7.0;84.0
False;False;19.0;24.089285714285715;1.0;3.0;False;3.0;56.0
False;False;20.0;56.46258503401361;1.0;16.0;False;16.0;147.0
False;False;21.0;40.225352112676056;1.0;9.0;False;9.0;71.0
False;False;31.0;43.12030075187969;1.0;5.0;False;5.0;133.0
False;False;21.0;33.62019230769231;1.0;5.0;False;5.0;104.0
False;False;43.0;79.40954773869346;1.0;3.0;True;3.0;199.0
False;False;28.0;70.38461538461539;1.0;10.0;False;10.0;182.0
True;False;25.0;38.36805555555557;1.0;1.0;False;1.0;72.0
False;False;20.0;25.22388059701493;1.0;1.0;False;1.0;67.0
False;False;30.0;42.97619047619048;0.0;0.0;False;0.0;126.0
False;False;18.0;22.16666666666667;0.0;0.0;False;0.0;54.0
False;False;33.0;72.05276381909547;2.0;5.0;False;7.0;199.0
True;False;29.0;50.926829268292686;2.0;1.0;False;2.0;164.0
False;False;28.0;55.74660633484163;1.0;2.0;False;2.0;221.0
False;False;14.0;10.5;0.0;0.0;False;0.0;20.0
False;False;14.0;18.704918032786885;0.0;0.0;False;0.0;61.0
False;False;20.0;30.303030303030305;0.0;0.0;False;0.0;33.0
False;False;9.0;14.333333333333336;0.0;0.0;False;0.0;81.0
False;False;21.0;29.68269230769231;0.0;0.0;False;0.0;52.0
False;False;9.0;4.5;0.0;0.0;False;0.0;15.0
False;False;24.0;26.538461538461537;0.0;0.0;False;0.0;52.0
False;False;18.0;20.666666666666668;0.0;0.0;False;0.0;54.0
False;False;19.0;17.8728813559322;1.0;1.0;False;1.0;59.0
False;False;38.0;60.65775401069519;1.0;3.0;False;3.0;187.0
True;False;29.0;36.703125;1.0;1.0;True;1.0;96.0
True;False;30.0;48.57142857142857;2.0;1.0;False;2.0;168.0
False;False;29.0;42.14485981308411;1.0;1.0;False;1.0;107.0
False;False;33.0;77.90410958904108;1.0;5.0;False;5.0;219.0
False;False;26.0;35.244444444444454;1.0;1.0;True;1.0;90.0
True;False;32.0;49.863013698630134;2.0;1.0;False;2.0;146.0
False;False;30.0;40.55555555555557;1.0;2.0;False;2.0;108.0
False;False;34.0;51.70247933884298;1.0;1.0;False;1.0;121.0
False;False;34.0;52.79503105590062;0.0;0.0;False;0.0;161.0
False;False;18.0;20.853658536585368;1.0;1.0;False;1.0;41.0
False;False;26.0;30.98630136986301;0.0;0.0;False;0.0;73.0
False;False;27.0;32.103658536585364;1.0;1.0;False;1.0;82.0
False;False;12.0;9.4;0.0;0.0;False;0.0;30.0
False;False;20.0;35.15151515151515;0.0;0.0;False;0.0;66.0
False;False;42.0;97.98082191780821;1.0;6.0;False;6.0;365.0
False;False;23.0;25.920634920634928;0.0;0.0;False;0.0;63.0
False;False;29.0;49.11711711711712;1.0;2.0;False;2.0;111.0
True;False;29.0;35.296052631578945;1.0;1.0;False;1.0;76.0
False;False;32.0;66.78260869565217;1.0;2.0;True;2.0;161.0
True;False;33.0;65.91871921182265;2.0;2.0;True;3.0;203.0
False;False;37.0;81.69838709677421;2.0;4.0;True;5.0;310.0
True;False;24.0;31.24528301886793;1.0;1.0;False;1.0;106.0
True;False;20.0;24.567901234567906;1.0;1.0;False;1.0;81.0
True;False;26.0;32.765306122448976;1.0;1.0;False;1.0;98.0
False;False;36.0;65.80952380952381;1.0;2.0;False;2.0;189.0
False;False;36.0;54.13533834586466;1.0;1.0;False;1.0;133.0
False;False;26.0;44.55339805825243;1.0;2.0;False;2.0;103.0
True;False;32.0;46.656488549618324;1.0;1.0;False;1.0;131.0
False;False;25.0;49.20520231213873;1.0;4.0;False;4.0;173.0
True;False;30.0;41.87050359712229;2.0;1.0;False;2.0;139.0
False;False;26.0;37.64179104477611;1.0;2.0;False;2.0;134.0
False;False;23.0;32.53658536585366;0.0;0.0;False;0.0;123.0
False;False;10.0;8.75;0.0;0.0;False;0.0;24.0
False;False;21.0;27.36702127659575;0.0;0.0;False;0.0;94.0
False;False;28.0;49.53103448275862;1.0;1.0;False;1.0;145.0
False;False;31.0;53.485915492957744;1.0;1.0;False;1.0;142.0
False;False;36.0;97.77777777777777;1.0;2.0;False;2.0;243.0
False;False;13.0;13.61904761904762;0.0;0.0;False;0.0;21.0
False;False;9.0;4.5;0.0;0.0;False;0.0;14.0
False;False;25.0;45.79081632653061;0.0;0.0;False;0.0;98.0
False;False;15.0;14.567307692307693;0.0;0.0;False;0.0;52.0
False;False;12.0;10.235294117647056;0.0;0.0;False;0.0;17.0
False;False;33.0;60.5;1.0;1.0;False;1.0;123.0
False;False;22.0;24.020408163265305;0.0;0.0;False;0.0;49.0
False;False;26.0;44.65217391304348;0.0;0.0;False;0.0;69.0
False;False;23.0;29.102040816326532;0.0;0.0;False;0.0;49.0
False;False;19.0;24.25531914893617;0.0;0.0;False;0.0;47.0
False;False;22.0;29.33333333333333;0.0;0.0;False;0.0;57.0
False;False;21.0;28.060344827586214;0.0;0.0;False;0.0;58.0
False;False;23.0;32.09701492537314;0.0;0.0;False;0.0;67.0
False;False;23.0;42.4758064516129;0.0;0.0;False;0.0;62.0
False;False;23.0;41.6639344262295;0.0;0.0;False;0.0;61.0
False;False;22.0;39.672131147540966;0.0;0.0;False;0.0;61.0
False;False;22.0;39.672131147540966;0.0;0.0;False;0.0;61.0
False;False;19.0;29.45;0.0;0.0;False;0.0;50.0
False;False;19.0;29.45;0.0;0.0;False;0.0;50.0
False;False;19.0;28.256410256410252;0.0;0.0;False;0.0;39.0
False;False;19.0;28.256410256410252;0.0;0.0;False;0.0;39.0
False;False;19.0;25.62121212121212;0.0;0.0;False;0.0;33.0
False;False;19.0;25.62121212121212;0.0;0.0;False;0.0;33.0
False;False;8.0;4.727272727272728;0.0;0.0;False;0.0;22.0
False;False;29.0;37.24509803921568;1.0;1.0;False;1.0;102.0
False;False;13.0;10.5625;0.0;0.0;False;0.0;16.0
False;False;13.0;10.5625;0.0;0.0;False;0.0;16.0
False;False;22.0;30.29230769230769;0.0;0.0;False;0.0;65.0
False;False;13.0;9.75;0.0;0.0;False;0.0;12.0
False;False;22.0;26.28813559322034;0.0;0.0;False;0.0;59.0
False;False;19.0;16.807692307692307;0.0;0.0;False;0.0;39.0
False;False;19.0;16.945945945945947;0.0;0.0;False;0.0;37.0
False;False;9.0;6.9;0.0;0.0;False;0.0;15.0
False;False;9.0;6.9;0.0;0.0;False;0.0;15.0
False;False;9.0;6.9;0.0;0.0;False;0.0;15.0
False;False;19.0;20.1875;0.0;0.0;False;0.0;32.0
False;False;23.0;36.9468085106383;0.0;0.0;False;0.0;47.0
False;False;32.0;66.98305084745763;1.0;2.0;False;2.0;118.0
False;False;16.0;20.46511627906977;0.0;0.0;False;0.0;43.0
False;False;21.0;25.875;0.0;0.0;False;0.0;56.0
False;False;19.0;16.5;0.0;0.0;False;0.0;38.0
False;False;31.0;41.70503597122303;1.0;1.0;False;1.0;139.0
False;False;15.0;21.382978723404253;0.0;0.0;False;0.0;47.0
False;False;33.0;50.45454545454545;1.0;1.0;False;1.0;121.0
False;False;15.0;13.882978723404255;0.0;0.0;False;0.0;47.0
False;False;17.0;16.15;0.0;0.0;False;0.0;60.0
False;False;15.0;14.8125;0.0;0.0;False;0.0;40.0
False;False;38.0;68.26896551724138;1.0;2.0;False;2.0;145.0
False;False;24.0;24.590163934426236;0.0;0.0;False;0.0;61.0
False;False;16.0;18.046511627906977;0.0;0.0;False;0.0;43.0
False;False;16.0;14.666666666666664;0.0;0.0;False;0.0;42.0
False;False;15.0;12.580645161290322;0.0;0.0;False;0.0;31.0
False;False;12.0;11.225806451612904;0.0;0.0;False;0.0;31.0
False;False;21.0;44.30769230769231;1.0;4.0;False;4.0;91.0
False;False;17.0;20.777777777777786;0.0;0.0;False;0.0;27.0
False;False;19.0;31.91025641025641;1.0;4.0;False;4.0;78.0
False;False;19.0;35.51538461538462;1.0;2.0;False;2.0;65.0
False;False;21.0;37.923529411764704;1.0;2.0;False;2.0;85.0
False;False;20.0;22.622950819672127;0.0;0.0;False;0.0;61.0
False;False;20.0;22.622950819672127;0.0;0.0;False;0.0;61.0
False;False;16.0;19.30434782608696;1.0;2.0;False;2.0;46.0
False;False;22.0;61.55555555555557;1.0;3.0;False;3.0;99.0
False;False;14.0;11.307692307692307;0.0;0.0;False;0.0;26.0
False;False;14.0;9.8;0.0;0.0;False;0.0;25.0
False;False;13.0;9.388888888888893;0.0;0.0;False;0.0;18.0
False;False;13.0;9.388888888888893;0.0;0.0;False;0.0;18.0
False;False;14.0;36.26976744186047;0.0;0.0;True;0.0;215.0
False;False;45.0;108.69436201780417;1.0;10.0;False;10.0;337.0
False;False;27.0;30.91304347826087;1.0;1.0;False;1.0;69.0
False;False;26.0;86.68283582089552;0.0;0.0;True;0.0;268.0
False;False;34.0;76.39676113360323;1.0;1.0;False;1.0;247.0
False;False;30.0;56.89655172413793;0.0;0.0;False;0.0;116.0
False;False;29.0;41.0;0.0;0.0;False;0.0;87.0
False;False;37.0;163.7220447284345;1.0;9.0;True;9.0;626.0
False;False;37.0;163.7220447284345;1.0;1.0;True;1.0;626.0
False;False;37.0;163.7220447284345;0.0;0.0;True;0.0;626.0
False;False;37.0;163.7220447284345;1.0;2.0;True;2.0;626.0
False;False;37.0;163.7220447284345;0.0;0.0;True;0.0;626.0
False;False;37.0;163.7220447284345;0.0;0.0;True;0.0;626.0
False;False;8.0;4.0;0.0;0.0;False;0.0;12.0
False;False;13.0;11.555555555555555;0.0;0.0;False;0.0;27.0
False;False;33.0;55.55504587155964;0.0;0.0;False;0.0;109.0
False;False;33.0;55.55504587155964;0.0;0.0;False;0.0;109.0
False;False;31.0;48.268456375838916;0.0;0.0;False;0.0;149.0
False;False;12.0;9.91304347826087;0.0;0.0;False;0.0;23.0
False;False;25.0;30.067567567567572;0.0;0.0;False;0.0;74.0
