MethodLength_mean;NumberOfProtectedMethod_std;NestedIfElseDepth_max;NumberOfMethods_Checkstyle_50%;NumberOfPrivateMethod_75%;CyclomaticComplexity_25%;NestedIfElseDepth_min;NCSSForThisClass_min;NestedTryDepth_mean;NumberOfProtectedMethod_75%;NumberOfPrivateMethod_mean;NestedTryDepth_std;CyclomaticComplexity_min;NCSSForThisClass_50%;ClassDataAbstractionCoupling_50%;NumberOfPublicMethods_Checkstyle_std;NestedForDepth_min;ClassDataAbstractionCoupling_count;NestedTryDepth_count;NCSSForThisFile_count;ClassDataAbstractionCoupling_75%;NumberOfPackageMethod_max;NCSSForThisClass_75%;NPathComplexity_mean;ExecutableStatementCount_75%;NCSSForThisMethod_max;NestedTryDepth_max;NumberOfPrivateMethod_count;NestedTryDepth_25%;NCSSForThisClass_std;FileLength_count;NumberOfMethods_Checkstyle_std;ThrowsCount_75%;ClassFanOutComplexity_max;NCSSForThisFile_std;NCSSForThisClass_25%;BooleanExpressionComplexity_mean;CyclomaticComplexity_count;NestedIfElseDepth_std;NumberOfPackageMethod_mean;NCSSForThisFile_75%;NestedForDepth_75%;NPathComplexity_std;NumberOfPackageMethod_75%;ClassFanOutComplexity_50%;AnonymousInnerClassLength_count;NPathComplexity_max;NumberOfPublicMethods_Checkstyle_max;NestedTryDepth_min;ThrowsCount_25%;NumberOfProtectedMethod_count;NumberOfPublicMethods_Checkstyle_count;NPathComplexity_count;NestedIfElseDepth_mean;NumberOfMethods_Checkstyle_max;NCSSForThisMethod_mean;MethodLength_25%;NumberOfMethods_Checkstyle_min;NCSSForThisClass_max;ClassDataAbstractionCoupling_25%;NCSSForThisClass_count;NestedTryDepth_50%;MethodLength_max;FileLength_50%;ClassDataAbstractionCoupling_max;NumberOfPublicMethods_Checkstyle_mean;CyclomaticComplexity_Designite_75%;NCSSForThisFile_max;NestedIfElseDepth_25%;NPathComplexity_25%;NestedForDepth_std;FileLength_min;NPathComplexity_75%;BooleanExpressionComplexity_count;ClassFanOutComplexity_mean;MethodLength_75%;CyclomaticComplexity_50%;NumberOfPackageMethod_count;NumberOfMethods_Checkstyle_25%;NestedIfElseDepth_75%;ClassDataAbstractionCoupling_std;NumberOfPublicMethods_Checkstyle_min;CyclomaticComplexity_max;NestedForDepth_count;ThrowsCount_max;ThrowsCount_min;NCSSForThisMethod_25%;ClassFanOutComplexity_count;NCSSForThisMethod_min;ExecutableStatementCount_mean;AnonymousInnerClassLength_std;NestedTryDepth_75%;NCSSForThisClass_mean;NCSSForThisMethod_count;NumberOfPrivateMethod_max;NCSSForThisMethod_75%;ExecutableStatementCount_25%;CyclomaticComplexity_Designite_count;CyclomaticComplexity_Designite_std;NumberOfMethods_Checkstyle_mean;FileLength_std;ThrowsCount_std;NCSSForThisFile_mean;NumberOfPublicMethods_Checkstyle_25%;NestedForDepth_50%;NumberOfPackageMethod_25%;CyclomaticComplexity_Designite_max;NCSSForThisFile_25%;NestedIfElseDepth_50%;NestedIfElseDepth_count;Bugged;ClassFanOutComplexity_min;NumberOfProtectedMethod_max;FileLength_25%;BooleanExpressionComplexity_50%;NestedForDepth_25%;AnonymousInnerClassLength_50%;NumberOfPrivateMethod_std;NumberOfProtectedMethod_min;ThrowsCount_mean;CyclomaticComplexity_std;BooleanExpressionComplexity_min;CyclomaticComplexity_Designite_min;MethodLength_min;NumberOfPackageMethod_min;NCSSForThisFile_min;ClassFanOutComplexity_std;NestedForDepth_mean;ExecutableStatementCount_min;MethodLength_std;NumberOfPackageMethod_std;AnonymousInnerClassLength_mean;AnonymousInnerClassLength_max;FileLength_max;ThrowsCount_count;NumberOfProtectedMethod_50%;ClassFanOutComplexity_75%;AnonymousInnerClassLength_25%;BooleanExpressionComplexity_25%;CyclomaticComplexity_75%;ExecutableStatementCount_count;CyclomaticComplexity_mean;CyclomaticComplexity_Designite_mean;ExecutableStatementCount_std;NumberOfPublicMethods_Checkstyle_50%;AnonymousInnerClassLength_75%;BooleanExpressionComplexity_std;ExecutableStatementCount_50%;NCSSForThisMethod_std;NumberOfProtectedMethod_mean;NumberOfPrivateMethod_25%;NumberOfPublicMethods_Checkstyle_75%;ClassDataAbstractionCoupling_mean;BooleanExpressionComplexity_max;NumberOfProtectedMethod_25%;BooleanExpressionComplexity_75%;AnonymousInnerClassLength_min;NCSSForThisFile_50%;NumberOfPrivateMethod_50%;ExecutableStatementCount_max;ThrowsCount_50%;NumberOfMethods_Checkstyle_75%;NPathComplexity_min;FileLength_75%;NPathComplexity_50%;MethodLength_50%;NumberOfPackageMethod_50%;MethodLength_count;NumberOfMethods_Checkstyle_count;ClassFanOutComplexity_25%;NCSSForThisMethod_50%;CyclomaticComplexity_Designite_25%;NumberOfPrivateMethod_min;CyclomaticComplexity_Designite_50%;ClassDataAbstractionCoupling_min;NestedForDepth_max;FileLength_mean
6.0;0.0;0.0;1.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;4.0;2.0;2.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;4.0;0.0;1.0;0.0;0.0;8.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;3.0;6.0;1.0;4.0;0.0;1.0;0.0;6.0;42.0;0.0;1.0;2.0;8.0;0.0;2.0;0.0;42.0;2.0;1.0;1.0;6.0;2.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;3.0;1.0;3.0;2.0;0.0;0.0;4.0;1.0;0.0;3.0;2.0;1.0;0.0;1.0;0.0;0.0;8.0;1.0;0.0;0.0;2.0;8.0;0.0;1.0;False;1.0;0.0;42.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;6.0;0.0;8.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;42.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;2.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;1.0;1.0;2.0;42.0;2.0;6.0;0.0;1.0;1.0;1.0;3.0;2.0;0.0;2.0;0.0;0.0;42.0
16.0;0.0;0.0;1.0;0.0;4.0;0.0;8.0;0.0;0.0;0.0;0.0;4.0;8.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;8.0;8.0;5.0;7.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;5.0;0.0;8.0;0.0;1.0;0.0;0.0;14.0;0.0;0.0;0.0;5.0;1.0;8.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7.0;16.0;1.0;8.0;1.0;1.0;0.0;16.0;51.0;1.0;1.0;4.0;14.0;0.0;8.0;0.0;51.0;8.0;1.0;5.0;16.0;4.0;1.0;1.0;0.0;0.0;1.0;4.0;1.0;1.0;1.0;7.0;1.0;7.0;5.0;0.0;0.0;8.0;1.0;0.0;7.0;5.0;1.0;0.0;1.0;0.0;0.0;14.0;1.0;0.0;0.0;4.0;14.0;0.0;1.0;False;5.0;0.0;51.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;16.0;0.0;14.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;51.0;1.0;0.0;5.0;0.0;0.0;4.0;1.0;4.0;4.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;14.0;0.0;5.0;1.0;1.0;8.0;51.0;8.0;16.0;0.0;1.0;1.0;5.0;7.0;4.0;0.0;4.0;1.0;0.0;51.0
34.75;0.5;0.0;0.0;0.5;1.0;0.0;0.0;0.0;0.25;0.5;0.0;1.0;0.0;0.0;0.5;0.0;4.0;4.0;4.0;2.25;0.0;24.25;1.0;22.0;32.0;0.0;4.0;0.0;48.5;4.0;2.0;1.0;17.0;61.5;0.0;0.0;4.0;0.0;0.0;30.75;0.0;0.8164965809277259;0.0;0.0;4.0;2.0;1.0;0.0;0.0;4.0;4.0;4.0;0.0;4.0;15.75;12.0;0.0;97.0;0.0;4.0;0.0;83.0;0.0;9.0;0.25;1.0;123.0;0.0;0.75;0.0;0.0;1.25;4.0;4.25;47.75;1.0;4.0;0.0;0.0;4.5;0.0;1.0;4.0;1.0;0.0;6.75;4.0;3.0;14.75;17.0;0.0;24.25;4.0;2.0;23.0;5.75;4.0;0.0;1.0;106.5;0.5773502691896257;30.75;0.0;0.0;0.0;1.0;0.0;0.0;4.0;False;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5;0.0;0.0;1.0;6.0;0.0;0.0;8.5;0.0;2.0;34.57720829293963;0.0;8.5;34.0;213.0;4.0;0.0;4.25;0.0;0.0;1.0;4.0;1.0;1.0;12.971121771072848;0.0;8.5;0.0;13.0;12.971121771072848;0.25;0.0;0.25;2.25;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.5;1.0;0.0;53.25;1.0;25.0;0.0;4.0;4.0;0.0;14.0;1.0;0.0;1.0;0.0;0.0;53.25
12.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.5;0.0;1.4142135623730951;0.0;2.0;2.0;2.0;0.0;0.0;8.25;0.0;5.25;8.0;0.0;2.0;0.0;7.7781745930520225;2.0;1.4142135623730951;0.0;5.0;14.142135623730953;2.75;0.0;2.0;0.0;0.0;15.0;0.0;0.0;0.0;2.5;2.0;0.0;2.0;0.0;0.0;2.0;2.0;2.0;0.0;2.0;4.5;7.5;0.0;11.0;0.0;2.0;0.0;21.0;35.0;0.0;1.0;1.0;20.0;0.0;0.0;0.0;0.0;0.0;2.0;2.5;16.5;1.0;2.0;0.5;0.0;0.0;0.0;1.0;2.0;0.0;0.0;2.75;2.0;1.0;3.5;0.0;0.0;5.5;2.0;0.0;6.25;1.75;2.0;0.0;1.0;49.49747468305833;0.0;10.0;0.5;0.0;0.0;1.0;5.0;0.0;2.0;False;0.0;0.0;17.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;3.5355339059327378;0.0;0.0;12.727922061357855;0.0;0.0;0.0;70.0;2.0;0.0;3.75;0.0;0.0;1.0;2.0;1.0;1.0;4.949747468305833;1.0;0.0;0.0;3.5;4.949747468305833;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;10.0;0.0;7.0;0.0;1.5;0.0;52.5;0.0;12.0;0.0;2.0;2.0;1.25;4.5;1.0;0.0;1.0;0.0;0.0;35.0
36.22222222222222;0.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;1.0;0.0;0.0;0.9999999999999998;0.0;9.0;9.0;9.0;0.0;0.0;0.0;34.0;14.0;64.0;0.0;9.0;0.0;59.0;9.0;3.0;0.0;24.0;70.33333333333334;0.0;0.6666666666666666;9.0;1.0;0.0;0.0;0.0;84.49260322655469;0.0;0.0;9.0;259.0;3.0;0.0;0.0;9.0;9.0;9.0;0.6666666666666666;9.0;18.666666666666668;16.0;0.0;177.0;0.0;9.0;0.0;118.0;0.0;7.0;0.3333333333333333;6.0;211.0;0.0;2.0;0.3333333333333333;0.0;10.0;9.0;2.6666666666666665;38.0;6.0;9.0;0.0;1.0;2.333333333333333;0.0;11.0;9.0;1.0;0.0;7.0;9.0;2.0;15.0;0.0;0.0;19.666666666666668;9.0;6.0;19.0;5.0;9.0;3.3541019662496847;1.0;145.66666666666669;0.33333333333333337;23.444444444444446;0.0;0.0;0.0;10.0;0.0;0.0;9.0;True;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.1111111111111111;3.811532208676424;0.0;1.0;3.0;0.0;0.0;7.999999999999997;0.1111111111111111;1.0;34.419390529822635;0.0;0.0;0.0;437.0;9.0;0.0;0.0;0.0;0.0;9.0;9.0;5.4444444444444455;4.333333333333333;15.882380174268588;0.0;0.0;1.3228756555322954;13.0;18.75499933351105;0.0;0.0;0.0;0.7777777777777778;4.0;0.0;1.0;0.0;0.0;0.0;53.0;0.0;0.0;0.0;0.0;10.0;35.0;0.0;9.0;9.0;0.0;15.0;1.0;0.0;4.0;0.0;1.0;48.555555555555564
5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.5;2.5;5.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.7071067811865476;0.0;0.0;2.0;1.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;3.5;4.0;0.0;0.0;0.0;2.0;0.0;7.0;0.0;0.0;0.0;3.0;0.0;0.0;0.25;0.0;0.0;0.75;2.0;0.0;6.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;2.75;2.0;2.0;2.0;0.0;0.0;0.0;2.0;0.0;4.25;1.5;6.0;1.6329931618554518;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;2.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;2.8284271247461903;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;2.333333333333333;1.4142135623730951;0.0;0.0;0.0;2.0;2.1213203435596424;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.5;5.0;0.0;2.0;2.0;0.0;3.5;1.0;0.0;2.0;0.0;0.0;0.0
18.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;1.0;0.0;0.0;1.1547005383792517;0.0;12.0;12.0;12.0;0.0;0.0;0.0;2.9166666666666665;6.75;33.0;0.0;12.0;0.0;25.114736709748723;12.0;1.7320508075688772;0.25;9.0;43.301270189221924;0.0;0.16666666666666666;12.0;0.2886751345948129;0.0;0.0;0.0;3.604500553811061;0.0;0.0;12.0;12.0;4.0;0.0;0.0;12.0;12.0;12.0;0.08333333333333333;6.0;8.583333333333334;3.0;0.0;87.0;0.0;12.0;0.0;61.0;0.0;1.0;0.3333333333333333;2.0;150.0;0.0;1.0;0.0;0.0;3.25;12.0;0.75;23.0;1.5;12.0;0.0;0.0;0.2886751345948129;0.0;8.0;12.0;1.0;0.0;2.0;12.0;2.0;6.166666666666668;3.752776749732568;0.0;7.25;12.0;2.0;9.5;1.0;13.0;1.2506408613597126;0.5;103.92304845413263;0.4522670168666454;12.5;0.0;0.0;0.0;5.0;0.0;0.0;12.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.5773502691896257;0.0;0.25;2.5524794837866014;0.0;1.0;3.0;0.0;0.0;2.598076211353316;0.0;1.0;21.746473068272266;0.0;1.0833333333333333;13.0;360.0;12.0;0.0;0.0;0.0;0.0;4.25;12.0;2.833333333333333;1.6923076923076923;7.802486006317978;0.0;0.0;0.3892494720807616;2.5;10.121609046834882;0.0;0.0;0.0;0.08333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;1.5;8.0;0.0;12.0;12.0;0.0;3.5;1.0;0.0;1.0;0.0;0.0;30.0
8.181818181818182;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.3166247903554;0.0;11.0;11.0;11.0;0.0;0.0;0.0;2.363636363636364;5.5;9.0;0.0;11.0;0.0;14.171033195154886;11.0;3.3166247903554;1.0;7.0;17.487657985510285;0.0;0.18181818181818185;11.0;0.504524979109513;0.0;0.0;0.0;2.6934263410283665;0.0;0.0;11.0;8.0;11.0;0.0;0.0;11.0;11.0;11.0;0.3636363636363637;11.0;4.0;3.0;0.0;47.0;0.0;11.0;0.0;21.0;0.0;0.0;1.0;3.25;58.0;0.0;0.5;0.0;0.0;4.5;11.0;0.6363636363636364;15.5;1.0;11.0;0.0;1.0;0.0;0.0;5.0;11.0;1.0;0.0;2.0;11.0;2.0;2.8181818181818183;0.0;0.0;4.2727272727272725;11.0;0.0;7.0;1.0;10.0;1.6329931618554518;1.0;41.91007689630914;0.5222329678670935;5.2727272727272725;0.0;0.0;0.0;5.0;0.0;0.0;11.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5454545454545454;1.9116865471476892;0.0;1.0;3.0;0.0;0.0;2.110579412044345;0.0;1.0;7.332369082611456;0.0;0.0;0.0;139.0;11.0;0.0;0.0;0.0;0.0;4.5;11.0;2.363636363636364;2.0;2.56195947736032;0.0;0.0;0.4045199174779453;1.0;2.8284271247461903;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;11.0;11.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;12.636363636363635
4.108108108108108;1.1624763874381931;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.439848879604438;0.0;74.0;74.0;74.0;0.0;0.0;0.0;1.135135135135135;1.0;9.0;0.0;74.0;0.0;30.80562426711211;74.0;8.602325267042627;0.0;3.0;31.73560537706268;0.0;0.013513513513513514;74.0;0.0;0.0;0.0;0.0;0.4479580558986545;0.0;0.0;74.0;4.0;64.0;0.0;0.0;74.0;74.0;74.0;0.0;74.0;2.5;3.0;0.0;265.0;0.0;74.0;0.0;17.0;0.0;1.0;0.8648648648648649;1.0;273.0;0.0;1.0;0.0;0.0;1.0;74.0;0.040540540540540536;3.0;1.0;74.0;0.0;0.0;0.11624763874381933;0.0;3.0;74.0;0.0;0.0;2.0;74.0;2.0;1.391891891891892;0.0;0.0;3.581081081081081;74.0;0.0;2.0;1.0;71.0;0.2801264445740498;1.0;75.09597462850722;0.0;3.689189189189189;0.0;0.0;0.0;2.0;0.0;0.0;74.0;False;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3819317992738453;0.0;1.0;3.0;0.0;0.0;0.3487429162314581;0.0;1.0;3.1167579202366698;0.0;0.0;0.0;646.0;74.0;0.0;0.0;0.0;0.0;1.0;74.0;1.135135135135135;1.0845070422535212;1.1203909245299046;0.0;0.0;0.1162476387438193;1.0;1.4166330911949263;0.13513513513513514;0.0;0.0;0.013513513513513514;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;0.0;1.0;3.0;0.0;74.0;74.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;8.72972972972973
8.6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.1622776601683795;0.0;10.0;10.0;10.0;0.0;0.0;0.0;2.2;3.0;11.0;0.0;10.0;0.0;13.281566172707192;10.0;3.1622776601683795;1.0;8.0;15.811388300841895;0.0;0.0;10.0;0.0;0.0;0.0;0.0;1.6193277068654826;0.0;0.0;10.0;5.0;10.0;0.0;0.0;10.0;10.0;10.0;0.0;10.0;3.9;3.0;0.0;42.0;0.0;10.0;0.0;24.0;0.0;1.0;1.0;1.0;50.0;0.0;1.0;0.0;0.0;3.0;10.0;0.8;10.0;2.0;10.0;0.0;0.0;0.31622776601683794;0.0;4.0;10.0;1.0;0.0;2.0;10.0;2.0;2.9;0.0;0.0;4.2;10.0;0.0;4.0;1.0;10.0;0.6324555320336759;1.0;49.96398703066039;0.5163977794943223;5.0;0.0;0.0;0.0;3.0;0.0;0.0;10.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.9189365834726816;0.0;1.0;3.0;0.0;0.0;2.5298221281347035;0.0;1.0;6.43255608430877;0.0;0.0;0.0;158.0;10.0;0.0;0.0;0.0;0.0;2.0;10.0;1.8;1.2;2.68535120814971;0.0;0.0;0.0;3.0;2.68535120814971;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;10.0;1.0;0.0;0.0;0.0;3.0;10.0;0.0;10.0;10.0;0.0;4.0;1.0;0.0;1.0;0.0;0.0;15.8
18.9375;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.1875;0.0;1.0;0.0;0.0;3.0;0.0;16.0;16.0;16.0;0.0;0.0;0.0;9.25;8.25;30.0;0.0;16.0;0.0;37.25;16.0;3.75;1.0;20.0;45.0;0.0;0.125;16.0;0.0;0.0;0.0;0.0;13.498148021117565;0.0;0.0;16.0;52.0;12.0;0.0;0.0;16.0;16.0;16.0;0.0;15.0;9.125;10.75;0.0;149.0;0.0;16.0;0.0;59.0;0.0;7.0;0.75;3.5;180.0;0.0;2.0;0.0;0.0;11.25;16.0;1.25;24.25;2.5;16.0;0.0;0.0;1.75;0.0;7.0;16.0;3.0;0.0;4.0;16.0;2.0;6.75;1.5;0.0;9.3125;16.0;3.0;12.5;3.0;15.0;1.807392228230128;0.9375;116.75;0.8850612031567836;11.25;0.0;0.0;0.0;6.0;0.0;0.0;16.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.875;1.9906029237394385;0.0;1.0;3.0;0.0;0.0;5.0;0.0;1.0;15.084069963596251;0.0;0.375;6.0;467.0;16.0;0.0;0.0;0.0;0.0;5.0;16.0;3.3125;2.466666666666667;5.813776741499453;0.0;0.0;0.5;5.0;7.570777150773008;0.0;0.0;0.0;0.4375;2.0;0.0;0.0;0.0;0.0;0.0;22.0;1.0;0.0;0.0;0.0;3.5;13.0;0.0;16.0;16.0;0.0;6.5;1.0;0.0;2.0;0.0;0.0;29.1875
15.230769230769232;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.6055512754639887;0.0;13.0;13.0;13.0;0.0;0.0;0.0;4.230769230769232;5.0;17.0;0.0;13.0;0.0;28.844410203711917;13.0;3.6055512754639887;1.0;10.0;33.004661675401124;0.0;0.38461538461538464;13.0;0.3755338080994053;0.0;0.0;0.0;4.126213885105936;0.0;0.0;13.0;16.0;13.0;0.0;1.0;13.0;13.0;13.0;0.15384615384615385;13.0;7.846153846153847;11.0;0.0;104.0;0.0;13.0;0.0;36.0;0.0;2.0;1.0;3.0;119.0;0.0;2.0;0.0;0.0;5.0;13.0;0.7692307692307693;17.0;2.0;13.0;0.0;0.0;0.5547001962252291;0.0;8.0;13.0;2.0;1.0;6.0;13.0;2.0;5.9230769230769225;0.0;0.0;8.0;13.0;0.0;8.0;4.0;13.0;1.2557559782549619;1.0;88.47468129792404;0.4385290096535146;9.153846153846152;0.0;0.0;0.0;5.0;0.0;0.0;13.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2307692307692308;1.8257418583505536;0.0;1.0;3.0;0.0;0.0;2.773500981126145;0.0;1.0;9.470602287727411;0.0;0.0;0.0;319.0;13.0;0.0;0.0;0.0;0.0;3.0;13.0;3.0;1.9230769230769231;4.2320510878599285;0.0;0.0;0.7679476477883045;5.0;4.930283187372943;0.0;0.0;0.0;0.15384615384615385;2.0;0.0;0.0;0.0;0.0;0.0;14.0;1.0;0.0;1.0;0.0;2.0;12.0;0.0;13.0;13.0;0.0;6.0;1.0;0.0;1.0;0.0;0.0;24.538461538461537
19.5;0.0;0.0;1.0;0.0;2.25;0.0;0.0;0.0;0.0;0.0;0.0;2.0;10.5;1.0;1.4142135623730951;0.0;2.0;2.0;2.0;1.5;0.0;15.75;3.0;8.25;11.0;0.0;2.0;0.0;14.849242404917495;2.0;1.4142135623730951;0.0;2.0;16.97056274847714;5.25;0.0;2.0;0.0;0.0;18.0;0.0;1.4142135623730951;0.0;1.0;2.0;4.0;2.0;0.0;0.0;2.0;2.0;2.0;0.0;2.0;9.5;17.75;0.0;21.0;0.5;2.0;0.0;23.0;37.5;2.0;1.0;2.75;24.0;0.0;2.5;0.0;0.0;3.5;2.0;1.0;21.25;2.5;2.0;0.5;0.0;1.4142135623730951;0.0;3.0;2.0;0.0;0.0;8.75;2.0;8.0;7.5;0.0;0.0;10.5;2.0;0.0;10.25;6.75;2.0;0.7071067811865476;1.0;53.03300858899106;0.0;12.0;0.5;0.0;0.0;3.0;6.0;0.0;2.0;False;0.0;0.0;18.75;0.0;0.0;0.0;0.0;0.0;0.0;0.7071067811865476;0.0;2.0;16.0;0.0;0.0;1.4142135623730951;0.0;6.0;4.949747468305833;0.0;0.0;0.0;75.0;2.0;0.0;1.5;0.0;0.0;2.75;2.0;2.5;2.5;2.1213203435596424;1.0;0.0;0.0;7.5;2.1213203435596424;0.0;0.0;1.5;1.0;0.0;0.0;0.0;0.0;12.0;0.0;9.0;0.0;1.5;2.0;56.25;3.0;19.5;0.0;2.0;2.0;0.5;9.5;2.25;0.0;2.5;0.0;0.0;37.5
10.375;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.05357142857142857;0.0;1.0;0.0;0.0;7.082422910679248;0.0;56.0;56.0;56.0;0.0;0.0;0.0;2.946428571428572;6.25;13.0;0.0;56.0;0.0;40.62370877068851;56.0;7.483314773547883;1.0;21.0;43.69721305268138;0.0;0.03571428571428571;56.0;0.35309393180189985;0.0;0.0;0.0;4.844564500014959;0.0;0.0;56.0;35.0;53.0;0.0;0.0;56.0;56.0;56.0;0.14285714285714285;56.0;5.25;3.0;0.0;304.0;0.0;56.0;0.0;31.0;0.0;7.0;0.9464285714285714;2.0;327.0;0.0;1.0;0.1872563351797078;0.0;4.0;56.0;0.375;16.0;2.0;56.0;0.0;0.0;0.9354143466934852;0.0;6.0;56.0;4.0;0.0;2.0;56.0;2.0;3.8392857142857135;0.0;0.0;5.428571428571429;56.0;3.0;8.0;1.0;52.0;1.3920426737100642;1.0;109.8443704260064;0.755069447223148;5.8392857142857135;0.0;0.0;0.0;6.0;0.0;0.0;56.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.4008918628686365;0.0;0.3928571428571429;1.4553974777296468;0.0;1.0;3.0;0.0;0.0;2.806243040080456;0.03571428571428571;1.0;7.501666481522622;0.0;0.0;0.0;822.0;56.0;0.0;0.0;0.0;0.0;3.0;56.0;2.25;1.9423076923076923;2.8905915450854485;0.0;0.0;0.18725633517970774;4.0;3.2206718666649783;0.0;0.0;0.0;0.125;1.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;2.0;9.0;0.0;56.0;56.0;0.0;5.0;1.0;0.0;1.0;0.0;1.0;14.678571428571427
